archetype	class	feature	type	level	replaces	text	source	url
Disciple of Wholeness	Monk (Unchained)	Healing Ki	Su	4	ki pool, and it replaces the ki power gained at 4th level	At 4th level, a disciple of wholeness can touch a creature as a swift action and spend 1 point from her ki pool to restore a number of hit points equal to 1d4 + 1/2 her monk level to that creature. If she has the wholeness of body ki power, she can spend 2 points to restore a number of hit points equal to 1d8 + her monk level to a touched creature. She does not gain the ability to spend ki to gain an extra attack during a flurry of blows.<br>This ability alters ki pool, and it replaces the ki power gained at 4th level.	Healer's Handbook pg. 4	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Disciple%20of%20Wholeness
Disciple of Wholeness	Monk (Unchained)	Hone Body	Su	5	purity of body	At 5th level, a disciple of wholeness has immunity to supernatural and magical diseases as long as she is undamaged (she loses this immunity when she has hit point or ability score damage). In addition, she can always touch a creature as a swift action and spend 1 point from her ki pool to render it immune to all diseases for 1 day. She cannot grant this immunity if the target is already afflicted with a disease.<br>This ability replaces purity of body.	Healer's Handbook pg. 4	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Disciple%20of%20Wholeness
Disciple of Wholeness	Monk (Unchained)	Greater Hone Body	Su	11	the ki power gained at 12th level (and an unchained monk cannot gain the diamond body ki power)	At 11th level, a disciple of wholeness is immune to poison while undamaged and can grant immunity to poison (lasting for 1 day). This ability otherwise functions as per hone body.<br>This ability replaces the ki power gained at 12th level (and an unchained monk cannot gain the diamond body ki power).	Healer's Handbook pg. 4	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Disciple%20of%20Wholeness
Disciple of Wholeness	Monk (Unchained)	Hone Soul	Su	13	the ki power gained at 14th level (and an unchained monk cannot gain the diamond soul ki power)	At 13th level, a disciple of wholeness can dispel a spell affecting a living creature by touching it as a standard action and spending 1 point from her ki pool. This power functions like the targeted dispel option of greater dispel magic, with the caster level equal to the disciple of wholeness’s monk level.<br>This ability replaces the ki power gained at 14th level (and an unchained monk cannot gain the diamond soul ki power).	Healer's Handbook pg. 4	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Disciple%20of%20Wholeness
Elemental Monk	Monk (Unchained)	Alignment			the monk’s alignment requirement	An elemental monk must be true neutral.<br>This replaces the monk’s alignment requirement.	Disciple's Doctrine pg. 4	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Elemental%20Monk
Elemental Monk	Monk (Unchained)	Elemental Strike	Ex		all of the monk’s bonus feats and stunning fist	An elemental monk gains Elemental Fist as a bonus feat, even if she doesn’t meet the prerequisites. She does not have to select an element; instead, each time she hits with an Elemental Fist attack, she can choose acid, cold, electricity, or fire for the type of the additional damage granted by that feat.<br>This replaces all of the monk’s bonus feats and stunning fist.	Disciple's Doctrine pg. 4	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Elemental%20Monk
Elemental Monk	Monk (Unchained)	Genie Style (Ex, Sp)		2	evasion, purity of body, and the ki power gained at 10th-level	At 2nd level, as a swift action an elemental monk can gain the benefits of one of the following style feats, based on one of the five types of genies. When she does so, she automatically enters that feat’s stance: Djinni Style, Efreeti Style, Janni Style, Marid Style, or Shaitan Style. These feats, as well as those mentioned below, appear in Chapter 2 of Pathfinder RPG Ultimate Combat, and rules for style feats are on page 78 of that book.<br>At 6th level, while the elemental monk is using a genie style feat, she also gains the benefits of a feat from the following list, as appropriate for that style’s feat path: Djinni Spirit, Efreeti Stance, Janni Tempest, Marid Spirit, and Shaitan Skin.<br>At 10th level, while the elemental monk is using a genie style feat, she also gains the benefits of a feat from the following list, as appropriate for that style’s feat path: Djinni Spin, Efreeti Touch, Janni Rush, Marid Coldsnap, and Shaitan Earthblast.<br>At 18th level, when the elemental monk gains the benefits of Djinni Spirit, Efreeti Stance, Marid Spirit, or Shaitan Skin, her elemental resistance from that feat instead becomes immunity to that element, as long as she is not denied her Dexterity bonus to AC. While she is using Janni Style, she gains the effects of enlarge person or reduce person (her choice), even if she is not humanoid. This is a spell-like ability with a caster level equal to the elemental monk’s level.<br>This replaces evasion, purity of body, and the ki power gained at 10th-level.	Disciple's Doctrine pg. 4	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Elemental%20Monk
Elemental Monk	Monk (Unchained)	Elemental Precision	Ex	10	the monk’s ki pool	At 10th level, instead of treating her unarmed strikes as lawful for the purpose of overcoming damage reduction, an elemental monk overcomes all damage reduction of creatures with the air, earth, fire, or water subtypes except DR/— and DR/epic.<br>This alters the monk’s ki pool.	Disciple's Doctrine pg. 4	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Elemental%20Monk
Elemental Monk	Monk (Unchained)	Planar Guide	Sp	14		At 14th level as a standard action, an elemental monk can spend 1 ki point to transport herself and up to seven additional willing creatures, as per the plane shift spell, to one of the four Elemental Planes. Each additional creature increases the cost by 1 ki point.	Disciple's Doctrine pg. 4	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Elemental%20Monk
Invested Regent	Monk (Unchained)	Investiture	Su	1	the bonus feat gained at 1st level	An invested regent gains a pool of investiture points, supernatural energy he can use to call upon amazing abilities and divine protection. The number of points in the invested regent’s investiture pool is equal to 1/2 his monk level + his Charisma modifier. As long as he has at least 1 point in his investiture pool, the invested regent can select one of his saving throws as a swift action and gain a +1 sacred bonus on saving throws of that type for 1 round. If he spends 1 point from his investiture pool during this swift action, he instead gains a sacred bonus equal to his Charisma modifier on the saving throw selected.<br>A character with this feature and the ki pool class feature tracks investiture points and ki points separately.<br>This ability replaces the bonus feat gained at 1st level.	Heroes of the High Court pg. 22	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Invested%20Regent
Invested Regent	Monk (Unchained)	Vested Power (Ex or Sp)		2	the bonus feat the invested regent gives up for the vested power	At 2nd level and every 4 monk levels thereafter, an invested regent can select a vested power (see the Vested Powers section below) for which he qualifies in place of selecting a monk bonus feat. The invested regent need not do so and can instead take the bonus feat, but once the decision to take a bonus feat or a vested power is made, he can’t change it.<br>This replaces the bonus feat the invested regent gives up for the vested power.	Heroes of the High Court pg. 22	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Invested%20Regent
Invested Regent	Monk (Unchained)	Vested Powers				Vested powers are abilities that draw on an invested regent’s investiture pool. Vested powers are divided into two categories: feats and spells.<br>Requirements: All vested powers have a minimum level requirement to select them. An invested regent who hasn’t reached the required monk level cannot select that vested power.<br>Activation: Most vested powers require the invested regent to spend investiture points; the exact amount is listed after the vested power. Vested powers that cost 0 investiture points don’t require the invested regent to have any investiture points in his investiture pool to use the ability. The saving throw against an invested regent’s vested power, if any, is equal to 10 + 1/2 the invested regent’s monk level + his Charisma bonus.<br>Feats: These vested powers duplicate the effects of specific feats. An invested regent doesn’t need to qualify for a feat to select it as a vested power. For example, an invested regent can select Spring Attack as a vested power even if he doesn’t meet the prerequisites for selecting Spring Attack as a feat. Activating one of these vested powers is a free action on the invested regent’s turn; until the start of his next turn, the invested regent is treated as if he had that feat. Feats marked with an asterisk (*) can also be activated as an immediate action when it isn’t the invested regent’s turn.<br>Spells: These vested powers duplicate the effects of a spell and are spell-like abilities. An invested regent’s monk level is the caster level for these spell-like abilities, and he uses Charisma to determine his concentration check bonus. Activating one of these vested powers is a standard action.<br>2nd-Level Vested Powers<br>Comprehend languages (2 investiture points)<br>Divine favor (1 investiture point)<br>Dodge* (0 investiture points)<br>Entropic shield (1 investiture point)<br>Expeditious retreat (2 investiture points)<br>Feather stepAPG (self only, 1 investiture point)<br>Hide from undead (self only, 1 investiture point)<br>Sanctuary (self only, 1 investiture point)<br>Shield of faith (self only, 1 investiture point)<br>6th-Level Vested Powers<br>Calm emotions (1 investiture point)<br>Cloak of windsAPG (self only, 2 investiture points)<br>Enthrall (2 investiture points)<br>Gaseous form (self only, 1 investiture point)<br>Helping hand (1 investiture point)<br>Heroic DefianceAPG, * (1 investiture point)<br>Heroic RecoveryAPG, * (1 investiture point)<br>Protective spiritAPG (2 investiture points)<br>Remove disease (self only, 2 investiture points)<br>SidestepAPG, * (1 investiture point)<br>Snatch Arrows* (1 investiture point)<br>Spring Attack (1 investiture point)<br>Tongues (self only, 2 investiture points)<br>10th-Level Vested Powers<br>Air walk (self only, 2 investiture points)<br>Death ward (self only, 2 investiture points)<br>Dimension door (self only, 2 investiture points)<br>Discern lies (3 investiture points)<br>Divine power (3 investiture points)<br>Freedom of movement (self only, 3 investiture points)<br>Improved Blind-FightAPG, * (1 investiture point)<br>Improved Great Fortitude* (1 investiture point)<br>Improved Iron Will* (1 investiture point)<br>Improved Lightning Reflexes* (1 investiture point)<br>Mark of justice (3 investiture points)<br>Neutralize poison (self only, 3 investiture points)<br>Restoration (self only, 2 investiture points)<br>Spell resistance (self only, 2 investiture points)<br>Wind Stance (2 investiture points)<br>14th-Level Vested Powers<br>Antilife shell (3 investiture points)<br>Disarming StrikeAPG (2 investiture points)<br>Greater Blind-FightAPG, * (2 investiture points)<br>Greater command (3 investiture points)<br>Greater forbid actionUM (3 investiture points)<br>Lightning Stance (3 investiture points)<br>Shadow walk (self only, 3 investiture points)<br>Unwilling shieldAPG (3 investiture points)<br>18th-Level Vested Powers<br>Divine vesselAPG (3 investiture points)<br>Foresight (self only, 3 investiture points)<br>Greater restoration (self only, 3 investiture points)<br>Regenerate (self only, 3 investiture points)<br>Repulsion (3 investiture points)	Heroes of the High Court pg. 22	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Invested%20Regent
Lifting Hand	Monk (Unchained)	Savage Toss	Ex	4	stunning fist	A lifting hand gains Savage Slam as a bonus feat, even if she doesn’t meet the prerequisites.<br>At 4th level, when the lifting hand succeeds at her grapple combat maneuver check while using the Savage Slam feat and her grapple combat maneuver check result exceeds the opponent’s CMD by at least 5, she can throw the opponent into an non-adjacent square. The lifting hand can throw the opponent 10 feet, plus an additional 5 feet for every 5 by which her grapple check exceeds the opponent’s CMD. For instance, if the lifting monk exceeds the target’s CMD by 15, she can throw the target into a square 20 feet away.<br>At 8th level, when using Savage Slam, the lifting hand’s target no longer receives a bonus to its CMD when the lifting hand attempts to throw it into a dangerous area.<br>This replaces stunning fist.	Martial Arts Handbook pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Lifting%20Hand
Lifting Hand	Monk (Unchained)	Bonus Feats	Ex	1	the monk’s bonus feats	A lifting hand adds Whirling Hold to her list of bonus feats at 1st level. At 6th level, she adds Dramatic Slam and Overhead Flip. At 10th level, she adds Savage Leap.<br>This alters the monk’s bonus feats.	Martial Arts Handbook pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Lifting%20Hand
Lifting Hand	Monk (Unchained)	Joint Lock	Ex	10	the bonus feat gained at 10th level	At 10th level, when a lifting hand succeeds at a combat maneuver check to maintain a grapple, instead of choosing to damage, move, pin, or tie up the opponent, she can instead force one of the target’s limbs into an agonizing position. The target becomes sickened as long as the lifting hand maintains the grapple. When the grapple is released or broken, the target is fatigued for a number of rounds equal to the lifting hand’s level. This is a pain effect.<br>This replaces the bonus feat gained at 10th level.	Martial Arts Handbook pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Lifting%20Hand
Lifting Hand	Monk (Unchained)	Counter-Throw	Sp	12	the ki power gained at 12th level	At 12th level, a lifting hand can ready an action to trigger if a creature tries to attack her. When the readied action triggers, the lifting hand can attempt a grapple combat maneuver check with a +2 bonus. If she succeeds, she grapples the creature and negates the triggering attack, and she can spend an immediate action to use the Savage Slam feat.<br>This replaces the ki power gained at 12th level.	Martial Arts Handbook pg. 23	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Lifting%20Hand
Monk of the Mantis	Monk (Unchained)	Pressuring Strikes	Ex	2	the monk’s 2nd-, 6th-, 10th-, 14th-, and 18th-level bonus feats	At 2nd level, a monk of the mantis gains the sneak attack ability. This ability functions as the rogue ability of the same name, except it can be used only during a flurry of blows. The initial sneak attack damage is +1d6, and the damage increases by 1d6 every 4 levels beyond 2nd. This ability replaces the monk’s 2nd-, 6th-, 10th-, 14th-, and 18th-level bonus feats.	Dirty Tactics Toolbox pg. 11	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Monk%20of%20the%20Mantis
Monk of the Mantis	Monk (Unchained)	Debilitating Blows	Ex	6	the 6th, 10th, and 12th-level ki powers	A monk of the mantis’s knowledge of anatomy allows her to deal blows that both deal damage and impose debilitating conditions. At 6th level, if a monk of the mantis stuns a target with Stunning Fist, the target is also entangled for 1 round after the Stunning Fist effect ends. At 10th level, if the monk of the mantis stuns a target with Stunning Fist, the target is also exhausted for 1 round after the Stunning Fist effect ends. At 12th level, the monk can spend 1 point from her ki pool as part of her Stunning Fist attack to increase the duration of these additional effects to a number of rounds equal to her Wisdom bonus (minimum 2 rounds). This ability replaces the 6th, 10th, and 12th-level ki powers.	Dirty Tactics Toolbox pg. 11	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Monk%20of%20the%20Mantis
Monk of the Mantis	Monk (Unchained)	Disabling Palm	Su	15		At 15th level, a monk of the mantis can render the target of her quivering palm unconscious instead of killing the creature. Upon failing its Fortitude saving throw, the target either is knocked unconscious for a number of minutes equal to the monk of the mantis’s monk level or dies (the monk of the mantis’s choice). This ability applies only if the monk selects the quivering palm ki power.	Dirty Tactics Toolbox pg. 11	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Monk%20of%20the%20Mantis
Perfect Scholar	Monk (Unchained)	Class Skills			the monk’s class skills	A perfect scholar adds Knowledge (all) and Linguistics to his list of class skills, instead of Intimidate and Perform.<br>This ability alters the monk’s class skills.	Inner Sea Intrigue pg. 44	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Perfect%20Scholar
Perfect Scholar	Monk (Unchained)	Lore	Ex	4	still mind	At 4th level, the perfect scholar gains a bonus equal to 1/2 his monk level on Knowledge checks and can attempt Knowledge checks untrained.<br>This ability replaces still mind.	Inner Sea Intrigue pg. 44	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Perfect%20Scholar
Perfect Scholar	Monk (Unchained)	Learn from Failure	Ex	4	the ki power gained at 4th level	At 4th level, when the perfect scholar misses with an attack roll or fails a Research check (Ultimate Intrigue 148), he gains a +1 insight bonus on his next attack roll or Research check against the same target attempted in the next 24 hours. An individual target cannot be affected by this ability more than once in a 24-hour period. At 6th level, and every 2 monk levels thereafter, this bonus increases by 1.<br>This ability replaces the ki power gained at 4th level.	Inner Sea Intrigue pg. 44	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Perfect%20Scholar
Perfect Scholar	Monk (Unchained)	Eye of the Sun and Moon	Ex	13	tongue of the sun and moon	At 13th level, a perfect scholar can read all languages and write all languages he has read or heard.<br>This ability replaces tongue of the sun and moon.	Inner Sea Intrigue pg. 44	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Perfect%20Scholar
Perfect Scholar	Monk (Unchained)	Walk with the Master	Su	20	perfect self	At 20th level, the perfect scholar has mastered his spiritual resonance, allowing him to travel as if using etherealness, plane shift, or shadow walk at his monk level by spending only 1 point from his ki pool. He cannot bring other creatures with him. He is treated as an outsider rather than his original type, although he can be brought back to life as if he were still of his former type.<br>This ability alters perfect self.	Inner Sea Intrigue pg. 44	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Perfect%20Scholar
Sage Counselor	Monk (Unchained)	Class Skills			the monk’s class skills	A sage counselor adds Bluff, Diplomacy, and Knowledge (nobility) to his list of class skills, instead of Climb, Escape Artist, and Perception.<br>This alters the monk’s class skills.	Ultimate Intrigue pg. 67	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sage%20Counselor
Sage Counselor	Monk (Unchained)	Cunning Fist	Ex	2	the bonus feats gained at 1st, 2nd, and 6th levels	A sage counselor gains Combat Expertise as a bonus feat, even if he doesn’t meet the prerequisites, and he can ignore the Intelligence prerequisite on feats that have Combat Expertise as a prerequisite. At 2nd level, he gains Improved Feint, and at 6th level, he gains Greater Feint, even if he doesn’t meet the prerequisites.<br>This ability replaces the bonus feats gained at 1st, 2nd, and 6th levels.	Ultimate Intrigue pg. 67	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sage%20Counselor
Sage Counselor	Monk (Unchained)	Feinting Flurry		4	flurry of blows and ki pool, and it replaces the bonus feat gained at 10th level	At 4th level, a sage counselor can spend 1 ki point while performing a flurry of blows to feint an opponent as a swift action, but he can’t spend 1 ki point to make an additional attack when making a flurry of blows. At 10th level, he can also choose to replace his first attack during a flurry of blows with a feint check.<br>This ability alters flurry of blows and ki pool, and it replaces the bonus feat gained at 10th level.	Ultimate Intrigue pg. 67	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sage%20Counselor
Sage Counselor	Monk (Unchained)	Deceptive Ki	Su	4	ki pool and replaces the ki power gained at 4th level	At 4th level, the sage counselor can spend 1 point from his ki pool as a swift action to give himself a +4 insight bonus on his next Bluff check. The sage counselor does not gain the ability to spend ki to increase his speed by 20 feet for 1 round.<br>This ability alters ki pool and replaces the ki power gained at 4th level.	Ultimate Intrigue pg. 67	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Sage%20Counselor
Scaled Fist	Monk (Unchained)	Draconic Might				Any of the scaled fist’s class abilities that make calculations based on her Wisdom (including bonus feats with DCs or uses per day, such as Stunning Fist, but not Wisdom-based skills or Will saving throws) are instead based on her Charisma.	Legacy of Dragons pg. 14	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scaled%20Fist
Scaled Fist	Monk (Unchained)	Bonus Feats		1	bonus feats	A scaled fist adds Dragon StyleUC and Intimidating Prowess to her list of bonus feats at 1st level. At 6th level, she adds Dazzling Display and Dragon FerocityUC. At 10th level, she adds Disheartening DisplayACG, Dragon RoarUC and Shatter Defenses.<br>This ability modifies bonus feats.	Legacy of Dragons pg. 14	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scaled%20Fist
Scaled Fist	Monk (Unchained)	Draconic Fury	Su	3	the ki power normally gained at 4th level	At 3rd level, the scaled fist has gains the elemental fury ki power.<br>This ability replaces the ki power normally gained at 4th level.	Legacy of Dragons pg. 14	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scaled%20Fist
Scaled Fist	Monk (Unchained)	Draconic Mettle	Su	4	the still mind ability	At 4th level, a scaled fist gains a +2 bonus on saving throws attempted against all fear, paralysis, and sleep effects.<br>This ability replaces the still mind ability.	Legacy of Dragons pg. 14	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scaled%20Fist
Scaled Fist	Monk (Unchained)	Draconic Breath	Su	12	the ki power gained at 12th level	At 12th level, a scaled fist can spend 3 points from her ki pool to make a breath weapon attack as a standard action. This breath weapon deals 1d6 points of damage of her energy type per monk level in a 30-foot cone. Those caught in the area of the breath can attempt a Reflex save (DC = 10 + 1/2 the scaled fist’s monk level + her Charisma modifier) to halve the normal damage.<br>This ability replaces the ki power gained at 12th level.	Legacy of Dragons pg. 14	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Scaled%20Fist
Serpent-Fire Adept	Monk (Unchained)	Class Skills			the monk’s class skills	The serpent-fire adept adds Appraise, Diplomacy, Fly, Heal, Knowledge (arcana), Linguistics, and Survival to her list of class skills, but does not gain Climb, Intimidate, Knowledge (history), Perform, Ride, or Swim as class skills. This alters the monk’s class skills.	Occult Origins pg. 20	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Serpent-Fire%20Adept
Serpent-Fire Adept	Monk (Unchained)	Chakra Training		1	stunning fist and the bonus feat gained at 1st level	A serpent-fire adept gains Chakra Initiate and Psychic Sensitivity as bonus feats. She need not meet these feats’ prerequisites, and can use her serpent-fire ki from Chakra Initiate to open and maintain her root chakra, despite not being 2nd level. This ability replaces stunning fist and the bonus feat gained at 1st level.	Occult Origins pg. 20	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Serpent-Fire%20Adept
Serpent-Fire Adept	Monk (Unchained)	Chakra Expertise	Ex	2	the bonus feat gained at 2nd level	At 2nd level, the serpent-fire adept gains a bonus equal to 1/2 her monk level on Fortitude and Will saves attempted to maintain awakened chakras. At 8th level, when she has opened one or more chakras, she can maintain those chakras (without opening any new chakras) for 1 round without taking a swift action, expending ki, or attempting Fortitude or Will saves to maintain the chakras. This increases to 2 rounds at 16th level. After maintaining her chakras with chakra expertise, the monk must open a new chakra or maintain her open chakras normally before she can use chakra expertise again. This ability replaces the bonus feat gained at 2nd level.	Occult Origins pg. 20	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Serpent-Fire%20Adept
Serpent-Fire Adept	Monk (Unchained)	Light Spirit	Su	4	the 4th-level ki power	At 4th level when the serpent-fire adept has her sacral chakra open and chooses to benefit from its power, her fly speed is equal to either her base land speed or her bonus to her base speed from the monk fast movement class ability (whichever is higher). She maintains this fly speed for a number of rounds equal to her Wisdom bonus (minimum 1 round), even if she closes her chakras. This ability replaces the 4th-level ki power.	Occult Origins pg. 20	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Serpent-Fire%20Adept
Serpent-Fire Adept	Monk (Unchained)	Chakra Adept	Ex	6	the bonus feat gained at 6th level	At 6th level, the serpent-fire adept gains Chakra Adept as a bonus feat. She need not meet the feat’s prerequisites. When the serpent-fire adept has used all her rounds of chakra expertise to maintain open chakras, if she does not spend additional ki to maintain her open chakras on the next round, her highest chakra closes and she can spend a swift action to use any one of the abilities of her remaining open chakras. On the round after that, all her chakras close, and if she wishes to reopen them, she must start again with her root chakra. This ability replaces the bonus feat gained at 6th level.	Occult Origins pg. 20	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Serpent-Fire%20Adept
Serpent-Fire Adept	Monk (Unchained)	Linked Chakras	Ex	8	the 8th-level ki power	At 8th level, the serpent-fire adept can open multiple chakras at once as a standard action. The round that she does this, she is required to make saving throws only to resist being overwhelmed by the highest chakra she opens, though the save DCs are increased by 5. She can do this once per day, plus one additional time per day each at 12th and 17th level. This ability replaces the 8th-level ki power.	Occult Origins pg. 20	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Serpent-Fire%20Adept
Serpent-Fire Adept	Monk (Unchained)	Chakra Mastery	Ex	10	the bonus feats gained at 10th, 14th, and 18th level	At 10th level, the serpent-fire adept gains Chakra Master as a bonus feat. She need not meet the feat’s prerequisites. When maintaining her open chakras with chakra expertise, she can spend 1 point of ki to gain the benefits of two chakras rather than one in that round (or three chakras, if she has opened her crown chakra). At 14th level, the serpent-fire adept’s pool of serpent-fire ki increases to 7 points, and at 18th level, it increases to 9 points. This ability replaces the bonus feats gained at 10th, 14th, and 18th level.	Occult Origins pg. 20	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Serpent-Fire%20Adept
Softstrike Monk	Monk (Unchained)	Weapon Proficiency			the monk’s weapon proficiency	A softstrike monk is proficient with the aklys, bolas, club, light flail, light mace, nunchaku, quarterstaff, sap, sling, and any weapon with the monk special quality that can deal bludgeoning damage. He is considered proficient only with monk weapons that can deal multiple types of damage when dealing bludgeoning damage.<br>This replaces the monk’s weapon proficiency.	Martial Arts Handbook pg. 6	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Softstrike%20Monk
Softstrike Monk	Monk (Unchained)	Feather Touch	Ex			A softstrike monk does not take the normal –4 penalty on attack rolls for using a lethal weapon to deal nonlethal damage. In addition, he can use his stunning fist ability while making a nonlethal attack with a weapon.	Martial Arts Handbook pg. 6	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Softstrike%20Monk
Softstrike Monk	Monk (Unchained)	Nonlethal Strikes	Ex	20	unarmed strike	A softstrike monk focuses on blows that do not inflict deadly harm. When a softstrike monk deals nonlethal damage with his unarmed strikes, his monk level is treated as 4 levels higher for the purposes of determining the damage he deals (to a maximum of 4d8 at 20th level for a Medium monk). When dealing lethal damage with his unarmed strikes, his monk level is treated as if it were 4 levels lower (minimum 1st level) for the purpose of determining damage.<br>This alters unarmed strike.	Martial Arts Handbook pg. 6	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Softstrike%20Monk
Softstrike Monk	Monk (Unchained)	Tenet of Life	Su			Though a softstrike monk accepts that death may happen in combat, he cannot abide killing in cold blood. If he slays an unconscious or helpless living foe, or merely stands by and allows such a killing to occur, he becomes shaken for 1 hour. In addition, the act disrupts the softstrike monk’s ki; if he has a ki pool, he loses a number of ki points equal to half his level, as if they had been spent.	Martial Arts Handbook pg. 6	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Softstrike%20Monk
Softstrike Monk	Monk (Unchained)	Life-Giving Blows	Su	6	the bonus feats gained at 6th and 10th levels	At 6th level, a softstrike monk can force a piece of his life force into a nonliving creature to disrupt its animating essence. If he hits an undead foe with an unarmed attack, he can spend 1 ki point as a free action to remove the target’s immunity to nonlethal damage for a number of minutes equal to his Wisdom modifier. If, during this time, the target’s nonlethal damage exceeds its current hit points, it is destroyed. At 10th level, a softstrike monk can also use this ability against constructs.<br>This replaces the bonus feats gained at 6th and 10th levels.	Martial Arts Handbook pg. 6	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Softstrike%20Monk
Softstrike Monk	Monk (Unchained)	Wholeness of Body and Spirit	Su	7	wholeness of body	At 7th level, a softstrike monk can use wholeness of body on both himself and other creatures, though it heals only nonlethal damage. If he uses this ability on an unconscious foe, he can spend 1 additional ki point to force the creature to accept a pact of life. The creature must succeed at a Will saving throw (DC = 10 + half the softstrike monk’s level + his Wisdom modifier) or the pact renders it unable to directly attack the monk and any allies within 60 feet, as per sanctuary, for a number of days equal to the softstrike monk’s level.<br>This alters wholeness of body. (This ability applies only if the monk selects the wholeness of body ki power.)	Martial Arts Handbook pg. 6	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Softstrike%20Monk
Softstrike Monk	Monk (Unchained)	Incapacitating Palm	Su	15	quivering palm	At 15th level, a softstrike monk renders the target of his quivering palm unconscious instead of killing the creature. Upon failing its Fortitude saving throw, the target is knocked unconscious for a number of minutes equal to the softstrike monk’s level.<br>This alters quivering palm. (This ability applies only if the monk selects the quivering palm ki power.)	Martial Arts Handbook pg. 6	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Softstrike%20Monk
Softstrike Monk	Monk (Unchained)	Resilient Body	Su	19	empty body	At 19th level, a softstrike monk’s mastery of nonlethal combat lets him apply his techniques to his defense. A softstrike monk converts any precision damage he takes to nonlethal damage.<br>This replaces empty body.	Martial Arts Handbook pg. 6	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Softstrike%20Monk
Soul Shepherd	Monk (Unchained)	Calming Strike	Su		stunning fist	As an immediate action after hitting an incorporeal undead creature with an unarmed strike, a soul shepherd can attempt to calm the creature, encouraging it to move peacefully to the next stage of its metaphysical journey. The target must succeed at a Will save (DC = 10 + half soul shepherd's level + the soul shepherd's Wisdom modifier) or be calmed, as calm spirit, for 1 minute.<br>The soul shepherd can use this ability against a haunt by making a touch attack against an AC of 10 + the haunt's CR. A haunt does not receive a saving throw against this ability, but the ability's duration changes to concentration + 1 round, up to 1 round per level. A soul shepherd can use this ability a number of times per day equal to his soul shepherd level.<br>This replaces stunning fist.	Pathfinder #139: The Dead Road pg. 65	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Soul%20Shepherd
Soul Shepherd	Monk (Unchained)	Otherworldly Resilience	Ex	2	evasion and improved evasion	At 2nd level, a soul shepherd gains DR 2/adamantine, cold resistance 5, and electricity resistance 5. At 9th level, this improves to DR 5/adamantine, cold resistance 10, and electricity resistance 10.<br>This replaces evasion and improved evasion.	Pathfinder #139: The Dead Road pg. 65	https://aonprd.com/ArchetypeDisplay.aspx?FixedName=Soul%20Shepherd
