feat	req_type	req_value
Blazing Channel	other	channel positive energy class feature
Bless Equipment	caster_level	Caster level 3rd
Bless Equipment	other	channel energy class feature
Blessed Hammer	level	Ability to cast 3rd-level divine spells
Blessed Hammer	other	proficient with warhammer
Blessed Hammer	other	worshiper of Torag
Blessed Striker	bab	Base attack bonus +11
Blessed Striker	other	ability to cast divine spells
Blessed Striker	other	alignment must be within one step of your deity’s
Blight Guide	feat	Blight Survivalist
Blight Guide	feat	Skill Focus (Survival)
Blight Survivalist	feat	Skill Focus (Survival)
Blinding Light	feat	Inner Light
Blinding Light	other	aasimar
Blinding Light	other	daylight spell-like ability
Bloatmage Initiate	feat	Spell Focus (any school)
Block Chakras	level	Psychic Sensitivity or levels in an occult class
Block Chakras	other	brawler’s flurry or flurry of blows class feature
Block Chakras	other	ki pool
Block Upper Chakras	feat	Block Chakras
Block Upper Chakras	level	Psychic Sensitivity or levels in an occult class
Block Upper Chakras	other	brawler’s flurry or flurry of blows class feature
Block Upper Chakras	other	ki pool
Block Upper Chakras	level	character level 8th
Blood Drinker	feat	Dhampir
Blood Feaster	feat	Blood Drinker
Blood Feaster	bab	base attack bonus +6
Blood Feaster	other	dhampir
Blood Salvage	feat	Blood Drinker
Blood Salvage	other	dhampir
Blood Tide	feat	Combat Expertise
Blood Tide	feat	Greater Blood Frenzy
Blood Tide	bab	base attack bonus +6
Blood Tide	other	blood frenzy ability
Blood Tide	other	sahuagin
Blood Ties	skill	Bluff 1 rank
Blood Ties	other	bloodline class feature
Blood Ties	other	gnome
Blood Vengeance	feat	Half-orc or orc
Blood Vengeance	other	nonlawful
Blood for the Empire	bab	Base attack bonus +4
Blood of Heroes	feat	Hero’s Fortune
Bloodmarked Flight	bab	Base attack bonus +5
Bloodmarked Flight	other	werebat-kin
Blowout Shot Deed	skill	Craft (alchemy) 3 ranks
Blowout Shot Deed	other	grit class feature or Amateur GunslingerUC feat
Blustering Bluff	ability	Cha 13
Blustering Bluff	skill	Bluff 1 rank
Blustering Bluff	skill	Intimidate 1 rank
Body Control	ability	Wis 11
Body Control	feat	Meditation Master
Body Mastery	ability	Wis 19
Body Mastery	feat	Body Control
Body Mastery	feat	Meditation Master
Body Mastery	level	character level 15th
Bolster Jinx	feat	Great Fortitude
Bolster Jinx	feat	Iron Will
Bolster Jinx	other	or Lightning Reflexes
Bolster Jinx	feat	Halfling Jinx trait
Bolster Undead	feat	Channel energy 6d6
Bolster Undead	other	worshiper of Urgathoa
Bolstered Resilience	feat	Damage reduction
Bookish Rogue	feat	Minor magic rogue talent
Boon Companion	feat	Animal companion class feature or familiar class feature
Born Alone	feat	Orc
Born of Frost	feat	Frost giant
Bouncing Spell-Like Ability	caster_level	Spell-like ability at caster level 4th or higher
Bouncing Trick	feat	Mesmerist trick class feature
Bounding Step	ability	Dex 15
Bounding Step	feat	Nimble Moves
Bounteous Body	level	Character level 5th
Bounteous Body	other	grapevine or natural magic racial trait
Brain Eater	feat	Ghoul
Brain Eater	ability	Int 17
Branded for Retribution	feat	Bane class feature
Brash Stride	ability	Dex 15
Brash Stride	feat	Acrobatic Steps
Brash Stride	feat	Nimble Moves
Bravery in Action	feat	Bravery class feature
Bravery in Action	other	worshiper of Cayden Cailean
Breach	ability	Str 15
Breach	other	bunyip
Breadth of Experience	feat	Dwarf
Breadth of Experience	other	elf
Breadth of Experience	other	or gnome
Breadth of Experience	other	100+ years old
Bred Commander	feat	Hobgoblin
Brew Fleshcrafting Poison	caster_level	Caster level 10th
Brew Fleshcrafting Poison	other	8 or more ranks in Craft (alchemy)
Brew Potion	caster_level	Caster level 3rd
Brewmaster	skill	Craft (alchemy) 1 rank
Brewmaster	skill	Profession (brewer) 1 rank
Brewmaster	other	dwarf
Brilliant Planner	ability	Int 13
Brilliant Planner	level	character level 5th
Brilliant Spell Preparation	ability	Int 13
Brilliant Spell Preparation	level	ability to prepare 3rd-level spells
Brisk Spell	ability	Dex 13+
Brood Defender	feat	BodyguardAPG
Brood Defender	feat	Combat Reflexes
Brood Defender	other	wyvaran
Bully Breed	skill	Handle Animal 4 ranks
Bully Breed	skill	Intimidate 4 ranks
Bully Breed	other	animal companion or mount class feature
Burn Rider	feat	Mounted Combat
Burn Rider	skill	Ride 6 ranks
Burn Rider	skill	Handle Animal 6 ranks
Burn! Burn! Burn!	skill	Disable Device 1 rank
Burn! Burn! Burn!	other	goblin
Burrowing Shot	ability	Dex 13
Burrowing Shot	feat	Deadly Aim
Burrowing Shot	bab	base attack bonus +9
Burrowing Shot	other	weapon training class feature with a ranged weapon
Burrowing Teeth	feat	Sharpclaw
Burrowing Teeth	feat	Tunnel Rat
Burrowing Teeth	other	ratfolk
Calculating Mind	feat	Sacred Geometry
Calculating Mind	skill	Knowledge (engineering) 5 ranks
Camouflaged Trap	skill	Craft (traps) 4 ranks
Camouflaged Trap	skill	Survival 4 ranks
Careful Flyer	feat	Acrobatic
Careful Flyer	skill	Fly 5 ranks
Careful Reader	skill	Linguistics 3 ranks
Careful Reader	skill	Spellcraft 3 ranks
Careful Sneak	ability	Dex 13
Careful Sneak	skill	Stealth 3 ranks
Careful Speaker	ability	Wis 13
Carrion Feeder	feat	Tengu
Cartogramancer	skill	Knowledge (geography) 10 ranks
Cartogramancer	other	ability to cast greater teleport
Cartwheel Dodge	feat	Evasion class feature
Cartwheel Dodge	other	improved evasion class feature
Cartwheel Dodge	skill	acrobatics 12 ranks
Casting Conduit	skill	Spellcraft 1 rank
Casual Illusionist	feat	Gnome
Casual Illusionist	other	gnome magic racial trait
Catfolk Exemplar	feat	Catfolk
Caustic Slur	skill	Bluff 1 rank
Caustic Slur	other	favored enemy class feature
Caustic Slur	other	gnome
Cecaelia Focus Tattoo	feat	Cecaelia
Celestial Obedience	skill	Knowledge (planes) 3 ranks
Celestial Obedience	other	must worship an empyreal lord
Celestial Servant	feat	Aasimar
Celestial Servant	other	animal companion
Celestial Servant	other	familiar
Celestial Servant	other	or mount class feature
Center of Power	feat	Leadership score 13
Center of Power	other	hold a leadership role related to running a kingdom
Centered Spell	skill	Spellcraft 3 ranks
Chain Challenge	feat	Challenge class feature
Chain Challenge	level	character level 7th
Chakra Adept	feat	Chakra Initiate
Chakra Adept	other	ability to awaken the heart chakra
Chakra Initiate	feat	Ability to awaken the root chakra
Chakra Mandala	feat	Ki pool class feature
Chakra Master	feat	Chakra Adept
Chakra Master	feat	Chakra Initiate
Chakra Master	other	ability to awaken the crown chakra
Chance Death	feat	Duskwalker
Change of Heart	bab	Base attack bonus +6 or monk level 6th
Changeling Familiar	feat	Familiar class feature
Changeling Familiar	caster_level	caster level 9th
Changeling Familiar	other	your familiar must have the change shape universal monster ability
Channel Deific Essence	feat	Alignment Channel
Channel Deific Essence	other	channel energy 5d6
Channel Deific Essence	other	domain class feature
Channel Deific Essence	other	same alignment as patron deity
Channel Discord	feat	Channel energy 8d6
Channel Discord	other	worshiper of a demon lord
Channel Endurance	feat	Channel positive energy 3d6
Channel Endurance	other	worshiper of Gozreh
Channel Force	feat	Aasimar
Channel Force	other	channel energy 2d6
Channel Hate	feat	Channel energy 6d6
Channel Hate	other	worshiper of Gyronna
Channel Ray	feat	Channel energy class feature
Channel Spirit	feat	Spirit Ridden or spirit class feature
Channel Surge	feat	Channel energy or lay on hands class feature
Channel Viciousness	feat	Channel negative energy 4d6
Channel Viciousness	other	worshiper of Gorum
Channeled Blessing	feat	Blessings class feature
Channeled Blessing	other	channel energy class feature
Channeled Revival	feat	Channel energy 6d6 (positive energy)
Channeled Shield Wall	feat	Channel energy
Channeled Shield Wall	other	3d6 proficiency with a shield
Channeling Scourge	feat	Channel energy class feature
Channeling Scourge	level	inquisitor level 1st
Channeling Variance	feat	Domain class feature
Channeling Variance	other	channel energy class feature
Channeling Variance	other	must worship and receive spells from a deity
Charming Performance	ability	Cha 13
Charming Performance	skill	Perform (any) 1 rank
Charming Performance	other	bardic performance or raging song
Charnel Soldiers	feat	Any teamwork feat
Charnel Soldiers	other	ability to control or create undead
Child of Two Fates	skill	Knowledge (local) 5 ranks
Child of Two Fates	other	half-elf
Childlike	ability	Cha 13
Childlike	other	halfling
Chilled Rock	feat	Born of Frost
Chilled Rock	other	frost giant
Chimeric Adept	feat	Chimeric aspect class feature
Chimeric Adept	other	wild shape class feature
Chimeric Master	feat	Chimeric Adept
Chimeric Master	other	greater chimeric aspect class feature
Chimeric Master	other	wild shape class feature
Choral Support	skill	Perform (sing) 3 ranks
City Born	level	1st-level character
City Born	other	cannot have Country Born or Lone Wolf
City Sprinter	feat	Street Smarts
Citystep	skill	Stealth 1 rank
Citystep	other	half-elf
Civilized Ghoulishness	feat	Ghoul
Civilized Ghoulishness	ability	Cha 18
Clarifying Channel	feat	Channel energy class feature
Clarifying Channel	other	worshiper of Shelyn
Clarity of Pain	ability	Con 13
Clarity of Pain	feat	Improved Iron Will
Clarity of Pain	feat	Iron Will
Cleansing Burst	feat	Able to cast remove disease or the ability to cure disease with a mercy
Cleansing Burst	other	channel positive energy class feature
Client	feat	The character must own a business that can supply a single type of good worth 10 gp or more in bulk to a Keleshite merchant house
Client	other	or a business that can donate a unique rare good (an antique, an object of archeological interest, an artwork, or a magical weapon) of the patron’s choice at least once per month
Climbing Vine	ability	Str 13
Climbing Vine	other	vine leshy
Cloak of Feathers	ability	Cha 13
Cloak of Feathers	other	strix
Cloak of Stone	ability	Wis 17
Cloak of Stone	feat	Stone Cover
Cloak of Stone	feat	Stone Shroud
Cloak of Stone	skill	Stealth 11 ranks
Cloak of Stone	other	dwarf
Cloak of Stone	other	stonecunning racial trait
Close Call	feat	Deft Hands
Cloud Gazer	feat	Sylph
Cloud Invocation	feat	Mbe’ke dwarf
Cloud Step	feat	Spider Step
Cloud Step	level	monk level 12th
Coaxing Spell	feat	Spell Focus (enchantment)
Coaxing Spell	skill	Knowledge (dungeoneering) 6 ranks
Cold Celerity	feat	Endurance
Colleague	level	The character must be of character level 4th and must have been a client for at least 1 year
Colleague	level	during which the character must have changed the attitudes of any contacts from the house to helpful and maintained them at that level. The character must also present the merchant house with a unique gift of great value. This need not be monetary in nature—it may be
Colleague	other	for example
Colleague	other	reclaiming an ancestral sword thought lost or introducing a member of the house to someone who becomes her spouse
Combat Distraction	feat	Goblin
Combat Distraction	skill	Acrobatics 1 rank
Combat Distraction	skill	Escape Artist 1 rank
Combat Medic	skill	Heal 5 ranks
Command Animals	feat	Animal domain
Command Animals	other	channel energy class feature
Command Plants	feat	Channel energy class feature
Command Plants	feat	Plant domain
Command Undead	feat	Channel negative energy class feature
Commander of Goblinkind	ability	Cha 13
Commander of Goblinkind	other	hobgoblin
Companion Figurine	skill	Handle Animal 1 rank
Companion Figurine	other	own a figurine of wondrous power
Compelling Harmonies	feat	Basic Harmony
Compelling Harmonies	skill	Perform (keyboard, percussion, sing, string, or wind) 10 ranks
Compelling Harmonies	other	bardic performance or raging song
Compulsion Mastery	skill	Use Magic Device 3 ranks
Compulsion Mastery	other	base Fortitude save bonus +6
Conceal Aura	feat	Chaotic
Conceal Aura	other	evil
Conceal Aura	other	good
Conceal Aura	other	or lawful alignment
Conceal Scent	skill	Hide 3 ranks
Conceal Scent	skill	Survival 3 ranks
Conceal Spell	feat	Deceitful
Conceal Spell	skill	Bluff 1 rank
Conceal Spell	skill	Disguise 1 rank
Conceal Spell	skill	Sleight of Hand 1 rank
Concealment Mastery	skill	Stealth 3 ranks
Concealment Mastery	skill	Use Magic Device 3 ranks
Concealment Mastery	other	base Fortitude saving throw bonus +3
Conduit Casting	skill	Spellcraft 3 ranks
Confabulist	skill	Bluff 9 ranks
Confabulist	skill	Sense Motive 9 ranks
Confounding Tumble Deed	feat	Amateur Swashbuckler feat or panache class feature
Confounding Tumble Deed	feat	Canny Tumble
Confounding Tumble Deed	skill	Acrobatics 7 ranks
Connected Criminal	skill	Knowledge (local) 5 ranks
Consecrate Spell	feat	Aasimar
Consecrate Spell	other	able to prepare or cast consecrate
Conservatory-Trained	skill	Sense Motive 1 rank
Consume Power	skill	Spellcraft 3 ranks
Consume Power	other	wyrwood
Consume Undeath	feat	Nabasu
Consume Undeath	ability	Con 23
Contingent Channeling	feat	True healer class feature
Contingent Channeling	feat	Selective Channeling
Contingent Spell	feat	Ability to cast cure spells (a cure spell is any spell with “cure” in its name)
Contingent Trick	feat	Any two trick feats
Controlled Patterns	feat	Pattern Message
Controlled Patterns	feat	Spell Focus (illusion)
Controlled Patterns	caster_level	caster level 7th
Conversion Channel	feat	Channel energy 7d6
Conversion Channel	other	worshiper of Asmodeus
Conviction	ability	Cha 13
Convincing Persona	skill	Bluff 5 ranks
Convincing Persona	skill	Perform (act) 5 ranks
Convincing Persona	other	or dual identityUI class feature
Cooperative Counterspelling	skill	Spellcraft 5 ranks
Cooperative Counterspelling	level	racial spell-like ability replicating a spell of 1st level or higher
Cooperative Crafting	skill	1 rank in any Craft skill
Cooperative Crafting	other	any item creation feat
Cooperative Disabling	skill	Disable Device 1 rank
Cooperative Disabling	other	trapfinding class feature
Coordinated Blast	skill	Spellcraft 5 ranks
Coordinated Blast	other	any racial spell-like ability
Coordinated Reposition	feat	Step-Up
Corpse Companion	feat	Animal companion class feature
Corpse Companion	other	ghoul
Corrupted Flesh	ability	Con 15
Corrupted Flesh	other	6 HD
Corrupted Flesh	other	ogre
Corsair of Taldor	feat	Spent at least 1 month working on a ship for Jean Coremont
Cosmic Gate	feat	Lady Luck’s Guidance
Cosmic Gate	skill	Knowledge (planes) 10 ranks
Countering Loophole	feat	Improved Counterspell
Counterpoint to Inspiration	feat	Basic Harmony
Counterpoint to Inspiration	feat	Compelling Harmony
Counterpoint to Inspiration	skill	Perform (keyboard, percussion, sing, string, or wind) 10 ranks
Counterpoint to Inspiration	other	bardic performance or raging song
Country Born	level	1st-level character
Country Born	other	cannot have City Born or Lone Wolf
Courage in Numbers	feat	Iron Will
Courage in a Bottle	feat	Bravery class feature
Courage in a Bottle	other	worshiper of Cayden Cailean
Courageous Resolve	feat	Craven racial trait or fearless racial trait
Courageous Resolve	other	halfling
Coven Caster	feat	Changeling
Coven-Touched	ability	Cha 11
Coven-Touched	other	changeling
Cover Tracks	skill	Survival 3 ranks
Craft Construct	caster_level	Caster level 5th
Craft Construct	feat	Craft Magic Arms and Armor
Craft Construct	feat	Craft Wondrous Item
Craft Cybernetics	feat	Technologist
Craft Cybernetics	skill	Heal 9 ranks
Craft Cybernetics	skill	Knowledge (engineering) 9 ranks
Craft Magic Arms and Armor	caster_level	Caster level 5th
Craft Ooze	feat	Brew Potion
Craft Ooze	feat	Craft Wondrous Item
Craft Ooze	skill	Craft (alchemy) 3 ranks
Craft Ooze	caster_level	caster level 5th
Craft Pharmaceutical	feat	Technologist
Craft Pharmaceutical	skill	Heal 9 ranks
Craft Pharmaceutical	skill	Knowledge (nature) 9 ranks
Craft Poppet	caster_level	Caster level 1st
Craft Robot	feat	Craft Technological Arms and ArmorTG
Craft Robot	feat	Craft Technological ItemTG
Craft Robot	feat	TechnologistTG
Craft Robot	skill	Craft (mechanical) 9 ranks
Craft Robot	skill	Knowledge (engineering) 9 ranks
Craft Rod	caster_level	Caster level 9th
Craft Shadow Piercing	skill	Craft (jewelry) 5 ranks
Craft Shadow Piercing	caster_level	caster level 5th
Craft Shoddy Item	skill	1 rank in appropriate Craft skill
Craft Staff	caster_level	Caster level 11th
Craft Technological Arms and Armor	feat	Technologist
Craft Technological Arms and Armor	skill	Craft (mechanical) 7 ranks
Craft Technological Arms and Armor	skill	Knowledge (engineering) 7 ranks
Craft Technological Item	feat	Technologist
Craft Technological Item	skill	Craft (mechanical) 5 ranks
Craft Technological Item	skill	Knowledge (engineering) 5 ranks
Craft Wand	caster_level	Caster level 5th
Craft Wondrous Item	caster_level	Caster level 3rd
Cranial Adjustment	feat	Deft Hands or Trepanation
Cranial Implantation	feat	Self-Sufficient or Trepanation
Cranial Implantation	skill	Heal 7 ranks
Create Enhanced Firearm	feat	Craft Magic Arms and Armor
Create Enhanced Firearm	skill	Craft (weapons) 1 rank or Gunsmithing
Create Reliquary Arms and Shields	feat	Craft Magic Arms and Armor
Create Reliquary Arms and Shields	other	ability to cast consecrate or desecrate
Create Sanguine Elixir	ability	Cha 15
Create Sanguine Elixir	feat	Brew Potion
Create Sanguine Elixir	skill	Craft (alchemy) 12 ranks
Create Sanguine Elixir	level	sorcerer level 3rd
Creature Focus	level	No levels in a class that grants the favored enemy class feature
Crepuscular Cowl	skill	Stealth 9 ranks
Crepuscular Cowl	other	shadow blending racial trait or shadow call shadowdancer prestige class feature
Criminal Reputation	skill	Diplomacy 5 ranks
Criminal Reputation	skill	Intimidate 5 ranks
Critical Conduit	feat	Deliver touch spells ability
Critical Conduit	other	familiar
Cruelty	feat	Worshiper of Zon-Kuthon
Cry Challenge	feat	AntagonizeUM
Cry of Mercy	ability	Wis 13
Crystalline Cloud	feat	Aphorite
Crystalline Cloud	level	character level 5th
Crystalline Cloud	other	crystalline dust racial trait
Cultivate Magic Plants	feat	Brew Potion
Cultivate Magic Plants	feat	Craft Wondrous Item
Cultivate Magic Plants	skill	Knowledge (nature) 1 rank
Cunning Caster	feat	Deceitful
Cunning Caster	level	ability to cast 1st-level spells
Cunning Killer	bab	Base attack bonus +2
Cunning Killer	skill	Knowledge (arcana, dungeoneering, local, nature, planes, or religion) 3 ranks
Curative Mastery	skill	Use Magic Device 1 rank
Curative Mastery	other	base Fortitude bonus +2
Curious Companion	feat	Animal companion class feature
Curse Mastery	skill	Use Magic Device 3 ranks
Curse Mastery	other	base Fortitude save bonus +6
Curse of Vengeance	feat	Ability to cast at least one spell or spell-like ability with the curse descriptor
Curse of Vengeance	other	worshiper of Calistria
Cursed Item Detection	skill	Spellcraft 5 ranks
Cursed Item Detection	other	ability to cast detect magic as a spell or spell-like ability
Cut Your Losses	ability	Str 13
Cut Your Losses	skill	Acrobatics 1 rank
Cut from the Air	ability	Str 13
Cut from the Air	feat	Power Attack
Cut from the Air	bab	base attack bonus +5
Cut from the Air	other	weapon training class feature with a melee weapon
Cutting Humiliation	feat	Persuasive
Cutting Humiliation	skill	Intimidate 5 ranks
Cypher Magic	ability	Int 15
Cypher Magic	feat	Scribe Scroll
Cypher Script	skill	Knowledge (arcana) 1 rank
Cypher Script	skill	Linguistics 1 rank
Cypher Script	skill	Spellcraft 1 rank
Cypher Script	other	spellbook class feature
Daggermark Lore	skill	Craft (alchemy) 5 ranks
Daggermark Lore	other	member of the Daggermark Poisoner’s Guild
Daggermark Lore	other	poison lore or poison use class feature
Damned Disciple	feat	Fiendish Obedience
Damned Soldier	feat	Fiendish Obedience
Dampen Presence	feat	Skill Focus (Stealth)
Dampen Presence	skill	Stealth 5 ranks
Daring Exploit	feat	Dare
Daring Exploit	other	deeds
Daring Exploit	other	or inspiration class ability
Dark Adept	feat	Drow
Dark Adept	level	character level 3rd
Dark Affinity	level	Character level 3rd
Dark Affinity	other	must have visited the Hao Jin Tapestry
Dark Sight	feat	Gloom Sight
Dark Sight	other	fetchling
Darkness Trick	skill	Use Magic Device 5 ranks
Darkness Trick	other	ability to cast darkness
Dauntless Destiny	ability	Cha 13
Dauntless Destiny	feat	Fearless Curiosity
Dauntless Destiny	skill	Intimidate 10 ranks
Dauntless Destiny	other	human
Deadly Dealer	feat	Arcane Strike
Deadly Dealer	skill	Sleight of Hand 5 ranks
Deadly Kiss	feat	Toxic racial traitARG
Deadly Kiss	other	vishkanyaARG
Deadly Trap	skill	Craft (traps) 8 ranks
Deadly Trap	skill	Survival 8 ranks
Deadly Troupe	skill	Perform (act) or Perform (dance) 3 ranks
Deadly Troupe	other	human (Varisian)
Deafening Explosion	feat	Bomb class feature
Deafening Explosion	other	hobgoblin
Deceptive Exchange	ability	Int 13
Deceptive Exchange	feat	Combat Expertise
Deceptive Exchange	feat	Improved Feint
Deconstruct Spell	feat	Improved Counterspell or ability to cast dispel magic or greater dispel magic
Deconstruct Spell	other	aphorite
Deconstruct Spell	other	crystalline dust racial trait
Deep Breath	ability	Constitution 15
Deep Diver	feat	Endurance
Deep Drinker	ability	Con 13
Deep Drinker	level	monk level 11
Deep Drinker	other	drunken ki class feature
Deep Toxin	feat	Vital Strike
Deep Toxin	bab	base attack bonus +6
Deep Toxin	skill	Craft (poison) 6 ranks or poison use class feature
Deepsight	feat	Darkvision 60 feet
Defending Eidolon	feat	Shield ally feature
Defiant Luck	feat	Human
Deft Catcher	feat	Skill Focus (Sleight of Hand)
Deft Shootist	feat	Grit class feature or Amateur Gunslinger feat
Deft Shootist	feat	Dodge
Deft Shootist	feat	Mobility
Deific Obedience	skill	Knowledge (religion) 3 ranks
Deific Obedience	other	must worship a deity
Delay Blast	bab	Base attack bonus +3
Delay Blast	other	kinetic blast class feature
Delayed Potion	feat	Brew Potion
Delayed Potion	caster_level	caster level 5th
Delectable Feint	ability	Con 15
Delectable Feint	other	delicious racial trait
Delectable Feint	other	ghoran
Deliberate Death	feat	Duskwalker
Demon Grafter	feat	Demonologist
Demon Grafter	skill	Heal 5 ranks
Demon Grafter	skill	Knowledge (planes) 5 ranks
Demon Grafter	skill	Spellcraft 5 ranks
Demonic Obedience	skill	3 ranks in Knowledge (planes)
Demonic Obedience	other	must worship a demon lord
Demonic Possession	feat	Demon or half-demon
Demonic Possession	ability	Cha 21
Demonic Possession	ability	Wis 17
Demonologist	skill	Knowledge (planes) 3 ranks
Deny Death	feat	Ki pool
Deny Death	feat	Endurance
Derro Magister	ability	Cha 20
Derro Magister	other	derro
Desert Dweller	feat	Favored terrain (desert) class feature
Designated Antagonist	feat	AntagonizeUM
Destructive Dispel	feat	Ability to cast dispel magic or greater dispel magic
Destructive Dispel	caster_level	caster level 11th
Detect Expertise	ability	Int 13
Detect Expertise	other	ability to cast detect chaos
Detect Expertise	other	detect evil
Detect Expertise	other	detect good
Detect Expertise	other	detect law
Detect Expertise	other	or detect magic
Devastating Assault	bab	Base attack bonus +9
Devastating Assault	other	weapon training class feature with a melee weapon
Devil Sense	ability	Wis 13
Devil Sense	other	ability to cast detect evil as a spell or spell-like ability
Devilish Pride	feat	Iron Will
Devilish Pride	other	worshiper of Asmodeus
Devotion against the Unnatural	feat	Animal companion
Devotion against the Unnatural	other	devotion special ability
Diabolical Negotiator	feat	Skill Focus (Diplomacy)
Diabolical Negotiator	other	worshiper of Asmodeus
Die for Your Master	feat	Tumor familiar alchemist discovery
Diehard	feat	Endurance
Difficult Swings	bab	Base attack bonus +5
Difficult Swings	other	weapon training class feature with a melee weapon
Dilettante	skill	2 ranks each in 5 different Knowledge skills
Dimensional Agility	feat	Ability to use the abundant step class feature or cast dimension door
Dimensional Assault	feat	Ability to use the abundant step class feature or cast dimension door
Dimensional Assault	feat	Dimensional Agility
Dimensional Dervish	feat	Ability to use the abundant step class feature or cast dimension door
Dimensional Dervish	feat	Dimensional Agility
Dimensional Dervish	feat	Dimensional Assault
Dimensional Dervish	bab	base attack bonus +6
Dimensional Maneuvers	feat	Ability to use the abundant step class feature or cast dimension door
Dimensional Maneuvers	feat	Dimensional Agility
Dimensional Maneuvers	feat	Dimensional Assault
Dimensional Maneuvers	feat	Dimensional Dervish
Dimensional Maneuvers	bab	base attack bonus +9
Dimensional Savant	feat	Dimensional Agility
Dimensional Savant	feat	Dimensional Assault
Dimensional Savant	feat	Dimensional Dervish
Dimensional Savant	other	ability to use the abundant step class feature or cast dimension door
Dimensional Savant	bab	base attack bonus +9
Dimensional Step Up	feat	Dimensional AgilityUC
Dimensional Step Up	feat	Step Up
Dimensional Step Up	bab	base attack bonus +12
Dimensional Step Up	other	abundant step class feature or ability to cast dimension door
Diplomatic Ruse	skill	Diplomacy 3 ranks
Diplomatic Ruse	other	human (Keleshite)
Dire Bat Shape	ability	Cha 13
Dire Bat Shape	feat	Bat Shape
Dire Bat Shape	bab	base attack bonus +3
Dire Bat Shape	other	werebat-kin
Disable Dweomer	skill	Disable Device 5 ranks
Disable Dweomer	skill	Use Magic Device 5 ranks
Disable Dweomer	other	trapfinding
Disarming Threat Deed	feat	Amateur Swashbuckler or panache class feature
Disarming Threat Deed	skill	Diplomacy 2 ranks
Disarming Threat Deed	skill	Intimidate 2 ranks
Discerning Eye	feat	Elf or half-elf
Discerning Eye	other	keen senses racial trait
Disciple of the Sword	feat	Weapon Focus (longsword)
Disciple of the Sword	level	cleric or inquisitor level 4th
Disciple of the Sword	other	worshiper of Iomedae
Disciplinary Devotee	feat	Psychic discipline class feature
Disconcerting Knowledge	feat	Bardic knowledge class ability or Knowledge domain
Disconcerting Knowledge	skill	Knowledge (any two) 3 ranks each
Discordant Voice	feat	Bardic performance class feature
Discordant Voice	skill	Perform (oratory or sing) 10 ranks
Dislocate	ability	Con 13
Disorienting Maneuver	feat	Dodge
Disorienting Maneuver	skill	Acrobatics 5 ranks
Dispel Focus	feat	Ability to cast dispel magic
Dispel Mastery	skill	Use Magic Device 3 ranks
Dispel Mastery	other	base Fortitude save bonus +6
Dispel Synergy	skill	Spellcraft 5 ranks
Dispelling Blood	skill	Knowledge (arcana) 7 ranks
Dispelling Blood	other	vishkanya
Dispelling Fist	feat	Improved Unarmed Strike
Dispelling Fist	bab	base attack bonus +11
Dispelling Fist	other	ability to cast dispel magic
Dispelling Fist	caster_level	caster level 7th
Disposable Weapon	bab	Base attack bonus +1
Disposable Weapon	other	proficient with weapon
Disruptive Recall	feat	Spell recall class feature
Disruptive Recall	skill	Spellcraft 5 ranks
Disruptive Spell-Like Ability	caster_level	Spell-like ability at caster level 4th or higher
Distant Delivery	feat	Phantom class feature
Distant Delivery	other	phantom with the deliver touch spells ability
Distant Jinx	feat	Halfling Jinx trait
Distant Spell Link	feat	Enlarge Spell or Reach SpellAPG
Distant Spell Link	other	animal companion
Distant Spell Link	other	eidolon
Distant Spell Link	other	familiar
Distant Spell Link	other	or other allied creature with the share spells ability (Pathfinder RPG Core Rulebook 52)
Distracting Explosion	feat	Bomb class feature
Distracting Explosion	other	hobgoblin
Diverse Obedience	feat	Deific ObedienceISG
Diverse Obedience	skill	Knowledge (religion) 5 ranks
Diverse Obedience	other	alignment must match that of your worshiped deity
Diverse Palate	feat	Blood Drinker
Diverse Palate	other	dhampir
Divination Guide	caster_level	Caster level 3rd
Divination Guide	other	ability to cast augury or divination
Divination Guide	other	must worship a deity
Divine Barrier	feat	Channel energy class feature
Divine Barrier	other	worshiper of Apsu
Divine Communion	ability	Wisdom 13
Divine Communion	other	alignment must match that of your worshiped deity
Divine Deception	skill	Knowledge (religion) 5 ranks
Divine Deception	skill	Use Magic Device 5 ranks
Divine Denouncer	feat	Divine Defiance
Divine Dignity	feat	Combat Casting
Divine Dignity	other	ability to cast divine spells
Divine Dignity	other	worshiper of Abadar
Divine Expression	level	Bard level 1st
Divine Expression	level	cleric or oracle level 1st
Divine Expression	other	worshiper of Shelyn
Divine Interference	feat	Divine spellcaster
Divine Interference	caster_level	caster level 10th
Divine Protection	ability	Cha 13
Divine Protection	skill	Knowledge (religion) 5 ranks
Dog Killer, Horse Hunter	feat	Goblin
Dog Killer, Horse Hunter	skill	Handle Animal 1 rank
Dog-Sniff-Hate	feat	Skill Focus (Perception)
Dog-Sniff-Hate	other	goblin
Double Bane	feat	Bane class feature
Double Bane	feat	Two-Weapon Fighting
Draconian Law	feat	Lawful alignment
Draconian Law	other	wyvaran
Draconic Aspect	feat	Kobold
Draconic Breath	feat	Draconic Aspect
Draconic Breath	other	kobold
Draconic Defender	ability	Con 17
Draconic Defender	feat	Toughness
Draconic Glide	feat	Draconic Aspect
Draconic Glide	other	kobold
Draconic Heritage	ability	Cha 13
Draconic Magic	feat	Draconic AspectARG
Draconic Magic	other	kobold
Draconic Manifestation	feat	Access to natural claw attacks
Draconic Manifestation	other	bloodrager or sorcerer with the draconic bloodline
