race	class	benefit	source	url
Humans	Mesmerist	Increase the mesmerist’s towering ego bonus by 1/3 point (to a maximum increase of +2).	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Monk	Add +1/4 point to the monk’s ki pool.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Occultist	Gain 1/6 of a new focus power.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Occultist	Add a +1/3 bonus on any skill check attempted as a part of an occult ritual (Occult Adventures 208).	Horror Adventures pg. 41	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Oracle	Add one spell known from the oracle spell list. This spell must be at least one level below the highest spell level the oracle can cast.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Paladin	Add +1 to the paladin’s energy resistance to one kind of energy (maximum +10).	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Psychic	Add one spell known from the psychic spell list. This spell must be at least 1 level lower than the highest spell level the psychic can cast.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Psychic	Add a +1/4 bonus to AC when flatfooted, to a maximum of what the psychic’s AC would be if not flat-footed.	Horror Adventures pg. 41	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Ranger	Add +1 hit point or +1 skill rank to the ranger’s animal companion. If the ranger ever replaces his companion, the new companion gains these bonus hit points or skill ranks.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Rogue	The rogue gains +1/6 of a new rogue talent.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Shaman	Add one spell from the cleric spell list that isn’t on the shaman spell list to the list of spells the shaman knows. This spell must be at least 1 level below the highest spell level the shaman can cast.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Shifter	Add 1/3 to the number of minutes the shifter can assume her minor form each day.	Ultimate Wilderness pg. 31	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Skald	Add one spell from the skald’s spell list to the skald’s known spells. This spell must be at least 1 spell level below the highest level the skald can cast.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Slayer	Gain 1/6 of a new slayer talent.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Sorcerer	Add one spell known from the sorcerer spell list. This spell must be at least one level below the highest spell level the sorcerer can cast.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Spiritualist	Add 1 skill rank or 1 hit point to the spiritualist’s phantom.	Occult Adventures pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Summoner	Add +1 hit point or +1 skill rank to the summoner’s eidolon.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Swashbuckler	Increase the total number of points in the swashbuckler’s panache pool by 1/4.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Vigilante	Gain +1/2 on the Disguise bonus provided by seamless guise.	Ultimate Intrigue pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Warpriest	Gain 1/6 of a new bonus combat feat.	Advanced Class Guide pg. 71	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Witch	Add one spell from the witch spell list to the witch’s familiar. This spell must be at least one level below the highest spell level she can cast. If the witch ever replaces her familiar, the new familiar knows these bonus spells.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Humans	Wizard	Add one spell from the wizard spell list to the wizard’s spellbook. This spell must be at least one level below the highest spell level the wizard can cast.	Advanced Race Guide pg. 73, Advanced Player's Guide pg. 23	https://aonprd.com/RacesDisplay.aspx?ItemName=Human
Aasimars	Bard	Choose one bardic performance; treat the bard as +1/6 level higher when determining the effects of that performance.	Advanced Race Guide pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Cavalier	Add +1/4 to the cavalier’s bonus on damage against targets of his challenge.	Advanced Race Guide pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Cleric	Add +1/2 to damage when using positive energy against undead or using Alignment Channel to damage evil outsiders.	Advanced Race Guide pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Inquisitor	Add +1/2 on Intimidate, Knowledge, and Sense Motive checks made against outsiders.	Advanced Race Guide pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Oracle	Add +1/6 to the oracle’s level for the purpose of determining the effects of one revelation.	Advanced Race Guide pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Paladin	Add +1/6 to the morale bonus on saving throws provided by the paladin’s auras.	Advanced Race Guide pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Sorcerer	Add +1/4 to the sorcerer’s caster level when casting spells with the good descriptor.	Advanced Race Guide pg. 85	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aasimars	Summoner	Add DR 1/evil to the summoner’s eidolon. Each additional time the summoner selects this benefit, the DR/evil increases by +1/2 (maximum DR 10/evil).	Advanced Race Guide pg. 86	https://aonprd.com/RacesDisplay.aspx?ItemName=Aasimar
Aphorites	Alchemist	Add 1 foot to the range increment of the alchemist’s thrown splash weapons (including the alchemist’s bombs). This option has no effect unless the alchemist has selected it 5 times (or another increment of 5).	Plane-Hopper's Handbook pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aphorites	Cleric	Add a +1/2 bonus on Knowledge (planes) checks relating to Axis and creatures with the lawful subtype.	Plane-Hopper's Handbook pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aphorites	Fighter	Add 1 to the fighter’s CMD when resisting disarm or trip attempts.	Plane-Hopper's Handbook pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aphorites	Inquisitor	Add 1/4 to the number of times per day the inquisitor can change her most recent teamwork feat.	Plane-Hopper's Handbook pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aphorites	Investigator	Gain a +1/4 bonus on damage rolls for critical hits made while using studied combat.	Plane-Hopper's Handbook pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aphorites	Magus	Add one spell from the magus spell list to the magus’s spellbook. This spell must be at least 1 level below the highest spell level he can cast.	Plane-Hopper's Handbook pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aphorites	Ranger	Add 1 foot to the range of the ranger’s hunter’s bond ability when granting a bonus to allies. This option has no effect unless the ranger has selected it 5 times (or another increment of 5).	Plane-Hopper's Handbook pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aphorites	Rogue	Add a +1 bonus on Disable Device and Use Magic Device checks related to glyphs, scrolls, symbols, and other magical writings.	Plane-Hopper's Handbook pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aphorites	Warpriest	Add 1/2 to the number of times per day the warpriest can use blessings, but he can use these additional blessings on only those from the Artifice, Community, Knowledge, Law, Magic, or Rune domains.	Plane-Hopper's Handbook pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aphorites	Witch	The witch gains 1/6 of a new witch hex.	Plane-Hopper's Handbook pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aphorites	Wizard	Add 1/3 to the wizard’s caster level when casting spells with the lawful descriptor or spells that create magical glyphs, runes, or symbols.	Plane-Hopper's Handbook pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Aphorite
Aquatic Elves	Arcanist	Add 1/4 to the arcanist’s caster level when casting spells with the water descriptor.	Blood of the Sea pg. 5	https://aonprd.com/RacesDisplay.aspx?ItemName=Aquatic%20Elf
Aquatic Elves	Cavalier	Add 1 skill rank to the cavalier’s mount. If the cavalier ever replaces his mount, the new mount gains these bonus skill ranks.	Blood of the Sea pg. 5	https://aonprd.com/RacesDisplay.aspx?ItemName=Aquatic%20Elf
Aquatic Elves	Druid	Add 1 hit point to the druid’s animal companion. If the druid ever replaces her animal companion, the new animal companion gains these bonus hit points. For a druid whose nature bond gives her a cleric domain, select one cleric domain power at 1st level that is normally usable a number of times per day equal to 3 + the druid’s Wisdom modifier. The druid adds 1/2 to the number of uses per day of that domain power.	Blood of the Sea pg. 5	https://aonprd.com/RacesDisplay.aspx?ItemName=Aquatic%20Elf
Aquatic Elves	Fighter	Choose a weapon from the following list: rapier, short sword, trident, or any weapon with “elven” in its name. Gain a +1/2 bonus on critical hit confirmation rolls made while using that type of weapon (maximum bonus +4). This bonus does not stack with those gained through Critical Focus and similar effects.	Blood of the Sea pg. 5	https://aonprd.com/RacesDisplay.aspx?ItemName=Aquatic%20Elf
Aquatic Elves	Magus	Add one spell from the cleric, druid, or wizard spell list with the water descriptor to the magus’s spellbook. This spell must be at least 1 level below the highest spell level he can cast. This spell is treated as 1 level higher unless it also appears on the magus spell list.	Blood of the Sea pg. 5	https://aonprd.com/RacesDisplay.aspx?ItemName=Aquatic%20Elf
Aquatic Elves	Ranger	Choose a weapon from the following list: longbow, shortbow, or any weapon with “elven” in its name. Reduce the penalty on ranged attack rolls underwater made with this weapon by 1.	Blood of the Sea pg. 5	https://aonprd.com/RacesDisplay.aspx?ItemName=Aquatic%20Elf
Aquatic Elves	Summoner	As long as the summoner’s eidolon has a swim speed, add 5 feet to its swim speed (max +20 feet).	Blood of the Sea pg. 5	https://aonprd.com/RacesDisplay.aspx?ItemName=Aquatic%20Elf
Aquatic Elves	Witch	When casting a witch spell underwater, add 1/3 to the effective caster level of the spell for the purpose of determining the spell’s duration.	Blood of the Sea pg. 5	https://aonprd.com/RacesDisplay.aspx?ItemName=Aquatic%20Elf
Aquatic Elves	Wizard	Add 1 to the wizard’s caster level check when attempting to cast a spell with the fire descriptor underwater.	Blood of the Sea pg. 5	https://aonprd.com/RacesDisplay.aspx?ItemName=Aquatic%20Elf
Boggards	Barbarian	Add 1 on the barbarian’s Acrobatics checks to jump.	Monster Codex pg. 8	https://aonprd.com/RacesDisplay.aspx?ItemName=Boggard
Boggards	Bard	Reduce the amount of time the bard must wait before using his terrifying croak ability by 5 minutes (minimum 5 minutes).	Monster Codex pg. 8	https://aonprd.com/RacesDisplay.aspx?ItemName=Boggard
Boggards	Fighter	Increase the hit points of the fighter’s tongue by 1 and add 1/2 on all opposed Strength checks to prevent a creature from detaching the fighter’s tongue.	Monster Codex pg. 8	https://aonprd.com/RacesDisplay.aspx?ItemName=Boggard
Boggards	Ranger	Add 1/4 to a single existing favored terrain bonus (maximum +2 per favored terrain).	Monster Codex pg. 8	https://aonprd.com/RacesDisplay.aspx?ItemName=Boggard
Catfolk	Alchemist	Gain 1/6 of a bonus discovery.	Blood of the Beast pg. 4	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Bard	Add +1/2 to the bard’s bardic knowledge bonus.	Advanced Race Guide pg. 92	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Bloodrager	Add 1 foot to the bloodrager’s base speed. In combat, this has an effect only for every five increases in base speed. This bonus stacks with the bloodrager’s fast movement class feature, and applies under the same conditions as that feature.	Blood of the Beast pg. 4	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Cavalier	Add +1/4 to the cavalier’s banner bonus.	Advanced Race Guide pg. 92	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Druid	Add +1 hit points to the druid’s animal companion. If the druid ever replaces her animal companion, the new animal companion gains these bonus hit points.	Advanced Race Guide pg. 92	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Hunter	Gain 1/6 of a bonus teamwork feat.	Blood of the Beast pg. 4	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Inquisitor	Add 1/2 to the inquisitor’s track bonus.	Blood of the Beast pg. 4	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Investigator	Add 1 to the bonus provided to a single skill (maximum +2) by inspiration. This skill must be one the investigator can already apply inspiration to. The investigator can select a different skill each level.	Blood of the Beast pg. 4	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Medium	Add 1/3 to the result of any spirit surge die that the medium rolls.	Blood of the Beast pg. 4	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Monk	Add 1/2 to the monk’s damage rolls with claw attacks and claw bladesARG. A monk who selects this bonus at 1st level also treats claw bladesARG as a monk weapon. If he is an unchained monk, he can use his style strikes with unarmed strike or claw blade attacks.	Blood of the Beast pg. 4	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Oracle	Add one spell known from the oracle spell list. This spell must be at least one level below the highest spell level the oracle can cast.	Advanced Race Guide pg. 92	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Ranger	Choose a weapon from the following list: claws, kukri, longbow, longsword, short spear, or shortbow. Add +1/2 on critical hit confirmation rolls made while using that weapon (maximum bonus of +4). This bonus does not stack with Critical Focus.	Advanced Race Guide pg. 92	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Rogue	Add a +1/2 bonus on Bluff checks to feint and Sleight of Hands checks to pickpocket.	Advanced Race Guide pg. 92	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Shaman	Add 1/6 to the shaman’s class level for the purpose of determining the effects of one hex.	Blood of the Beast pg. 4	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Shifter	Add 1/5 to the damage dealt when using the shifter claws ability.	Wilderness Origins pg. 8	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Slayer	Add 1/3 to the result of any sneak attack damage that the slayer deals after all sneak attack damage dice have been totaled.	Blood of the Beast pg. 4	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Catfolk	Sorcerer	Select one bloodline power at 1st level that is normally usable a number of times equal to 3 + the sorcerer’s Charisma modifier. The sorcerer adds + 1/2 to the number of uses per day of that bloodline power.	Advanced Race Guide pg. 92	https://aonprd.com/RacesDisplay.aspx?ItemName=Catfolk
Changelings	Oracle	Add +1/2 to the oracle's level for the purpose of determining the effects of the oracle's curse ability.	Advanced Race Guide pg. 184	https://aonprd.com/RacesDisplay.aspx?ItemName=Changeling
Changelings	Rogue	The rogue gains 1/6 of a new rogue talent.	Advanced Race Guide pg. 184	https://aonprd.com/RacesDisplay.aspx?ItemName=Changeling
Changelings	Witch	Add one spell from the witch spell list to the witch's familiar. This spell must be at least one level below the highest spell level she can cast. If the witch ever replaces her familiar, the new familiar knows these bonus spells.	Advanced Race Guide pg. 184	https://aonprd.com/RacesDisplay.aspx?ItemName=Changeling
Dhampirs	Alchemist	Add +10 minutes to the duration of the alchemist's mutagens.	Advanced Race Guide pg. 98	https://aonprd.com/RacesDisplay.aspx?ItemName=Dhampir
Dhampirs	Cleric	Add +1 to the caster level of any channeling feat used to affect undead.	Advanced Race Guide pg. 98	https://aonprd.com/RacesDisplay.aspx?ItemName=Dhampir
Dhampirs	Fighter	Add a +2 bonus on rolls to stabilize when dying.	Advanced Race Guide pg. 98	https://aonprd.com/RacesDisplay.aspx?ItemName=Dhampir
Dhampirs	Inquisitor	Add a +1/2 bonus on Intimidate checks to demoralize humanoids.	Advanced Race Guide pg. 98	https://aonprd.com/RacesDisplay.aspx?ItemName=Dhampir
Dhampirs	Oracle	Add +1/2 point of negative energy damage to spells that deal negative energy damage.	Advanced Race Guide pg. 98	https://aonprd.com/RacesDisplay.aspx?ItemName=Dhampir
Dhampirs	Rogue	Add a +1/2 bonus on Stealth checks and Perception checks made in dim light or darkness.	Advanced Race Guide pg. 98	https://aonprd.com/RacesDisplay.aspx?ItemName=Dhampir
Dhampirs	Shifter	Add a +1 bonus on wild empathy checks to improve the attitude of bats, rats, and wolves.	Wilderness Origins pg. 8	https://aonprd.com/RacesDisplay.aspx?ItemName=Dhampir
Dhampirs	Wizard	Add +1/4 to the wizard's caster level when casting spells of the necromancy school.	Advanced Race Guide pg. 98	https://aonprd.com/RacesDisplay.aspx?ItemName=Dhampir
Drow	Alchemist	Add +10 minutes to the duration of the alchemist’s mutagens.	Advanced Race Guide pg. 103	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Antipaladin	The antipaladin adds +1/4 to the number of cruelties he can inflict.	Advanced Race Guide pg. 103	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Bard	Add +1/2 to Bluff and Disguise checks to appear as an elf or half-elf.	Blood of Shadows pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Bloodrager	Add a +1/2 bonus to concentration checks to cast or maintain spells when taking damage.	Blood of Shadows pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Cleric	Select one domain power granted at 1st level that is normally usable a number of times per day equal to 3 + the cleric’s Wisdom modifier. The cleric adds +1/2 to the number of uses per day of that domain power.	Advanced Race Guide pg. 103	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Druid	Add a +1 bonus to wild empathy checks to influence animals and magical beasts that live underground.	Blood of Shadows pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Fighter	Choose the disarm or reposition combat maneuver. Add +1/3 to the fighter’s CMB when attempting this maneuver (maximum bonus of +4).	Advanced Race Guide pg. 104	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Inquisitor	Gain 1/4 of a teamwork feat.	Blood of Shadows pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Paladin	Add a +1/2 sacred bonus to saving throws against spells of the shadow subschool or that have the darkness or shadowUM descriptor.	Blood of Shadows pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Psychic	Gain 1/6 of a phrenic amplification (or a major amplification if the psychic is at least 11th level).	Blood of Shadows pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Ranger	Add +1/3 to initiative checks in one of the ranger’s favored terrains.	Blood of Shadows pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Rogue	Add a +1/2 bonus on Bluff checks to feint and pass secret messages.	Advanced Race Guide pg. 104	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Shifter	Add a +1/2 bonus on Climb checks.	Wilderness Origins pg. 8	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Sorcerer	Add one spell known from the sorcerer spell list. This spell must have the curse, evil, or pain descriptor, and be at least one level below the highest spell level the sorcerer can cast.	Advanced Race Guide pg. 104	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Summoner	Add 1 hit point or 1 skill rank to the summoner’s eidolon.	Blood of Shadows pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Warpriest	Add 1/2 point to the amount of damage dealt or healed by the warpriest’s fervor ability.	Blood of Shadows pg. 15	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Drow	Wizard	Select one arcane school power at 1st level that is normally usable a number of times per day equal to 3 + the wizard’s Intelligence modifier. The wizard adds +1/2 to the number of uses per day of that arcane school power.	Advanced Race Guide pg. 104	https://aonprd.com/RacesDisplay.aspx?ItemName=Drow
Duergar	Cleric	Add a +1/2 bonus on checks made to craft magic items.	Advanced Race Guide pg. 186	https://aonprd.com/RacesDisplay.aspx?ItemName=Duergar
Duergar	Fighter	Add +1 to the fighter’s CMD when resisting a bull rush or trip attempt.	Advanced Race Guide pg. 186	https://aonprd.com/RacesDisplay.aspx?ItemName=Duergar
Duergar	Inquisitor	Add +1/6 to the number of times per day the inquisitor can use the judgment class feature.	Advanced Race Guide pg. 186	https://aonprd.com/RacesDisplay.aspx?ItemName=Duergar
Duergar	Kineticist	Add 1/5 of an Extra Wild Talent feat that must be spent on an earth element wild talent.	Darklands Revisited pg. 13	https://aonprd.com/RacesDisplay.aspx?ItemName=Duergar
Duergar	Psychic	The psychic treats her Wisdom bonus as 1/3 point higher for the purpose of determining the number of uses or rounds per day of her discipline powers.	Darklands Revisited pg. 13	https://aonprd.com/RacesDisplay.aspx?ItemName=Duergar
Duskwalkers	Antipaladin	Add 1/2 points of damage to the antipaladin’s touch of corruption ability (whether using it to heal or harm).	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Arcanist	Add 1/4 to the arcanist’s caster level when casting spells of the necromancy school.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Bard	Add 1/2 to the bard’s bardic Knowledge bonus.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Cleric	Add 1/2 point of damage when using positive energy against undead.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Fighter	Add 2 to the fighter’s Constitution score for the purpose of determining death from negative hit points.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Investigator	Add a +1/3 bonus on inspiration rolls applied to Heal, Knowledge and Linguistics checks.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Kineticist	Increase the capacity of the kineticist’s internal buffer by 1/6 point.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Monk	Add 1/4 point to the monk’s ki pool.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Paladin	Add 1/2 point to hit points restored by the paladin’s lay on hands ability (whether using it to heal or harm).	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Ranger	Add 1/5 to the ranger’s favored enemy bonus against undead. The ranger must have favored enemy (undead) to select this option.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Rogue	The rogue gains 1/6 of a new rogue talent.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Skald	Add 1/2 to the skald’s bardic Knowledge bonus.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Spiritualist	Add 1 foot to the spiritualist’s phantom’s base speed. In combat, this option has no effect unless the spiritualist has selected it 5 times (or another increment of 5).	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Vigilante	Add 1/4 to the penalty inflicted by startling appearance, and a +1/2 bonus on the Intimidate check for frightening appearance.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Witch	Add 1/4 to the witch’s caster level when casting spells of the necromancy school.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Duskwalkers	Wizard	Add 1/4 to the wizard’s caster level when casting spells of the necromancy school.	Plane-Hopper's Handbook pg. 17	https://aonprd.com/RacesDisplay.aspx?ItemName=Duskwalker
Fetchlings	Alchemist	Add +1 to Craft (alchemy) checks to craft poison and +1/4 to the DCs of poisons the alchemist creates.	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Arcanist	When the arcanist casts an illusion (shadow) spell that deals a percentage of its damage or effect against nonbelievers, increase this amount by 2% (to a maximum of 100%).	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Barbarian	Add +1 to either cold or electricity resistance while raging (maximum resistance 15 for either type).	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Bard	Add a +1 bonus on Disguise checks when using disguise self.	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Cleric	Add 1/2 point to negative energy damage dealt by channeling energy and inflict wounds spells.	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Druid	The druid’s animal companion gains resistance 1 against either cold or electricity. Each time the druid selects this reward, he increases his animal companion’s resistance to one of those energy types by 1 (maximum 10 for any one energy type). If the druid ever replaces his animal companion, the new animal companion gains these resistances.	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Fighter	Choose a slashing melee weapon. Add +1/2 to critical hit confirmation rolls made while using that weapon (maximum bonus of +4). This bonus does not stack with Critical Focus.	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Gunslinger	Add 1/4 point to the gunslinger’s grit.	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Hunter	The hunter’s animal companion gains DR 1/magic. Each additional time the hunter selects this benefit, the DR increases by +1/2 (maximum DR 10/magic). If the hunter ever replaces his animal companion, the new animal companion gains this DR.	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Inquisitor	Add a +1 bonus on Knowledge (planes) checks made to identify creatures.	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Magus	Add 1/4 point to the magus’s arcane pool.	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Monk	Add a +1/2 bonus on Escape Artist and Stealth checks attempted while in dim light or darkness.	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Oracle	Treat the oracle’s level as +1/3 higher for the purposes of determining which of its racial spell-like abilities it can use.	Advanced Race Guide pg. 109	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Paladin	Add +1/4 to the morale bonus the paladin grants on allies’ saving throws against fear effects.	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Ranger	Add a +1/2 bonus on Perception and Survival checks made on the Plane of Shadow.	Advanced Race Guide pg. 109	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Rogue	Add a +1/2 bonus on Stealth and Sleight of Hand checks made while in dim light or darkness.	Advanced Race Guide pg. 109	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Slayer	Add a +1/4 dodge bonus to Armor Class against the slayer’s studied target.	Blood of Shadows pg. 7	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
Fetchlings	Sorcerer	Add +1/2 to either cold or electricity resistance (maximum resistance 10 for either type).	Advanced Race Guide pg. 109	https://aonprd.com/RacesDisplay.aspx?ItemName=Fetchling
