class	option_type	name	subtype	group	source	description	url
Rogue	Rogue Talent	Knockout Queen	Ex	Other Talents	Adventurer's Guide pg. 53	Sabriune has passed on the secret of swiftly manufacturing drow poison. Once per day, the rogue can create 1 or more doses of drow poison by spending 25 gp per dose; this process takes 30 minutes of work, regardless of the number of doses she creates. She can create no more than 1 dose for every 3 rogue levels she has (minimum 1 dose). Creating drow poison in this way does not require a skill check, but the created poison spoils if not used within 24 hours. (This spoilage means that selling doses of this poison for a profit to unsuspecting merchants might well result in unwanted repercussions and reprisals!)	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Last Ditch Effort		Other Talents	People of the Sands pg. 19	Once per day, a rogue with this ability who accidentally activates a trap while attempting to disarm it may immediately attempt another Disable Device check to disarm it, albeit at a –5 penalty. The result of the second check is taken even if the result is lower.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Lasting Poison	Ex	Other Talents	Advanced Player's Guide pg. 1	A rogue with this talent can apply poison to a weapon in such a way that it is effective for two successful attacks instead of one. The poison has a reduced effect, however, and saves made against the poison receive a +2 circumstance bonus. Applying poison in this way requires a full-round action, or a standard action if the rogue has the swift poison talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Ledge Walker	Ex	Other Talents	PRPG Core Rulebook pg. 68	This ability allows a rogue to move along narrow surfaces at full speed using the Acrobatics skill without penalty. In addition, a rogue with this talent is not flat-footed when using Acrobatics to move along narrow surfaces.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Lingering Poison	Ex	Other Talents	Potions and Poisons pg. 13	A rogue with this talent can have a poison remain inert until a later time. When she delivers a contact or injury poison, instead of the poison’s normal onset time, the rogue can delay the poison’s effects until up to 1 day from when it is delivered (minimum 1 round). The delayed poison can be detected as normal by spells such as detect poison and similar abilities.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Major Magic	Sp	Other Talents	PRPG Core Rulebook pg. 68	A rogue with this talent gains the ability to cast a 1st-level spell from the sorcerer/wizard spell list two times a day as a spell-like ability. The caster level for this ability is equal to the rogue's level. The save DC for this spell is 11 + the rogue's Intelligence modifier. The rogue must have an Intelligence of at least 11 to select this talent. A rogue must have the minor magic rogue talent before choosing this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Maneuvering Dodge	Ex	Other Talents	Inner Sea Intrigue pg. 32	Whenever a foe of the rogue’s size or larger misses the rogue with a melee attack, the rogue gains a +2 bonus on any Acrobatics, Climb, Fly, and Swim checks she attempts for 1 round. At 8th level, this bonus increases to +4.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Mien of Despair	Su	Other Talents	Blood of Shadows pg. 8	When a rogue with this talent successfully demoralizes an opponent using the Intimidate skill or performs a successful feint against an opponent, the opponent loses any morale bonuses and cannot benefit from any morale bonuses for 1d4+1 rounds.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Minor Magic	Sp	Other Talents	PRPG Core Rulebook pg. 68	A rogue with this talent gains the ability to cast a 0-level spell from the sorcerer/wizard spell list. This spell can be cast three times a day as a spell-like ability. The caster level for this ability is equal to the rogue's level. The save DC for this spell is 10 + the rogue's Intelligence modifier. The rogue must have an Intelligence of at least 10 to select this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Nimble Climber	Ex	Other Talents	Advanced Race Guide pg. 1	, Advanced Player's Guide pg. 1): (Catfolk Only) A catfolk rogue with this talent gains a +4 bonus on Climb checks. If she has the climber racial trait, she can take 10 on her Climb checks even when in immediate danger or distracted.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Ninja Trick	Ex	Other Talents	Ultimate Combat pg. 70	A rogue with this talent can choose a trick from the ninja trick list. The rogue can choose but cannot use talents that require ki points, unless she has a ki pool. A rogue can pick this talent more than once. The rogue cannot choose a ninja trick with the same name as a rogue talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Obfuscate Story	Ex	Other Talents	Advanced Race Guide pg. 1	While another individual attempts to give an account of an event, the rogue makes an opposed Diplomacy check to deftly interject comments or statements over the course of the storytelling that cause the individual to muddle his ability to recall accurate or specific details. If the rogue succeeds, her target remains unaware that the rogue’s interjections caused the confusion. However, if she fails, the target is allowed a Sense Motive check (DC equal to the rogue’s failed Diplomacy check) to figure out that she made deliberate attempts to confuse the story.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Occult Dungeoneer	Su	Other Talents	Magic Tactics Toolbox pg. 7	Street thieves in Absalom expect wares to be securely locked, and sometimes it takes high-quality tools and magic training to ensure there’s a meal at the end of the day. A rogue with this ability can use spell-trigger and spell-completion items as if the following spells were on a spell list to which he has access: detect secret doors, detect traps, knock, locate object, and obscure object. If the spell-trigger device allows a wielder to apply his own caster level (such as with a staff ), the rogue may use his class level as his caster level. The rogue may also use knock as a supernatural ability once per day, using his rogue level as his caster level.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	One of Those Faces	Sp	Other Talents	Spymaster's Handbook pg. 21	Each day, you can use disguise self as a spell-like ability for up to 10 minutes per character level. This duration need not be continuous, but it must be used in 10-minute increments. Additionally, once you have used this ability, whenever you use it for the next 24 hours you must take the same alternate appearance.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Papercraft Tools	Ex	Other Talents	The Harrow Handbook pg. 21	Traditional thieves’ tools might be suspicious, but no guard looks twice at a common deck of cards. So long has the rogue has access to a deck of cards, she can destroy one card to attempt a single Disable Device check as if she had a set of thieves tools. If she uses a harrow card for this purpose, she can treat the card as a set of masterwork thieves’ tools (granting her a +2 circumstance bonus on the Disable Device check), though the card is still destroyed after use.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Peerless Maneuver	Ex	Other Talents	Advanced Player's Guide pg. 1	Once per day, a rogue with this talent can roll two dice while making an Acrobatics check, and take the better result. She must choose to use this talent before making the Acrobatics check. A rogue can use this ability one additional time per day for every 5 rogue levels she possesses.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Philologist		Other Talents	People of the Sands pg. 19	A rogue with this talent can reroll any Linguistics skill check made to decipher writing in an unfamiliar language, and never risks drawing a false conclusion from a failed Wisdom check after a failed Linguistics check. A rogue with this talent is allowed only one reroll per inscription, message, or text encountered.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Poison Use	Ex	Other Talents	Blood of Shadows pg. 8	The rogue is trained in the use of poison, and can’t accidentally poison herself when applying poison to a weapon.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Positioning Attack	Ex	Other Talents	Advanced Player's Guide pg. 1	Once per day, when a rogue with this talent hits a creature with a melee attack, she can move up to 30 feet without provoking attacks of opportunity. The movement must end in a space adjacent to the creature hit with the melee attack.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Quick Disable	Ex	Other Talents	PRPG Core Rulebook pg. 68	It takes a rogue with this ability half the normal amount of time to disable a trap using the Disable Device skill (minimum 1 round).	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Quick Disguise	Ex	Other Talents	Advanced Player's Guide pg. 1	A rogue with this talent can use the items at hand and seemingly innocuous material hidden on her person to create startlingly effective disguises, reducing the amount of time it takes to create a disguise using the Disguise skill.<br>The time needed for the rogue to alter her appearance in this manner is based on the complexity of the disguise, as noted on the following table. The times are cumulative, so if a female rogue wants to disguise herself as a male of a different race, that takes 2 minutes.<br>Disguise Time<br>Minor details only 1 full-round action<br>Disguise as a different gender 1 minute<br>Disguise as a different race 1 minute<br>Disguise as a different age category 1 minute<br>Disguise as a different size category 1 minute	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Quick Scrounge		Other Talents	Blood of the Moon pg. 19	The rogue can search a creature, object, or area in half as much time as normal. If her Perception check would normally require a full-round action or less, it becomes one step shorter along the following progression: full-round action, standard action, move action, swift action, immediate action. This talent has no effect on Perception checks that are attempted as free actions or Perception checks that don’t require an action.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Quick Trapsmith	Ex	Other Talents	Advanced Player's Guide pg. 1	As a full-round action, a rogue with this talent can set a simple trap with a CR no greater than 1/2 her rogue level. To do this, she must purchase the components, spend the required time constructing the trap in advance, and have its components at hand. The type of trap that can be constructed in this way is subject to GM discretion.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Rapid Boost	Ex	Other Talents	The Harrow Handbook pg. 21	Once per day, the rogue can roll two dice while attempting a Sleight of Hand check and take the better result. She must choose to use this talent before attempting the Sleight of Hand check. A rogue can use this ability one additional time per day for every 5 rogue levels she has.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Rapid Perception	Su	Other Talents	Magic Tactics Toolbox pg. 27	A rogue with this talent can attempt a Perception check to intentionally search for a specific item or creature as a swift action instead of a move action. If she is intentionally searching for an invisible creature, the creature’s bonus on its Stealth check from its invisibility is halved. An investigator can select this rogue talent in place of an investigator talent. She must have the expanded inspirationACG investigator talent before selecting this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Resiliency	Ex	Other Talents	PRPG Core Rulebook pg. 68	Once per day, a rogue with this ability can gain a number of temporary hit points equal to the rogue's level. Activating this ability is an immediate action that can only be performed when she is brought to below 0 hit points. This ability can be used to prevent her from dying. These temporary hit points last for 1 minute. If the rogue's hit points drop below 0 due to the loss of these temporary hit points, she falls unconscious and is dying as normal.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Riding Stunt	Ex	Other Talents	Inner Sea Combat pg. 16	A rogue with this talent takes only a –2 penalty on Ride checks when riding a mount bareback instead of the normal –5 penalty. When using the Ride skill to make a mount leap, a rogue with this talent can use her Ride modifier or her mount’s jump modifier, whichever is higher, instead of using the lower of the two. A rogue with this talent gains a +5 competence bonus when using the Ride skill to soften a fall from her mount or to perform a fast mount or dismount. Finally, a rogue with this talent can attempt a DC 15 Ride check to recover from a position of cover as a free action instead of as a move action. Failing this check results in the recovery requiring a move action as normal. A rogue must be trained in Ride to select this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Rogue Crawl	Ex	Other Talents	PRPG Core Rulebook pg. 68	While prone, a rogue with this ability can move at half speed. This movement provokes attacks of opportunity as normal. A rogue with this talent can take a 5-foot step while crawling.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Rope Master	Ex	Other Talents	Ultimate Combat pg. 1	A rogue with this ability can move at her normal speed when using rope on a Climb check, can take 10 when using Acrobatics to move over narrow surfaces even when in danger or distracted, and gains a +4 bonus when determining the DC to escape bonds when she ties up a creature.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Sacrifice Self	Ex	Other Talents	Champions of Purity pg. 25	A rogue who makes a successful Reflex<br>save against an area effect can ignore the benefits of<br>her evasion ability to shield an adjacent ally against the<br>effect, essentially halving the damage that ally would<br>normally take. A rogue with improved evasion can attempt<br>a secondary save against her ally’s damage. If the save is<br>successful, neither she nor her ally takes any damage. A<br>rogue must have evasion in order to select this talent,<br>and she must have improved evasion to benefit from the<br>secondary effect.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Scavenger		Other Talents	Blood of the Moon pg. 19	A rogue with this talent can pick up and stow an object as a swift action instead of two separate move actions. She gains a +2 bonus on Sleight of Hand checks to pick the pockets of creatures that are stunned or disabled.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Scry Slip	Su	Other Talents	Magic Tactics Toolbox pg. 27	Whenever a rogue with this talent is targeted by a scrying effect that allows a Will save, the caster of the divination must succeed at a caster level check (DC = 15 + the rogue’s class level). This talent wards the rogue and any objects she is holding or carrying. An investigator can select this talent in place of an investigator talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Scrying Familiarity	Ex	Other Talents	Spymaster's Handbook pg. 23	You are well acquainted with scrying sensors. You can roll twice and take the better result on saving throws against divination (scrying) spells and effects, on Perception checks to notice scrying sensors, and on caster level checks to overcome spell resistance when you use a scrying spell or effect. If you notice a magical sensor, you can attempt a Stealth check opposed by the caster’s caster level check to avoid being detected by the sensor.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Sczarni Smuggler	Ex	Other Talents	Inner Sea Intrigue pg. 32	The rogue has picked up Sczarni tricks for making masterful forgeries and using bribery to evade trade rules. The rogue needs to learn only the approximate appearance of a document that doesn’t require a particular person’s signature to accurately forge the document with Linguistics (gaining a +8 bonus on the check to create the forgery, as if she had seen a similar document before). The rogue needs only a small sample of a person’s handwriting to make a convincing forgery of great length in that person’s handwriting. The rogue can always take 10 on Diplomacy checks to offer bribes. In addition, the rogue automatically gains an extra advantage at the start of a pursuit (Ultimate Intrigue 142) in an urban environment.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Set-Up	Ex	Other Talents	Cohorts and Companions pg. 27	When you successfully hit a target with a sneak attack in melee, you can choose to forgo your additional sneak attack damage to make the target more vulnerable to one of your allies adjacent to it. The first melee attack that ally makes against the target before the beginning of your next turn treats the target as flanked, even if your ally is not flanking the target. This has no effect on creatures you could not flank with that ally, even if the ally was properly positioned.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Shades of Gray	Ex	Other Talents	Ultimate Intrigue pg. 44	A rogue with this talent uses mental and emotional tricks to protect herself from attempts to discern her alignment. This offers her the benefits of undetectable alignment whenever she chooses, though she must be conscious to maintain the effect.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Shadow Duplicate	Sp	Other Talents	Blood of Shadows pg. 8	Once per day as an immediate action when the rogue is hit, the rogue can create a single shadow duplicate of herself, as per mirror image. The GM randomly determines whether the attack hit the rogue or the shadow duplicate. The shadow duplicate lasts for a number of rounds equal to the rogue’s level, or until the shadow duplicate is dispelled or destroyed. This ability does not stack with the mirror image spell. The caster level for this ability is equal to the rogue’s level. A rogue can use this ability one additional time per day for every 5 rogue levels she has.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Shove Aside	Ex	Other Talents	Cohorts and Companions pg. 27	When you and an adjacent ally are both in the area of an attack that requires a saving throw, you can take a –4 penalty on your saving throw to grant your ally a +4 bonus on his saving throw. You lose the evasion ability against this attack. If you have improved evasion, it is reduced to evasion for this attack instead. A rogue must have evasion to select this rogue talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Signature Poison	Ex	Other Talents	Potions and Poisons pg. 13	A rogue with this talent chooses one poison (such as bloodroot or oil of taggit) as her signature poison. When she uses the chosen poison, the poison’s saving throw DC increases by +2. A rogue can take this talent multiple times, each time applying it to a new poison.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Single-Minded Appraiser	Ex	Other Talents	Advanced Race Guide pg. 1	(Catfolk Only) A catfolk rogue with this talent is skilled at determining the value of sparkly things. She can always take 10 when appraising gems and jewelry.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Sleight of Hand Stunt	Ex	Other Talents	Inner Sea Combat pg. 16	In place of an attack of opportunity, a rogue with this talent can attempt a Sleight of Hand check against the CMD of an opponent that provokes an attack of opportunity by firing a projectile weapon while threatened. If successful, the rogue plucks the ammunition from the provoking weapon, negating the attack. The rogue may use this ability as many times in a round as she could make attacks of opportunity. At the GM’s discretion, certain projectile weapons may not be susceptible to this ability, such as siege engines or firearms. A rogue must be trained in Sleight of Hand to select this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Snap Shot	Ex	Other Talents	Advanced Player's Guide pg. 1	A rogue with this talent may treat her intitiative roll as a 20 for a surprise round, regardless of her initiative, but she may only take an attack action with a ranged weapon. Her normal initiative roll is used in subsequent rounds. If two or more rogues possess this talent, their initiative determines the order in which they act, but they all go before any other creature. If a rogue is prevented from acting in the surprise round, this talent has no effect.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Sneak Training	Ex	Other Talents	Pathfinder #130: City in the Lion's Eye pg. 76	The rogue counts as having the sneak attack class feature of a rogue of her level for the purpose of meeting prestige class requirements, although this talent doesn’t improve the rogue’s existing sneak attack ability or grant her the sneak attack class feature if she doesn’t already have it. This talent is most useful for rogues that lack the sneak attack class feature, such as those with the phantom thief archetype.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Sniper’s Eye	Ex	Other Talents	Advanced Player's Guide pg. 1	A rogue with this talent can apply her sneak attack damage on ranged attacks targeting foes within 30 feet that benefit from concealment. Foes with total concealment are still immune.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Spell Storing	Su	Other Talents	Magic Tactics Toolbox pg. 7	The rogue can store within himself a single targeted harmless spell of up to 2nd level. The spell must have a casting time of 1 standard action. Anytime a spell that meets these conditions is cast on the rogue, and he does not already have a spell stored, he can choose to store it rather than have it take effect immediately. Anytime afterward, as a standard action, the rogue can have the spell take effect (acting in all ways as if it had just been cast on him). A rogue must have 1 rank of Use Magic Device to select this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Stand Up	Ex	Other Talents	PRPG Core Rulebook pg. 68	A rogue with this ability can stand up from a prone position as a free action. This still provokes attacks of opportunity for standing up while threatened by a foe.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Steal the Story	Ex	Other Talents	Advanced Race Guide pg. 1	After muddling another’s account using obfuscate story, the rogue may make another opposed Diplomacy check to alter the details further in order to discredit, insult, or humiliate the target. If the check succeeds, the target takes a penalty on Diplomacy and Intimidate checks against anyone who heard the altered story. This penalty is equal to the rogue’s Intelligence, Wisdom, or Charisma bonus (whichever is highest), and lasts until the target is able to repair his reputation or discredit the rogue. The rogue must have the obfuscate story talent to select this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Stealth Stunt	Ex	Other Talents	Inner Sea Combat pg. 16	When benefiting from concealment, a rogue with this talent can forgo an attack of opportunity to attempt a Stealth check against the provoking opponent’s CMD. Success allows the rogue to treat her opponent as flat-footed against the rogue’s first melee attack before the end of her next turn. Using this ability does not count against the rogue’s available attacks of opportunity for the round. A rogue must be trained in Stealth to select this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Strong Impression		Other Talents	Advanced Player's Guide pg. 1	A rogue who selects this talent gains Intimidating Prowess as a bonus feat.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Strong Stroke	Ex	Other Talents	Ultimate Combat pg. 1	A rogue with this talent rolls twice when making Swim checks and takes the better result. If she already rolls twice while making a Swim check because of another ability or effect, she gains a +2 insight bonus on both of those rolls instead. If the rogue is under the effect of a spell or ability that forces her to roll two dice and take the worse result, she only needs to roll 1d20 while making Swim checks.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Superior Sniper		Other Talents	Magic Tactics Toolbox pg. 27	A rogue who selects this talent gains Expert Sniper (Dirty Tactics Toolbox 10) as a bonus feat. If she already has this feat, she can instead select any feat that lists Expert Sniper as a prerequisite, as long as she meets the feat’s prerequisites.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Suppress Poison	Ex	Other Talents	Potions and Poisons pg. 13	A rogue with this talent can stave off the effects of a poison. As an immediate action when she fails a saving throw against a poison, the rogue can attempt the saving throw a second time. If she succeeds at this second saving throw, the poison does not affect her for a number of rounds equal to her Constitution modifier (minimum 1 round), but this time it counts against the poison’s duration. This talent has no effect on poisons with an onset longer than immediate.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Surprise Attack	Ex	Other Talents	PRPG Core Rulebook pg. 69	During the surprise round, opponents are always considered flat-footed to a rogue with this ability, even if they have already acted.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Survivalist		Other Talents	Advanced Player's Guide pg. 1	A rogue with this talent adds Heal and Survival to her list of class skills.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Swift Poison	Ex	Other Talents	Advanced Player's Guide pg. 1	A rogue with this talent can apply poison to a weapon as a move action, instead of a standard action.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Swift Tracker	Ex	Other Talents	Heroes of the Wild pg. 21	While following tracks, the rogue can move at her normal speed without penalty while using the Survival skill. In addition, the penalty for moving at up to twice her normal speed while following tracks is reduced to –10.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Swimming Stunt	Ex	Other Talents	Inner Sea Combat pg. 16	Once per round, when making an attack against an opponent underwater that qualifies for sneak attack damage, a rogue with this talent can attempt a Swim check as a free action against her opponent’s CMD. If the attack and Swim check are both successful, and the attack deals sneak attack damage, the rogue can choose to forgo one or more of her sneak attack dice to reduce the number of total rounds her opponent can hold its breath by 1 round per die. A rogue must be trained in Swim to select this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Terrain Mastery	Ex	Other Talents	Ultimate Combat pg. 1	A rogue with this talent gains a favored terrain as the ranger ability of the same name, though the favored terrain ability does not increase with her level as the ranger’s ability does. A rogue can take this ability multiple times.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	The Whole Time	Su	Other Talents	Magic Tactics Toolbox pg. 7	Mercenaries in the employ of the Aspis Consortium often use wands of invisibility to attack protected targets, then blend into the crowd to escape or disguise the source of the next attack. A rogue with this ability is practiced at attacking from magical concealment. He can use spell-trigger and spellcompletion items as if the following spells were on a spell list to which he has access: greater invisibility, invisibility, and vanishAPG.<br>Additionally, if the rogue becomes visible as a result of a weapon or spell attack, he can sheathe his weapon as a free action and instantly adopt a neutral posture. With a successful Bluff or Disguise check (opposed by witnesses’ Sense Motive or Perception checks, whichever is higher), there is no obvious sign that the rogue is the source of the attack (though a lack of any other reasonable candidate can still lead observers to draw the correct conclusion).	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Thrill of the Chase	Ex	Other Talents	Inner Sea Intrigue pg. 32	The rogue revels in the thrill and adrenaline rush of a challenging chase. When engaged in a chase (Pathfinder RPG GameMastery Guide 232) or pursuit (Ultimate Intrigue 142), the rogue gains one d20 reroll which she can use at any time after the original roll is made but before the results of the roll are revealed; she must take the second result, even if it is lower. She can use this reroll once per chase or once per day during a pursuit. Additionally, she gains Run as a bonus feat.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Toxic Regurgitation	Ex	Other Talents	Potions and Poisons pg. 13	A rogue with this talent can drink a noninhaled poison as a standard action and suspend it within her body. She is not affected by the poison while it is suspended within her, and she doesn’t need to attempt saving throws against it. She can suspend a poison within herself in this way for a number of hours equal to her Constitution modifier (minimum 1), after which she must immediately expel the poison or be affected by it as normal. At any time while the poison is suspended within her, the rogue can spit up the poison as a ranged touch attack at any creature within 10 feet. This does not provoke attacks of opportunity. On a successful hit, the struck creature is exposed to the poison as if it were a contact poison. The rogue can maintain only a single suspended poison at a time. If she suspends a new poison, any older suspended poison immediately affects her as normal.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Trap Spotter	Ex	Other Talents	PRPG Core Rulebook pg. 69	Whenever a rogue with this talent comes within 10 feet of a trap, she receives an immediate Perception skill check to notice the trap. This check should be made in secret by the GM.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Umbral Gear	Su	Other Talents	Blood of Shadows pg. 8	As a standard action while in an area of dim light or darkness, a rogue with this talent can coalesce wisps of shadow into a quasi-real, functional item. The rogue must choose whether to make a crowbar, 50 feet of silk rope, a glass cutterUE, a light melee weapon with which she is proficient, a reversible cloakUE, thieves’ tools, or a wire sawUE; the GM may allow other similar items. The rogue can use such items for a number of minutes per day equal to 10 plus her rogue level. This duration does not need to be consecutive, but it must be used in 1-minute increments.<br>An item created with this ability remains until the rogue is no longer touching it, or until the rogue runs out of duration for this talent, at which time it dissolves. A rogue can select this talent more than once, gaining an additional 10 minutes of duration each time this talent is selected. If a rogue has selected this talent at least twice, she adds 50 feet of silk rope with a grappling hook, a masterwork light melee weapon with which she is proficient, and masterwork thieves’ tools to the list of things she can create.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Unbalancing Trick	Ex	Other Talents	Elemental Master's Handbook pg. 9	The rogue gains Improved Trip as a bonus feat, even if she does not meet the prerequisites. At 6th level, she is treated as if she meets all the prerequisites of Greater Trip (although she must take the feat as normal to gain its benefits).	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Underhanded Trick		Other Talents	Blood of Shadows pg. 8	A rogue who selects this talent gains Improved Dirty TrickAPG as a bonus feat, even if she does not meet the prerequisites. At 6th level, she is treated as if she meets all the prerequisites for Greater Dirty TrickAPG (although she must take the feat as normal). If she succeeds in giving her target the blinded condition, the target cannot remove the condition during the first round of blindness.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Vicious Claws	Ex	Other Talents	Advanced Race Guide pg. 1	(Catfolk Only) A catfolk with this talent uses d8s to roll sneak attack damage instead of d6s, but only when she uses her claws to make the sneak attack. A catfolk rogue must have the cat’s claws racial trait before taking this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Wall Scramble	Ex	Other Talents	Ultimate Combat pg. 1	A rogue with this talent rolls twice when making Climb checks and takes the better of the two rolls. If she already rolls twice while making a Climb check because of another ability or effect, she gains a +2 insight bonus on both of those rolls instead. If the rogue is under the effect of a spell or ability that forces her to roll two dice and take the worse result, she only needs to roll 1d20 while making Climb checks.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Weapon Training		Other Talents	PRPG Core Rulebook pg. 69	A rogue that selects this talent gains Weapon Focus as a bonus feat.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Wild Magic	Sp	Other Talents	Heroes of the Wild pg. 21	A rogue with this talent gains the ability to cast a 0-level spell from the druid spell list. This spell can be cast three times per day as a spell-like ability. The caster level for this ability is equal to the rogue’s level. The save DC for this spell is 10 + the rogue’s Wisdom modifier. The rogue must have a Wisdom score of at least 10 to select this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Without a Trace	Ex	Other Talents	Ranged Tactics Toolbox pg. 7	When the rogue successfully uses evasion or improved evasion to avoid taking damage, she can attempt to hide as an immediate action. The rogue attempts a Stealth check with a –20 penalty, but gains a +1 bonus on her check for every die of damage the avoided attack would have dealt. The rogue can attempt this check even while being observed, as long as she has cover or concealment or an ability that allows her to use the Stealth skill while being observed without cover or concealment.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Confounding Blades	Ex	Sneak Attack Talents	Ultimate Combat pg. 1	When a rogue with this talent hits a creature with a melee weapon that deals sneak attack damage, her target cannot make attacks of opportunity for 1d4+1 rounds. The rogue must have the slow reactions rogue talent before she can choose this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Crippling Strike	Ex	Sneak Attack Talents	PRPG Core Rulebook pg. 69	A rogue with this ability can sneak attack opponents with such precision that her blows weaken and hamper them. An opponent damaged by one of her sneak attacks also takes 2 points of Strength damage.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Deadly Sneak	Ex	Sneak Attack Talents	Advanced Player's Guide pg. 1	Whenever a rogue with this talent uses the powerful sneak rogue talent, she treats all 1s and 2s on the sneak attack damage dice as 3s. A rogue must have the powerful sneak rogue talent before choosing this talent.	https://aonprd.com/RogueTalents.aspx
Rogue	Rogue Talent	Dispelling Attack	Su	Sneak Attack Talents	PRPG Core Rulebook pg. 70	Opponents that are dealt sneak attack damage by a rogue with this ability are affected by a targeted dispel magic, targeting the lowest-level spell effect active on the target. The caster level for this ability is equal to the rogue's level. A rogue must have the major magic rogue talent before choosing dispelling attack.	https://aonprd.com/RogueTalents.aspx
