sphere_name	talent_name	talent_category	subcategory	source	tags	prerequisites	base_cost	description	augments
Lancer	Bracing Pierce	Base Talent	Lancer Talents					Whenever you ready an action to intercept a charge, you can also impale the charging creature without taking a -2 on the attack roll; readying an action in this fashion does not alter your place in the initiative order. Once per round while you have an action readied in this fashion, you may move up to half your base speed as a free action even when it is not your turn; if this movement would place you in the path of a charging creature, you can make your readied attack against them. At +10 base attack bonus, if a creature provokes an attack of opportunity from you due to moving towards you, they are treated as a charging creature for the purpose of triggering your readied action.	
Lancer	Defensive Leverage (stance)	Base Talent	Lancer Talents	[Youxia HB]				While in this stance, as long as you are impaling an adjacent creature and controlling the weapon used to impale them, you gain a 20% miss chance against all attack rolls made against you. If this talent causes an attack made against you to miss, you may spend an attack of opportunity to redirect the attack against an adjacent creature you are currently impaling this way as a free action that can be taken even outside of your turn.	
Lancer	Double Impale	Base Talent	Lancer Talents				expend martial focus	If you successfully impale a creature with a weapon wielded with two hands, you can expend your martial focus to make an additional attack roll against a creature adjacent to that creature with the same penalty. If this attack is successful, that creature takes damage and is also impaled. While they are impaled, both creatures are forced to act on the same initiative count (whichever is lower between the two) until they are no longer impaled, and both can only move if both agree to move using both of their move actions, using the slower of their speeds to determine movement between the two using a movement type both share. The creature who was impaled first cannot remove the weapon impaling them as long as it is still impaling the creature who was impaled second, but both can make a combat maneuver check to remove it, gaining a +2 circumstance bonus on this check. The creature who was impaled second can choose to attempt to free only themselves from the impaling weapon.	
Lancer	Focusing Finale	Base Talent	Lancer Talents					Whenever you remove your weapon from an impaled creature, you may regain your martial focus.	
Lancer	Lancealot	Base Talent	Lancer Talents	[Jester's HB]				When an impaled creature loses the impaled condition and suffers bleed damage, they treat the weapon’s damage dice as though it were 1 size category larger. At +10 base attack bonus, this increases to 2 size categories larger.	
Lancer	Opportune Impalement	Base Talent	Lancer Talents				expend martial focus	Whenever you make an attack of opportunity against a foe, you can expend your martial focus to attempt to impale them with the attack, taking no penalty on your attack to do so.	
Lancer	Pincushion Punishment	Base Talent	Lancer Talents					You can make a impale attempt against a creature who is currently impaled; if you do so, they take a -1 penalty to attack rolls and armor class for each weapon currently impaling them. As long as no other creatures are holding any weapons currently impaling the creature, you may choose to remove all weapons currently impaling it as an attack action by making a single combat maneuver check against the creature’s CMD, dealing damage equal to the weapon’s base damage die for each weapon removed with this talent. If you do not have enough hands to carry all of these weapons you may choose which ones to hold, with any remaining weapons falling to your feet.	
Lancer	Pinning Impale	Base Talent	Lancer Talents					Whenever you use the charge action, you can impale the target of your charge on a successful attack. If the creature is adjacent to a wall or other such structure, or they are within your melee reach of one, you can pin them to the wall with your weapon. Releasing the weapon does not end the impalement against the creature, forcing the creature to make a combat maneuver check against your CMD to release themselves. You may select this talent up to twice; if you select this talent a second time, you can instead pin a creature to the ground with this talent.<br>Author's Note: If you could make multiple attacks as part of a charge attack, only the first attack may be an impale (regardless of whether it is successful or not). An impale made this way is not treated as an attack action unless you could perform an attack action at the end of a charge normally.	
Lancer	Ranged Impale	Base Talent	Lancer Talents					You may attempt to impale a creature with a thrown weapon, although doing so does not cause the impaled creature to move to a square adjacent to you. If you possess the Pinning Impale talent, you may use it with this talent. Ammunition and other weapons which would be destroyed upon successfully hitting a creature may not be used with this talent.	
Lancer	Terrifying Pierce	Base Talent	Lancer Talents					Whenever you successfully impale a creature, you can make an Intimidate check against that creature to demoralize them as an immediate action. At +10 base attack bonus, a creature who is demoralized by this talent is instead frightened for the duration of the demoralization.	
Lancer	Whirlwind Knockdown	Base Talent	Lancer Talents					As an attack action, you can attempt a single trip combat maneuver check against all creatures you threaten, tripping each creature whose CMD you successfully overcome. For each creature you target with this talent, you take a -1 penalty to your combat maneuver check. At +10 base attack bonus, all creatures knocked prone by this talent take damage equal to your base attack bonus.	
Lancer	Bloody Rip (impale)	Base Talent	Impale Talents					Whenever you make an attack using the attack action against a creature using the weapon currently impaling them, you may remove the impaling weapon as a swift action, dealing damage as appropriate and causing them to retain all penalties for being impaled (except for being unable to move) until the end of their next turn.	
Lancer	Cruel Vibration (impale)	Base Talent	Impale Talents					Whenever you use an attack action to deal damage to a creature with the weapon currently being used to impale them, your damage is treated as though you rolled the maximum possible amount on your weapon’s damage dice (additional damage dice from critical hits and special abilities such as the flaming enchantment are not affected by this ability). At +10 base attack bonus, whenever you deal damage with a weapon currently impaling a creature, that creature must make a successful Fortitude save or be unable to take a move action for 1 round.<br>Wiki Note: Cruel Vibration does not affect additional damage dice from Vital Strike.	
Lancer	Distracting Tear (impale)	Base Talent	Impale Talents					Whenever you deal damage while removing a weapon from an impaled creature, that creature provokes an attack of opportunity from one ally of your choice other than yourself. For every 4 points of base attack bonus you possess, you can select an additional ally with this talent.	
Lancer	Human Shield (impale)	Base Talent	Impale Talents					Whenever you are the target of an attack, you may perform a reposition combat maneuver against an impaled creature as an immediate action without provoking an attack of opportunity. You may reposition the impaled enemy into occupied squares other than your own, but they are shunted to the nearest unoccupied square after the attack resolves. If the impaled creature’s new position would place them in the path of the attack targeting you, the attack is instead rolled against them.	
Lancer	Painful Twist (impale)	Base Talent	Impale Talents					You may perform a dirty trick combat maneuver as a move action that does not provoke attacks of opportunity against an impaled creature. At +10 base attack bonus, you may perform this dirty trick combat maneuver as a swift action.	
Lancer	Piercing Heft (impale)	Base Talent	Impale Talents	[Alienist HB]				You may perform a grapple combat maneuver or maintain a grapple as a move action that does not provoke attacks of opportunity against an impaled creature.	
Lancer	Ragdoll Swing (impale)	Base Talent	Impale Talents					As long as you have martial focus, you may use a creature you are currently impaling with a wielded weapon as an improvised weapon of that creature’s size, taking no penalties on attack rolls for doing so. This talent does not allow you to wield a creature of a larger size than you normally could wield as an improvised weapon. Each successful attack you make while using the impaled creature as a weapon deals damage to the impaled creature equal to half your base attack bonus.	
Lancer	Staggering Tear (impale)	Base Talent	Impale Talents					Whenever you remove a weapon impaling a creature, that creature must make a successful Fortitude save or be staggered for 1 round.	
Lancer	Unbalancing Twist (impale)	Base Talent	Impale Talents					As long as you have martial focus, you can cause an impaled creature to provoke an attack of opportunity from one ally of your choice (except for yourself) as a move action. For every 5 points of base attack bonus you possess, you can select an additional ally with this talent.	
Lancer	Dimensional Pierce	Legendary Talent	Legendary Talents			Lancer sphere, impale ability, base attack bonus +15.		Creatures impaled by you are affected as though by a dimensional lock spell as long as you control a weapon impaling that creature. This means that the target cannot use teleportation effects, turn ethereal, or otherwise travel from the spot they are at except through mundane means. This is a supernatural effect.	
Lancer	Esoteric Link (impale)	Legendary Talent	Legendary Talents	[EO3]		Lancer sphere, base attack bonus +7.		Whenever you control a weapon that is impaling a creature and either you or the impaled creature are targeted by a single-targeted magic sphere effect that requires a Fortitude or Will save, or any harmless effect, you can choose to redirect the effect to either yourself or the impaled creature as an immediate action (before any saving throw is made). The impaled creature must succeed at a Will saving throw to negate an effect being redirected this way. You may only redirect an effect using this talent if the impaled creature has at least half as much Hit Dice as your character level.	
Lancer	Pierce Vitals (impale)	Legendary Talent	Legendary Talents	[EO3]		Lancer sphere, base attack bonus +10.	expend martial focus	Whenever you cause an impaled creature to lose the impaled condition and suffer the bleed damage associated with it, you may forgo any bleed damage you would deal to instead deal 1d2 points of Constitution damage. You can expend your martial focus when using this talent to instead deal 1 point of Constitution bleed.	
Lancer	Soul Link	Legendary Talent	Legendary Talents			Lancer sphere, impale ability, base attack bonus +5.		Whenever you control a weapon that is impaling a creature, whenever you take damage, that creature must make a successful Fortitude save or suffer 1/4 of the damage dealt to you; this damage is typeless and cannot be reduced. If the impaled creature would regain hit points from a non-extraordinary source, they must make a successful Will save or gain only 1/2 of the hit points they normally would, granting you temporary hit points equal to 1/2 of the healing they would receive. These hit points last for 1 minute.<br>At +10 base attack bonus, the target instead suffers 1/2 the damage you would on a failed save, taking 1/4 of the damage on a successful save. This is a supernatural ability.	
Lancer	Soul Pierce	Legendary Talent	Legendary Talents			Lancer sphere, impale ability, base attack bonus +10.		Whenever you pierce a creature, the creature gains 1 negative level at the beginning of each round they are impaled. These negative levels last for a number of hours equal to your base attack bonus. This is a supernatural effect.	
Lancer	Turbo Knockdown	Legendary Talent	Legendary Talents	[Youxia HB]		Athletics sphere (Mobile Striker), Lancer sphere (Whirlwind Knockdown), base attack bonus +10.		When you use Mobile Striker and Whirlwind Knockdown in the same round, you may instead target any creatures you threaten with the weapon used for the attack at some point during your movement. Resolve the attack action after completing the movement from Mobile Striker. At base attack bonus +15, halve the attack penalty from Whirlwind Knockdown, rounded up.	
Leadership	Expanded Leadership	Base Talent	Leadership Talents					Choose a Leadership package you do not possess. You gain that package.	
Leadership	Military Training	Base Talent	Leadership Talents		[utility]			You gain 5 ranks in the Profession (soldier) skill, plus 5 ranks per additional talent spent in the Leadership sphere (maximum ranks equal to your total Hit Dice). If you already have ranks in the Profession (soldier) skill you may immediately retrain them, but you do not get to retrain when only temporarily gaining talents, such as through the armiger’s customized weapons class feature.	
Leadership	Additional Contacts (cohort)	Base Talent	Cohort Talents					The number of contacts you may maintain at one time increases by +5. You may take this talent more than once; the effects stack.	
Leadership	Allied Cover (cohort)	Base Talent	Cohort Talents				expend martial focus	When you are within your cohort’s threatened area, you gain a 20% miss chance against attacks the cohort is aware of. The benefits from multiple cohorts do not stack.<br>When you are targeted by an attack or single-target effect and are within the threatened area of a cohort, you may expend martial focus to redirect the attack or effect to the cohort as a joint immediate action.	
Leadership	Cohort Attack (cohort)	Base Talent	Cohort Talents					When you use the attack action to attack, one of your cohorts may also attack your target with a single weapon it possesses as a joint swift action. If both you and the cohort successfully deal damage with these attacks, the cohort may immediately move 5 feet as a free action. This movement does not provoke attacks of opportunity.	
Leadership	Defensive Cover (cohort)	Base Talent	Cohort Talents					While within the threatened area of a cohort, when you or the cohort is targeted by an attack, the other may make an aid another check (making an attack roll against a DC of 10) to boost AC as an immediate action. This does not stack with other applications of the aid another action to boost AC.	
Leadership	Drill Sergeant (cohort)	Base Talent	Cohort Talents					You may increase the power of a cohort through intense training. You may grant a cohort creature 1 bonus Hit Die for every hour you spend training it with a Diplomacy check with a DC of 10 + the creature’s new Hit Dice total.<br>These additional Hit Dice count against your Hit Dice cap for the recruit ability as normal and cannot cause the creature’s Hit Dice to exceed the maximum shown on Table: Cohort. If a cohort is released, these bonus Hit Dice are lost at a rate of 1 per week. Additional feats and skill points from these Hit Dice are assigned by you.<br>You may retrain feats and skill ranks possessed by cohort. You may retrain one feat, talent, or a number of skill ranks equal to your ranks in Diplomacy with 4 hours of training. The new feats and skills must be appropriate for the cohort; cohorts may not gain casting abilities. The GM is the final arbiter of what feats and skills are suitable. With 8 hours of training, you may instead retrain a number of feats equal to half your ranks in Diplomacy (minimum 2 feats).<br>You may recruit 1 Hit Die cohorts from your followers. You may recruit a number of cohorts not exceeding your practitioner ability modifier (minimum 1) this way each week.	
Leadership	Greater Recruitment (cohort)	Base Talent	Cohort Talents					Increase the total Hit Dice of creatures you may have recruited at once by an additional 1 per rank of Diplomacy you possess. This has no effect on the maximum Hit Dice of a given cohort. You may select this talent up to 3 times.	
Leadership	Master’s Instruction (cohort, stance)	Base Talent	Cohort Talents	[Youxia HB]				While in this stance, whenever you damage a creature with an attack action or attack of opportunity, you may expend an attack of opportunity to use the aid another action targeting a cohort with close range (25 feet + 5 feet per 2 ranks in Diplomacy) as a free action that can be taken even outside of your turn. The aid another action increases the attack roll of their next attack directed at the creature damaged by you as long as that attack comes before the beginning of your next turn.	
Leadership	Opening Maneuver (cohort)	Base Talent	Cohort Talents					Once per round, when one of your cohorts succeeds on a combat maneuver, the target provokes an attack of opportunity from you.	
Leadership	Opportunistic Teamwork (cohort)	Base Talent	Cohort Talents					While within the threatened area of a cohort, when you or the cohort performs a combat maneuver, the other may make an aid another check to boost the combat maneuver check as an immediate action.	
Leadership	Pack Tactics (cohort)	Base Talent	Cohort Talents					Whenever one or more of your cohorts within close range (25 feet + 5 feet per 2 ranks in Diplomacy) of you flanks an enemy with you or another of your cohorts, you may increase the bonus from flanking by +2. This bonus increases by +1 for each additional cohort that threatens the enemy, to a maximum of +1 per 4 ranks in Diplomacy. Associated Feat: Outflank.	
Leadership	Practiced Teamwork (cohort)	Base Talent	Cohort Talents					Any time you use the aid another action to benefit a cohort or a cohort uses the aid another action to benefit you, the aid another bonus increases by 1 plus 1 per 7 ranks in Diplomacy that you possess.	
Leadership	Squad (cohort)	Base Talent	Cohort Talents					You may recruit a troop in place of a single creature. Use the base statistics of a cohort, but apply the troop subtype. Your troop does one die of damage, increasing by one die at 3 ranks in Diplomacy and again every 3 ranks thereafter. This damage becomes magical when you reach 5 ranks in Diplomacy. Once per turn, a single creature that receives this troop damage or the damage from a special ability granted by the squad’s profession may be affected as if the damage was an attack action for the purpose of sphere effects that apply to or modify attack actions. If a Leadership sphere talent would grant a cohort an attack, the squad may inflict its troop damage on all creatures within its reach.<br>Unlike normal troops, a cohort troop must spend a standard action to inflict its troop damage. Troop damage is normally only inflicted with melee attacks, though some professions give special abilities that have range. Effects that restore hit points to a single creature may target the troop, but have all healing reduced to 1/4 its normal amount (minimum 1); if the effect targets multiple creatures, the healing is instead reduced to 1/2 (minimum 1).<br>Effects that heal in an area of effect grant 1.5 times their normal healing. A cohort troop may be given improved gear, though any change requires at least 10 pieces of identical equipment.<br>The squad gains abilities based on profession:<br>Student: 1d6 troop damage, with the bomb special ability.<br>Bomb: as a standard action, deal 1d6 + 1d6 per three levels acid or fire (chosen at the time of use) damage to a 10 foot radius + 5 feet per 5 ranks in Diplomacy inside a 30 feet range +5 feet per 5 ranks in Diplomacy, Reflex save against your sphere DC for half.<br>Thief: 1d8 troop damage, with the low blow special ability.<br>Low Blow: Creatures that take damage from the troop must succeed on a Reflex save against your sphere DC or be staggered until the end of their next turn.<br>Warrior: 1d10 troop damage, with the batter special ability.<br>Batter: Creatures that take damage from the troop are battered until the end of the troop’s next turn.<br>Woodsman: 1d6 troop damage, with the volley special ability.<br>Volley: as a standard action, deal 1d6 + 1d6 per three levels piercing damage to a 10 foot radius + 5 feet per 5 ranks in Diplomacy inside a 100 foot range, Reflex save against your sphere DC for half.<br>If you possess the Healers talent, your troop cohort may restore 1d6 hit points per two Hit Dice it possesses (minimum 1d6) to itself a number of times per day equal to your practitioner ability modifier with 1 minute worth of effort.<br>If you possess the Messengers talent, you may dispatch up to 2 messengers at a given time from a troop cohort.	
Leadership	Talented (cohort)	Base Talent	Cohort Talents					Choose one cohort. That cohort gains an additional combat talent. You may take this talent more than once; each time one cohort gains another talent. If the chosen cohort dies or leaves your service, you may retrain the selection made to grant a talent to another cohort at no cost as part of recruiting a new cohort (if applying to a new cohort) or with 1 hour of training per talent (if applying to an existing cohort).	
Leadership	Team Lookout (cohort)	Base Talent	Cohort Talents					When within close range (25 feet + 5 feet per 2 ranks in Diplomacy) of any cohort, when making a Perception check, you and the cohorts may share the result of the check of the creature with the highest result.	
Leadership	Alchemists (followers)	Base Talent	Follower Talents		[utility]			When any allied creature is with your followers, the allied creature counts as having access to an alchemy lab. The followers can craft alchemical items with a DC of not greater than 15 + your ranks in Diplomacy, requiring that you pay the normal crafting cost. The followers make 10 gp of progress per rank in Diplomacy per day and can craft masterwork items.<br>Additionally, if a PC is crafting formulae from the Alchemy sphere, the followers can assist them, allowing them to craft one additional item per rank in Diplomacy in the 15 minute crafting time. This additional productivity may be divided among present PCs who are crafting at the same time.<br>Alchemists can identify alchemical items and potions with a Craft (alchemy) check of 15 + your ranks in Diplomacy.<br>Any Craft (alchemy) checks made while with the followers automatically gain a +2 circumstance bonus from the alchemists’ aid. This bonus increases by +1 for every 8 ranks in Diplomacy that you possess.<br>If you possess the Merchants talent, alchemical items purchased from the followers have their cost reduced by half.<br>If using the Downtime rules from Ultimate Campaign, your followers may generate Magic capital in place of earning gold, with 50 gp equaling 1 Magic. Use your Diplomacy modifier for making the earnings checks. This stacks with capital gains from other talents.	
Leadership	Artificers (followers)	Base Talent	Follower Talents		[utility]			(This talent utilizes the Tech sphere from The Inventor’s Handbook.)<br>When any allied creature is with your followers, the allied creature counts as having access to an engineering kit.<br>The followers can craft technological items with a DC of not greater than 15 + your ranks in Diplomacy, requiring that you pay the normal crafting cost. The followers make 10 gp of progress per rank in Diplomacy per day and can craft masterwork items.<br>Additionally, if a PC is charging gadgets from the Tech sphere, the followers can assist them, allowing them to add one additional charge per rank in Diplomacy in the 15 minute crafting time. This additional productivity may be divided among present PCs who are crafting at the same time.<br>Artificers can identify gadgets and technological items with a Craft (mechanical) check of 15 + your ranks in Diplomacy.<br>Any Craft (mechanical) checks made while with the followers automatically gain a +2 circumstance bonus from the artificers’ aid. This bonus increases by +1 for every 8 ranks in Diplomacy that you possess.<br>If you possess the Merchants talent, technological items purchased from the followers have their cost reduced by half.<br>If using the Downtime rules from Ultimate Campaign, your followers may generate Goods capital in place of earning gold, with 10 gp equaling 1 Good. Use your Diplomacy modifier for making the earnings checks. This stacks with capital gains from other talents.<br>Addendum [SUE]: The followers can help collect materials for a Tinker sphere project. The followers can salvage once per day for materials, substituting your Diplomacy bonus for the associated skill check made to gather project materials (see Tinker sphere Section 4.1: Mastering Gizmos, Projects). Collected project materials must be allocated to a single Tinker sphere practitioner, who can then use those project materials normally.	
Leadership	Base Of Operations (followers)	Base Talent	Follower Talents		[utility]			Choose up to two settlements with which you are familiar when you gain this talent; you have a group of followers permanently based in that settlement that cannot be dispersed unless the settlement is destroyed, in which case they regroup in a nearby settlement of your choice, regaining 10% of their strength per week. This group is in addition to your normal group of followers; you do not gain any additional benefit from having multiple groups of followers in the same location. This permanent group cannot form a caravan, so remains in the chosen settlement.<br>Moving them to a new settlement requires 1d4 months of selling, buying, traveling, and forming new contacts. Severing ties with existing followers and recruiting new followers in a different settlement requires the same amount of time. You do not benefit from these followers during this time. At 5 ranks in Diplomacy and every 5 ranks thereafter, you may have your followers settled in an additional settlement simultaneously.<br>Contacts from the (cohort) package will often choose to settle in a settlement where you maintain a presence via this talent. When you release a cohort and maintain them as a contact, unless they are particularly prone to wander or tied to a specific location, they will live in or near one of these locations of your choice.	
Leadership	Craftsmen (followers)	Base Talent	Follower Talents		[utility]			Your followers includes crafters who can repair broken weapons, armor, and other non-magical items while you rest. The followers can remove the broken condition from and restore to full hit points to one non-magic weapon, shield, suit of armor, or other object of no greater than large size during an eight-hour rest. If repairing an object larger than this maximum size, the amount of hit points restored is halved for every size category the object is above the maximum. The followers can repair an additional item for every 3 ranks in Diplomacy you possess. You may choose to count a Huge object as two Large objects, a Gargantuan object as two Huge objects, etc.<br>At 5 ranks of Diplomacy, the followers can repair magical items with a caster level no greater than your ranks in Diplomacy; each such item counts as two items for determining the number of items that may be repaired at one time. A Huge magic item would count as 4 items, a Gargantuan magic item as 8 items, etc.<br>In place of repairing an item, the followers can craft a non-magical item, requiring that you pay the normal crafting cost. The caravan makes 10 gp of progress per rank in Diplomacy per day and can craft masterwork items.<br>If you possess the Merchants talent, non-magical weapons, armor, and ammunition purchased from the followers have their cost reduced by half.<br>Any Craft checks made to craft non-magical, non-alchemical items (such as, but not limited to weapons, armor, shields, and ammunition) made while with the followers automatically gain a +2 circumstance bonus from the crafters’ aid. This bonus increases by +1 for every 8 ranks in Diplomacy that you possess.<br>If you possess the (cohort) package, your cohorts possess masterwork weapons and armor.<br>If using the downtime rules from Ultimate Campaign, your followers may generate Goods capital in place of earning gold, with 10 gp equaling 1 Good. Use your Diplomacy modifier for making the earnings checks. This stacks with capital gains from other talents.	
Leadership	Crew (followers)	Base Talent	Follower Talents		[utility]			Your followers are experienced at handling various tasks onboard large craft. Your caravan counts as one small crew with a level equal to your ranks in Diplomacy - 2 (minimum 1, but if you have less than 2 ranks in Diplomacy, reduce the crew’s hit points by 20 and damage by 2d6 and if you have exactly 2 ranks in Diplomacy, reduce hit points by 10 and damage by 1d6). For every five ranks of Diplomacy you possess, the caravan may count as an additional small crew. A crew formed from your followers gains a +10 morale bonus on loyalty checks and their loyalty is not reduced by not paying them. Each crew gains one bonus perk, plus one additional perk for every five ranks of Diplomacy you possess. These perks may be changed with 1d4 days of training and recruiting.<br>(See Players Guide to Skybourne and Ships of Skybourne for crew rules.)	
Leadership	Entertainers (followers)	Base Talent	Follower Talents		[utility]			Your followers include actors, musicians, and other performers, and they possess props, backdrops, and the other accoutrements required for a dazzling performance.<br>Any Perform checks made while with the followers automatically gain a +2 circumstance bonus from being well equipped and +2 circumstance bonus from the performers’ aid. The bonus from the performer’s aid increases by +1 for every 8 ranks in Diplomacy that you possess. You may choose to have the DC of Knowledge checks regarding you to have their DC increase or decrease by up to 5. Changing this decision results in the DC increasing or decreasing by 1 per week until the new DC is reached. This DC change increases to 10 at 7 ranks in Diplomacy and 15 at 14 ranks.<br>While in a settlement, your followers can always gain access to a theater, stage, or hall if one is present. You caravan has a portable stage for performances on the road. Additionally, when in a settlement, your followers collectively make Perform checks using your Diplomacy modifier, earning you the check result in gold pieces each week. This stacks with earnings from other talents.<br>If using the Downtime rules from Ultimate Campaign, your followers may generate Influence capital in place of earning gold, with 15 gp equaling 1 Influence. This stacks with capital gains from other talents.<br>If using the reputation and fame rules from Ultimate Campaign, any time your followers are in a settlement for at least 1 day, that settlement is considered to be in your Sphere of Influence. Additionally, your followers can suppress negative talk about you, reducing the total penalties to your reputation by your Diplomacy modifier. Any infamous deeds are still known, but they are viewed in the most sympathetic light. Additionally, you gain +1 prestige point every character level.	
Leadership	Friends In Low Places (followers)	Base Talent	Follower Talents		[utility]			Your followers have many contacts in the criminal underworld. You gain the following abilities in any settlement in which your followers have been in for at least 1 day.<br>Fence: You may sell stolen goods at their normal sale value without paying any additional fees to a fence.<br>Grease Palms: In any settlement of at least 5,000 inhabitants, you may locate a corrupt official. If you’re imprisoned or fined for crimes committed in the settlement’s jurisdiction, you may take advantage of this contact.<br>You pay no fines and escape sentencing if you can make a Diplomacy check (DC 15 for petty crimes, 25 for serious crimes, or 35 for capital crimes). You can use this ability once per settlement per week.<br>Theft: Choose an item with a cost not greater than 100 gp per rank in Diplomacy. Your followers can obtain that item at half price in 2d6 hours if it is available in a settlement they occupy. If given 2d6 days, this value increases to 1,000 gp per rank. Your followers may only steal one item at a time. Note that items that are unique or readily identifiable to their former owners will attract official attention and possible legal (or extra-legal) repercussions commensurate with the value of the item taken. Unique items may require time in excess of their material value or even be unobtainable according to the GM’s judgement. The key to the county lock-up is more difficult to steal than a generic potion, so could be assigned a value in excess of the cost of a generic key according to the effort and time required to obtain it. The crystal key attuned to open the archmage’s dimensional sanctum is probably beyond the capabilities of your followers to obtain.<br>If using the Downtime rules from Ultimate Campaign, your followers reduce the influence cost of illegal downtime activities, such as alibi, blackmail, coerce, and heist (all found in Pathfinder Player Companion: Black Markets) in a settlement that they are present in by 1, +1 per 4 ranks in Diplomacy.	
Leadership	Ground Team (followers)	Base Talent	Follower Talents		[utility]			Your followers can disperse into a settlement, talking, listening, and influencing. Your followers can perform the following actions:<br>Gather Crowd: Your followers can spend 1d4 hours gathering a crowd. Make a Diplomacy skill check; the number of intelligent creatures in the crowd is equal to 10 times the result of the check. This multiplier increases by 10 at 5 ranks of Diplomacy and again every 5 ranks after (so times 20 at 5 ranks, times 30 and 10 ranks, etc.).<br>Gather Information: Your followers spend 1d4 hours making a Gather Information check, using your modifiers. They may make an additional check simultaneously for every 5 ranks in Diplomacy you possess.<br>Influence Crowd: Your followers encourage a crowd to be swayed by your words. When you make a skill check to influence a crowd, you automatically gain a +2 bonus from your follower’s use of the aid another action. This bonus increases by +1 for every 8 ranks in Diplomacy that you possess.<br>Publicity: Your followers may spread good words about you, making a settlement more positively disposed toward you and your allies. The disposition of the average member of the settlement toward you increases by one step, to a maximum of friendly. This requires 1 day for a settlement of village size; double the time required for every size larger than village. For every 5 ranks in Diplomacy that you possess, the number of days required is reduced by 1, to a minimum of 1 day.<br>Whispers: If using the RumorsUI rules, you may have your followers participate in spreading a rumor, reducing the time required to start a rumor by 1 day, plus 1 day per 4 ranks in Diplomacy (to a minimum of 1 day). You automatically gain a +2 bonus from your follower’s use of the aid another action for all checks to start, spread, influence, or squash a rumor in a settlement where they are present.<br>Additionally, if you possess the (cohort) package, your followers may aid in recruitment, reducing the time required to recruit a cohort to 1d4 hours, -1 hour for every 6 ranks of Diplomacy you possess (minimum 1 hour required).<br>If using the Downtime rules from Ultimate Campaign, your followers reduce the influence cost of promoting your business or recruiting for an organization in a settlement that they are present in by 1, +1 per 4 ranks in Diplomacy.	
Leadership	Healers (followers)	Base Talent	Follower Talents		[utility]			Your followers include healers. They can supply you with one complete healer’s kit each day, increasing by 1 additional kit for every 5 ranks in Diplomacy that you possess. These healers kits cannot be sold or stockpiled. These healers can treat wounds as you rest, restoring 10 hit points per rank in Diplomacy to a number of creatures equal to your practitioner modifier (minimum 1) over 8 hours of rest.<br>Any Heal checks made while with the followers automatically gain a +2 circumstance bonus from the healers’ aid. This bonus increases by +1 for every 8 ranks in Diplomacy that you possess.<br>If you possess the Messengers talent, your messengers can carry wounded allies to your followers or caravan or can administer limited healing. This limited healing requires 10 minutes and restores up to 2 hit points per rank in Diplomacy. A creature may only benefit from this healing a number of times per day equal to your practitioner modifier.<br>If you possess the (cohort) package, your cohorts begin each day with a complete healer’s kit. These kits cannot be sold or stockpiled.<br>If using the Downtime rules from Ultimate Campaign, your followers may generate Influence or Magic capital in place of earning gold, with 15 gp equalling 1 Influence or 50 gp equaling 1 Magic. Use your Diplomacy modifier for making the earnings checks. This stacks with capital gains from other talents.	
Leadership	Laborers (followers)	Base Talent	Follower Talents		[utility]			You can direct your followers to fortify a campsite. Doing so takes 1 hour. Your followers may use your ranks in Diplomacy plus your practitioner ability modifier in place of Perception checks to keep watch over the camp and any intruders must contend with a 5 foot wide by 5 foot deep ditch and 5 foot wide by 5 foot high berm surrounding the camp. At 5 ranks in Diplomacy and every 5 ranks thereafter, the width and depth of the ditch and the width and height of the berm may be increased by 5 feet.<br>If using the Kingdom Building rules from Ultimate Campaign, your followers reduce the cost of constructing one improvement or building or demolishing one building by one build point each kingdom turn. This cannot reduce the cost below 0 build points. At 5 ranks in Diplomacy and every 5 ranks thereafter, they may reduce the cost by another one build point. This reduction may be applied to the same or different buildings and improvements.<br>If using the Downtime rules from Ultimate Campaign, your followers may reduce the Labor capital cost of one downtime activity by 1 each day, to a minimum of 0. For every 4 ranks in Diplomacy, this reduction is increased by 1. This reduction may be applied to one activity or spread across several.	
Leadership	Manager (followers)	Base Talent	Follower Talents		[utility]			Your followers can supply a manager for one business you own. This manager requires no additional pay and may make any required skill checks using your Diplomacy bonus in place of the normal check. At 5 ranks in Diplomacy and every 5 ranks thereafter, you can provide a manager for 1 additional business.<br>If you possess the Messengers talent, the manager can contact you via messengers.<br>This talent uses the downtime rules found in Ultimate Campaign.	
