name	type	system	prerequisites	benefit	normal	special	source	url
Mechanical Emulation	Item Creation	other	Ingenious Craftsman, Master Craftsman	You gain the ability to craft spell trigger and spell completion items without using the required spells (much as you would with the master craftsman feat normally), and may choose to create such items as technological devices rather than magical ones. In addition, spell trigger and spell completion items that you craft ignore spell resistance of targets. You still require the normal item creation feats needed to craft such items, however.			Arcforge: Technology Expanded	https://metzo.miraheze.org/wiki/Mechanical_Emulation
Mental Bastion	General	other	Psychokineticist 1st.	Choose either charm, compulsion, or emotion effects. When you’ve accepted burn, you ignore the penalty to Will saves against the chosen type of effect, and you can now retain your kineticist class features even if you gain immunity to the chosen type of effect or a related subtype thereof.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Mental_Bastion
Mental Gather	General	other	Cerebral kineticist 1st or psychokineticist 1st, gather power class feature.	When gathering power as a full-round action, you can do so with both hands (or all prehensile appendages) occupied. When gathering power as a move action, you can do so as long as at least one hand is unoccupied.		Kineticists with mind as their primary element can gather power with both hands occupied regardless of the type of action taken and can take this feat in place of a utility wild talent, treating it as a 1stlevel universal wild talent.	Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Mental_Gather
Metakinetic Trick	General	other	Animal companion with the bestial kineticist archetype, metakinesis class feature.	When you gain this feat, select a metakinesis you possess. Your animal companion can apply that metakinesis to its kinetic blasts.		You can select any metamagic feat you possess through Extended Metakinesis for this feat. If you possess the metakinetic savant archetype, you can select any metamagic feat you possess through your metakinetic feats class feature for this feat.	Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Metakinetic_Trick
Metamagic Invocation	General	other	Metakinesis class feature.	Choose a metamagic feat from the following list: Enlarge Spell, Extend Spell, Intuitive Spell, Logical Spell, Quicken Spell, Reach Spell, or Tenacious Spell. When casting a spell via Kinetic Invocation, advanced kinesis, shadowbend, improved shadowbend, or greater shadowbend, you can increase its burn cost to augment the spell with the chosen metamagic feat.		You can take this feat more than once. Each time you take this feat, select another metamagic feat; you can augment a spell with multiple feats by accepting additional points of burn equal to the total increased spell level.	Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Metamagic_Invocation
Metascript Mastery	General	rune_magic		Choose one script of your choice that you know. You no longer increase the casting time when applying a metascript feat to that script.	Applying a metascript feat to a script increases its casting time to a full-round action, with the exception of Quicken Script.		Paths of Magic	https://metzo.miraheze.org/wiki/Metascript_Mastery
Mobile Gathering	General	other	Kineticist 7th, kinetic blast and gather power class features.	While taking a move action to gather power, you can move up to half your base speed, and while taking 1 full round to gather power, you can move up to half your speed on the turn you begin the full round of gathering power. This movement provokes attacks of opportunity, and you can’t use Acrobatics checks or other abilities to attempt to negate them, as you’re concentrating on gathering power (nor can you use Acrobatics to balance, jump, or do anything else that requires a skill check). It’s harder to concentrate on gathering power while using this feat; if you take damage during or after gathering power and before using a kinetic blast that releases it (including from an attack of opportunity provoked by the movement), the concentration check DC to avoid losing the gathered power increases by twice the blast’s effective spell level.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Mobile_Gathering
Mobile Grappler	General	other	Grappling infusion, mobile blast	You can use grappling infusion with mobile blast and improved mobile blast to initiate and maintain a grapple against creatures in its space. In addition, when your mobile blast successfully maintains a grapple, as a swift action, you can have it move the creature it is grappling up to 5 feet in any direction; creatures moved away from solid ground remain trapped inside the blast until they escape the grapple or the blast ends. If you do this, you cannot move your mobile blast with a move action this round and cannot attack with it if it is an improved mobile blast.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Mobile_Grappler
Mutable Composition	General	other	Kineticist 7th, must possess a kinetic blast that deals half its damage as one type and half as another.	When using a kinetic blast which normally deals half its damage as one damage type and half its damage as another (such as magma blast, but not sandstorm blast), you can instead split its damage between those two types however you see fit, so long as it deals at least 1 damage of each type per damage die of the blast.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Mutable_Composition
Mystical Corrosion	General	other	Acid blast.	Add unraveling infusion to poison’s list of wild talents. It can be used with your acid blast or any composite blast which requires poison; it is treated as a poison effect if used with a poison-element blast. If you possess both poison and either fire or mind elements, your unraveling infusion receives a +2 bonus to its effective caster level. This bonus is doubled if you use it with a composite blast of both poison and either fire or mind elements. These bonuses do not stack if you possess both fire and mind elements.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Mystical_Corrosion
Narrow Array	General	other	Entropist 1st, shuffling focus class feature.	Choose one element in your array. Whenever you roll for shuffling focus or use your bend fate ability, reroll any dice that would give you the element chosen for this feat. You cannot choose this element for favored focus and cannot select it if you normally would be able to with your bend fate ability, but you can still learn wild talents of the chosen element as normal.		This feat must be taken at 1st entropist level, and cannot be taken if you possess Wide Array or the anarchic mutation.	Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Narrow_Array
Necrotech Adept	General	other	Humanoid, monstrous humanoid, aberration, dragon, or plant; non-good alignment.	You use your Charisma in place of your Constitution score to determine your Fortitude save and you do not take a penalty to your hit points if your Constitution modifier is negative. You are also treated as a construct for the purposes of being able to take the necrotech master archetype and for its effects.		This feat must be taken at 1st level. Your Constitution score is permanently lowered by 2 points. If your Constitution score is 2 or lower, you cannot select this feat.	Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Necrotech_Adept
Necrotech Genius	General	other	Necrotech Adept, burn class feature, necrotech master 5th.	For every 2 points of burn you possess, you gain a +1 profane bonus on saving throws against bleed, disease, death effects, necromancy effects, paralysis, poison, sleep effects, and mind-affecting effects.		Your Constitution score is permanently lowered by 2 points. If your Constitution score is 2 or lower, you cannot select this feat	Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Necrotech_Genius
Necrotech Leader	General	other	Necrotech master 5th.	As a standard action, you can accept 1 burn to enslave undead within 30 feet. Undead receive a Will save to negate the effect. The DC for this Will save is equal to 10 + 1/2 your kineticist level + your Charisma modifier. Undead that fail their saves fall under your control, obeying your commands to the best of their ability, as if under the effects of control undead. Intelligent undead receive a new saving throw each day to resist your command. You can control any number of undead, so long as their total Hit Dice do not exceed your kineticist level. If an undead creature is under the control of another creature, you must make an opposed Charisma check whenever your orders conflict.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Necrotech_Leader
Necrotech Transformation	General	other	Necrotech Adept, Necrotech Genius, necrotech master 9th.	Your creature type changes to undead and you lose your Constitution score. If a creature attempts to return you from the dead, you can choose to come back as an undead. If you choose to come back as a living creature, you lose this feat and any feats that are a prerequisite for this feat, and must select 3 new feats for which you meet the prerequisites.		You must have a Constitution score of 4 or higher when you select this feat, and you cannot retrain this feat or any of its prerequisite feats. Once you gain this feat, you are treated as an undead for the purposes of the necrotech master archetype.	Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Necrotech_Transformation
Noxious Saliva	Combat	other	Kineticist 7th, virulent blast, Komodo's Bite , bite attack.	Once per day, when a creature fails its save against your Komodo’s Bite, you can accept 1 point of burn as an immediate action to instead cause the creature to become nauseated for the same duration, then sickened for the same number of rounds. This is a poison effect.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Noxious_Saliva
Opportunist (feat)	General	other	Sudden strike class feature, Combat Reflexes, Dex 15	Whenever you are missed by an attack of opportunity, you may make an attack of opportunity against the attacking target.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Opportunist_(feat)
Overcharged Script (Metascript)	General	rune_magic	Able to cast 2nd-level runic scripts, scribe level 3rd	An overcharged script is overloaded with up to two free runic charges. You can still use your own charges in addition to these two free charges, but cannot exceed your normal maximum amount of charges for your scribe level. The two free charges are the same design as the script you cast.			Paths of Magic	https://metzo.miraheze.org/wiki/Overcharged_Script_(Metascript)
Overkill Blast	General	other	Kineticist 11th.	If you use an ability which would increase the damage of a kinetic blast (such as the gravitic boost composite blast or the elemental ascetic’s powerful fist ability) on a blast which uses d12s, the damage is increased to d20s. When you use a kinetic blast that uses d20s for damage, you must succeed a Fort save (DC = 10 + the number of damage dice + the amount of burn you possess) or else take 1d6 damage of the same type or types that blast causes for each of its damage dice and you are knocked prone; on a successful Fort save you instead take your blast’s minimum damage and you are not knocked prone. You cannot increase the damage of a kinetic blast above d20s.	You cannot increase the damage of a kinetic blast above d12s.		Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Overkill_Blast
Overload Item	General	rune_magic		You can use your runic charges to overload a potion, scroll, or wand that contains a runic script. You still cannot overload more charges that you normally could use for your level. If the item in question already has runic charges in it (in the case of overloading a scroll or wand that already has charges in it), you must use the charges within the item before using and of your own runic charges. You can only overload a potion you imbibe yourself.	A scribe cannot spend runic charges when drinking a potion, nor when casting a script from a scroll or wand, though scrolls and wands can be crafted to have charges in them already.		Paths of Magic	https://metzo.miraheze.org/wiki/Overload_Item
Overwhelming Defense	General	other	Overwhelming soul 3rd.	You are treated as though you have accepted 1 burn when determining the effect of your elemental defense. At 6th level, and every 3 levels thereafter, you are treated as having accepted an additional burn in your elemental defense. If you have more than 1 elemental defense, you can split this effective burn between them in whatever way you wish.		This feat cannot allow you to be treated as accepting more burn than would normally be allowed by an elemental defense.	Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Overwhelming_Defense
Overwhelming Prowess	General	other	Overwhelming soul 6th, Cha 15	You can use the mental prowess ability to reduce the burn cost of wild talents an additional number of times per day equal to 1/2 your Charisma modifier.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Overwhelming_Prowess
Painful Severance	General	akashic	Ability to shape at least one veil with the brand descriptor, veilweaving level 5	Whenever a creature sunders one of your brands, the branded creature takes 1 point of damage for each of your veilweaving levels. This damage is from an akashic pulse of power, and ignores damage reduction and resistances.				https://metzo.miraheze.org/wiki/Painful_Severance
Parting Blast	General	other	Kinetic blast class feature.	You can accept 1 point of burn to prepare a simple blast you possess of your choice that automatically triggers upon your death. If you are killed at any point before your burn is removed, your body instantly erupts in an explosion that deals an amount of damage equal to that of the chosen simple blast to all creatures in a 5-foot radius. A parting blast destroys your body, which might prevent any magic that requires an intact corpse.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Parting_Blast
Persistent Script (Metascript)	General	rune_magic	Able to cast 2nd-level runic scripts, scribe level 3rd	Whenever a creature targeted by a persistent script or within its area succeeds on its saving throw against the script, it must make another saving throw against the effect. If a creature fails this second saving throw, it suffers the full effects of the script, as if it had failed its first saving throw.			Paths of Magic	https://metzo.miraheze.org/wiki/Persistent_Script_(Metascript)
Piercing Script (Metascript)	General	rune_magic		When you cast a piercing script against a target with Spell Resistance, it treats the Spell Resistance of the target as 5 lower than its actual SR.			Paths of Magic	https://metzo.miraheze.org/wiki/Piercing_Script_(Metascript)
Pilot Render	Combat	other	Improved Dirty Trick, Disable Device 1 rank	When you use the dirty trick combat maneuver on a mech, you may choose to impose a disrupted condition on the mech rather than the normal conditions available. While disrupted, the pilot is unable to do anything to control their mech. This condition lasts as long as other dirty trick conditions and can be removed in the same way.			Arcforge: Technology Expanded	https://metzo.miraheze.org/wiki/Pilot_Render
Piranha Jawed	General	other	Nommo or Piscean.	You gain a bite attack which is a natural weapon attack that inflicts 1d6 points of damage (×2 critical) on a hit. This is a primary attack or a secondary attack if you wield any other weapon.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Piranha_Jawed
Planar Companion	General	other	Kineticist 5th, elemental focus class feature (air, earth, fire, or water), ability to summon creatures with a spell-like ability or access to an animal companion, eidolon, or familiar.	Creatures you summon receive a subtype matching your elemental focus. This also applies to any animal companions, eidolons, or familiars you control. Creatures that already have that subtype instead gain an additional 1 hit point per hit die they possess.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Planar_Companion
Plunge Anything	Combat	other		You do not suffer any penalties for using an improvised plunging weapon. You receive a +1 circumstance bonus on attack rolls made with plunging splash weapons.	You take a -4 penalty on attack rolls made with an improvised weapon.		Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Plunge_Anything
Poisonous Foliage	General	other	Wood blast.	You treat laced infusion, sickening infusion, and psychotropic infusion as wood-element wild talents, allowing you to apply them to wood blast, great oak blast, verdant blast, and any composite blast for which wood blast is a prerequisite. These infusions are poison effects when used this way. If you use any of these infusions with nightshade blast, increase the DC of your blast by 1.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Poisonous_Foliage
Positive Energy Resistance	General	other	Undead type	You gain positive energy resistance equal to<br>5 + your Hit Dice.		This feat may be retrained at no cost if you<br>cease being undead. It still takes time to retrain.	Lords of the Night (page does not exist)	https://metzo.miraheze.org/wiki/Positive_Energy_Resistance
Precision Blast	General	other	Infusion class ability.	Whenever you use a kinetic blast that affects more than a single target or square, you may select a square within its area to not be affected by your blast. For each 2 points of burn you have, you may select an additional square to be unaffected by your blast.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Precision_Blast
Precision Time Bomb	General	other	Time Bomb	When setting a duration for a bomb or kinetic blast implanted with the Time Bomb feat, you can set the time in increments of minutes or rounds as well as hours.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Precision_Time_Bomb
Primal Kineticist (archetype)	General	other	primal kineticist 1st					https://metzo.miraheze.org/wiki/Primal_Kineticist_(archetype)
Primal Kineticist (feat)	General	other	Kineticist level 1st.	When using a simple kinetic blast in an area where primal magic is either predominant or very common, you can accept 1 point of burn to cause your blast to become one of the following simple blasts instead. Roll 1d10 to determine the simple blast: 1 = air, 2 = cold, 3 = earth, 4 = electric, 5 = fire, 6 = gravity, 7 = negative, 8 = telekinetic, 9 = water, 10 = wood. You can apply any of your form or substance infusions that are allowed as choices for the random blast, accepting the typical burn cost.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Primal_Kineticist_(feat)
Protean Alteration	General	other	Kineticist 9th, unnatural evolution utility wild talent.	Treat your base form as biped, quadruped, and serpentine for which evolutions you can take with the unnatural evolution utility wild talent and its other versions. You can also select the unnatural evolution talent a second time, gaining an additional 1 point evolution.	Your base form is treated as biped for selecting evolutions and can only select the unnatural evolution utility wild talent once.		Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Protean_Alteration
Pseudopod	General	other	Gelatinous cube level 1st.	You can use form your gelatin wall into a<br>pseudopod to be used as a “hand,” wielding weapons<br>and manipulating objects as well as a humanoid<br>creature might otherwise be able to with hands. You<br>gain the ability to use items and act as if you had a<br>single arm. You are not penalized for fighting with a<br>weapon in your pod, although you cannot use your<br>slam attack while doing so.			April Augmented: 2016 (page does not exist)	https://metzo.miraheze.org/wiki/Pseudopod
Quick Shifter	General	other	Selkie, Dex 13	You can shift into sea elf form as a free action, and back into seal form as a move equivalent action.	You can transform as a standard action (in either direction).		Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Quick_Shifter
Quicken Script (Metascript)	General	rune_magic	Able to cast 4th-level runic scripts, scribe level 7th	Casting a quickened script is a swift action. You can perform another action, even casting another script, in the same round as you cast a quickened script. A script whose casting time is more than 1 round or 1 full-round action cannot be quickened.			Paths of Magic	https://metzo.miraheze.org/wiki/Quicken_Script_(Metascript)
Ranged Disarm	Combat	other	BAB +8, precision +2d6 or better.	As a standard action, you may make a combat maneuver check to shoot your foe’s weapon, or another held object, from its hand. You may use your Dexterity modifier in place of your Strength modifier when making this check.		Sneak attack, such as the rogue’s class ability, counts for the purposes of meeting the precision prerequisite.	New Paths Compendium	https://metzo.miraheze.org/wiki/Ranged_Disarm
Ranged Versatility	General	other	Dragon pact kineticist, elemental ascetic, indomitable, kinetic duelist, kinetic knight, or kinetic lancer 1st	You gain the ranged blast form infusion; this infusion can be applied to your kinetic blast regardless of the normal limitations of your archetype.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Ranged_Versatility
Ranged Versatility, Improved	General	other	Ranged Versatility , extended range infusion wild talent, kineticist 9th.	By increasing their burn costs by 1, you can apply the extended range or extreme range infusions to your kinetic blasts, regardless of the normal limitations of your archetype.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Ranged_Versatility,_Improved
Razor Wit	Combat	other	Charisma 13.	As part of making a melee attack, you can<br>make a pun, quip, or insult. If your GM and fellow<br>players believe that it can be considered a “good”<br>or otherwise fitting use of wordplay, you add your<br>Charisma bonus (if any) as a circumstance bonus<br>on your damage roll if you hit. At the other players’<br>option, an especially bad pun or joke allows you to<br>add 1/2 your Charisma bonus as a circumstance<br>bonus on your attack roll as well.		If the target of your attack also<br>possesses this feat, they can draw you into a verbal<br>duel. After your initial pun, quip, or insult, they<br>can respond with words of their own. If their<br>response is suitably witty, you must respond in<br>turn. Repeat this process until either you or your<br>opponent runs out of things to say. If they best you<br>in the verbal duel, you do not gain the bonuses you<br>normally would from this feat. This process takes<br>place during your attack, regardless of how long<br>the exchange actually took at the table.	April Augmented: 2016 (page does not exist)	https://metzo.miraheze.org/wiki/Razor_Wit
Reaching Brands	General	akashic	Ability to shape at least one veil with the brand descriptor, veilweaving level 5	Your brands stay effective on branded creatures out to Medium range (100 feet + 10 feet per veilweaver level). This does not increase the range at which you can apply brands.				https://metzo.miraheze.org/wiki/Reaching_Brands
Resolute Companion	General	other	Construct companion class feature	If you are knocked unconscious, fall asleep, or are killed, your construct companion remains active for a number of rounds equal to your vanguard level before it shuts down. If you are brought back to consciousness before this duration expires, your construct does not shut down. If the duration expires before you are brought back to consciousness, your companion shuts down as normal.	A construct companion shuts down immediately when its controlling vanguard is stunned, confused, unconscious, asleep, or killed.		Paths of Magic	https://metzo.miraheze.org/wiki/Resolute_Companion
Rune Strike	Combat	rune_magic	Able to cast runic scripts	As a swift action, you can imbue your weapons with a fraction of your power. For 1 round, your weapons deal +1 damage and are treated as magic for the purpose of overcoming damage reduction. For every five caster levels you possess, this bonus increases by +1, to a maximum of +5 at 20th level.			Paths of Magic	https://metzo.miraheze.org/wiki/Rune_Strike
Runebound Equipment	General	rune_magic	Able to cast runic scripts, Craft 3 ranks	Any object that has one of your runes scribed onto it has its hardness increased by 10, and you gain a +2 bonus to your CMD against attempts to sunder, disarm, or steal those objects.			Paths of Magic	https://metzo.miraheze.org/wiki/Runebound_Equipment
Runic Crafting	General	rune_magic	Scribe level 3rd	You can treat any runic script you know as a spell of the same level or lower for the purpose of fulfilling the requirements for magic item creation (except spell-completion and spell-trigger items). The script’s design must be within the equivalent school of the spell you are replacing (see Rune Magic). For example, if you wish to craft an item that requires nondetection (a 3rd-level abjuration spell), you could use any creation (protection) or destruction (unraveling) script you know of 3rd level or above to fulfill the requirement.			Paths of Magic	https://metzo.miraheze.org/wiki/Runic_Crafting
Salvage Crafter	General	other	Any item creation feat.	You become adept at repurposing used or irrelevant items. In a process that takes 1 hour, you trade in an item for an amount of crafting potential based on a fraction of its crafting cost (not price). If the item is a permanent item or has had no charges or uses used up, it can be salvaged for its full crafting cost. If the item is partially charged, it may be salvaged for a percentage of its crafting cost equal to the percentage of charges it has remaining. You can use this potential to make a new item, subtracting the potential from the cost it takes to make a new item.			Arcforge: Technology Expanded	https://metzo.miraheze.org/wiki/Salvage_Crafter
Sand Stormer	General	other	Sirroco blast	You can select chain, painful, and unraveling infusions as if they were air-element infusions and apply their effects to your sirroco blast, and your sirroco blast is treated as both electric blast and fire blast for the purpose of qualifying for composite blasts. In addition, if you possess a ki pool, it affects all of your kinetic blasts for which air blast is a prerequisite as if they were sand blast.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Sand_Stormer
School Friend	General	other		You may make a DC 20 Handle Animal skill check to enter into a school of fish. While within a school of fish you gain concealment. The school must be larger than you for you to receive any benefit, and any sudden or violent movements on your part will cause the school to scatter.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/School_Friend
Sculpting Strike	Combat	akashic	Fleshsculpter Obsession, sculpting touch class feature	As a standard action, you may make a single weapon attack at your full base attack bonus. If that attack hits, the target also suffers the effects of your sculpting touch. When using your sculpting touch in this way you do not add your Intelligence modifier to its damage rolls. If your attack is a critical hit, the damage of your sculpting touch is not multiplied. A creature affected by this ability receives a saving throw against your sculpting touch, as normal. This ability cannot be combined with the conductive property or similar abilities.		This ability counts as a talent with the [strike] descriptor for the purposes of feats and abilities such as Spell Attack. This ability is considered to have a caster level of 0 for caster-level based effects.		https://metzo.miraheze.org/wiki/Sculpting_Strike
Sea Sight	General	other	4 ranks in Profession (sailor)	When peering down into the water from above, ignore cover due to the target being submerged.	Partially submerged targets have improved cover, and completely submerged targets have total cover versus those viewing from above the water.		Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Sea_Sight
Shape Akashic Construct	General	other	Veilweaving level 5, ability to shape 2 or more veils.	You gain the ability to shape a special form of veil known as an Akashic Construct. You treat your veilweaver level as 4 levels lower (minimum 1) when determining the abilities of your akashic construct. Shaping this special veil takes up one of your shaped veils for the day and a chakra slot, as normal for a veil.		You may take this feat a second time, allowing you to use your full veilweaver level when determining the abilities of your akashic construct.	Studio M— June 2021 Compilation (page does not exist)	https://metzo.miraheze.org/wiki/Shape_Akashic_Construct
Shape Storm	General	akashic	Con 13 or veilweaver level 3rd, Wis 13.	When this feat is selected, choose a single Storm veil. You add the chosen veil to your veil list. If you do not have the ability to shape veils to your Storm chakra, you gain the ability to do so. You cannot bind veils to the Storm chakra unless you gain the ability to do so from another source.		You can gain this feat multiple times. Its effects do not stack. Each time you take the feat, choose an additional Storm veil to add to your veil list.		https://metzo.miraheze.org/wiki/Shape_Storm
Shaping Focus	General	akashic	Wild shape class feature, Knowledge (nature) 5 ranks.	Your wild shape ability is calculated as though your druid level were four higher, to a maximum level equal to your character level.				https://metzo.miraheze.org/wiki/Shaping_Focus
Shared Veil	General	akashic	Ability to shape veils and an animal companion, eidolon, familiar, mount, or creature whose services are granted as part of a known veil.	When shaping your veils, any one veil shaped by you can also affect your familiar, animal companion, mount, or any creature currently created or controlled by one of your shaped veils. You may change which veil is shared in this way, or which companion it is shared with, as a standard action. The creature in question must remain within 15 feet of you to receive the benefit and must have the appropriate limb or body part (a horse cannot benefit from a veil that occupies the Hands slot,for example). If the creature leaves this radius of effect, it loses the benefits of the veil until such time as it returns within 15 feet. If the veil has an activated ability (like Gorget of the Wyrm's breath weapon attack) the companion instinctively knows how to use it and can be commanded to do so with a Handle Animal check as though it were a trained trick. Familiars do not require a check, and can be commanded to utilize their veil as a free action (though they must still spend the appropriate action to activate it). Your companion also shares the benefits of any essence you have invested in the veil.				https://metzo.miraheze.org/wiki/Shared_Veil
Shark-Blooded	General	other	Cindarian, kai-lio, or sea folk	You may take this feat multiple times; each time you gain a new trait listed below. If you take two or more traits, your Charisma drops by 2 points, as you grow more aggressive and feral.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Shark-Blooded
Shatter Rune	General	rune_magic	Scribe level 9th	As a move action, you can shatter a runic script you have scribed (if scribed on an item, that item must be in your possession). Doing so immediately destroys that rune, causing you to lose any remaining castings you had for that script for the day (and requiring you to re-scribe it the following day). For each casting you lost, you immediately gain a runic charge. The charges are the same design as the script you shattered.			Paths of Magic	https://metzo.miraheze.org/wiki/Shatter_Rune
Signature Infusion	General	other	Kineticist 11th.	Select one infusion you know and permanently reduce its burn cost by 1. This feat cannot cause an infusion’s burn cost to be reduced below 0.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Signature_Infusion
Silent Script (Metascript)	General	rune_magic		A silent script can be cast without speaking. You must still present the object your rune is scribed upon, as normal.			Paths of Magic	https://metzo.miraheze.org/wiki/Silent_Script_(Metascript)
Simple Composite	General	other	Any composite kinetic blast wild talent except force, gigawatt, or regression blast.	Choose one composite blast you know. Whenever you use it you can choose to have it deal damage as a simple blast, reducing its burn cost by 1. You cannot apply this to a composite blast which normally deals damage as a simple blast (such as force blast), negative admixture, positive admixture, or any blast which is augmenting a simple blast (such as aetheric boost).		You can take this feat multiple times; each time it applies to a different composite blast.	Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Simple_Composite
Skilled Soul	General	other	Ability to forge a soul.	When you forge your souls for the day, choose a single one of your soul’s associated skills. You gain a +3 bonus to that skill. If you have 10 ranks in that skill, this bonus increases to +6.		This feat does not stack with the Skill Focus feat. If you have the ability to forge two souls you may select this feat a second time, choosing a skill from the second soul to gain a bonus to.		https://metzo.miraheze.org/wiki/Skilled_Soul
Song Focus	General	other	Siren Song class feature	When selecting this feat choose a siren song that allows a saving throw. Increase that song’s save DC by 1. You may choose this power multiple times; each choice applies to a different song.			Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Song_Focus
Soul Feast (power)	General	psionic						https://metzo.miraheze.org/wiki/Soul_Feast_(power)
Soul Tormentor	General	other	Dark elementalist 7th.	You can use your soul power class feature to wrack the soul of any sentient creature that has died within the past week. In addition, your elemental overflow’s bonuses are based on a combination of both the amount of burn you’ve accepted that day plus the number of souls you’ve racked with soul power that day.	You can only use soul power to wrack the soul of a sentient creature that has died in the past minute, and your elemental overflow’s bonuses are based only on how many souls you have racked that day.		Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Soul_Tormentor
Soulveil Focus	General	other	Ability to shape at least 1 veil associated with a forged soul, veilweaving modifier +3.	When you forge your souls for the day, choose a single one of your forged souls. The veils you shape associated with that forged soul have their saving throw DCs increased by +1, and you gain a +1 bonus to attack rolls using the abilities of those veils. This feat does not stack with similar feats, such as Ability Focus, Chakra Focus, or Focused Veil.		If you have the ability to forge two souls you may select this feat a second time, choosing the second soul with that feat. If you shape a veil associated with both of your souls, the effects of this feat stack.		https://metzo.miraheze.org/wiki/Soulveil_Focus
Spell Seal	General	other	Selkie.	You can complete somatic components of spells while in seal form. You can also use any material components or focuses that you possess.	You can speak normally while in seal form and cast spells that require only verbal components. However, you cannot cast spells that require somatic components. You also have difficulty manipulating material components with enough aptitude to cast a spell.		Cerulean Seas - Undersea Campaign Setting (page does not exist)	https://metzo.miraheze.org/wiki/Spell_Seal
Spirit Familiar	General	akashic	Ability to acquire a new familiar, arcane spellcaster level 7	When choosing a familiar, you can instead choose to bond with an akashic spirit. When you do so, select a single aspect of any volur: your akashic spirit gains that aspect. You use your arcane spellcaster level as your effective volur ability for your akashic spirit, but you do not gain the telepathic link, share senses, or improved share senses abilities, and you treat your effective volur level when determining the passive ability of your spirit as your arcane spellcaster level -6. If your spirit familiar is slain, it returns to life at full hit points with any ability damage or drain cured the next time you rest to regain your spell slots.				https://metzo.miraheze.org/wiki/Spirit_Familiar
Spirit Familiar Embodiment	General	akashic	Spirit Familiar, arcane spellcaster level 13	You gain the ability to embody your spirit familiar, as the volur's spiritual embodiment ability. When determining the abilities granted by the embodiment, you treat your effective volur level as your arcane spellcaster level -6.				https://metzo.miraheze.org/wiki/Spirit_Familiar_Embodiment
Spontaneous Chirurgery	General	other	Improved Kinetic Channeling or Substantial Channeling	You gain the ability to spontaneously cast cure spells as spell-like abilities if you can channel positive energy, or inflict spells if you can channel negative energy. Doing so requires your kinetic chirurgeon level to be at least twice that of the cure or inflict spell you wish to cast and for you to accept 1 point of burn, which can be reduced with healing buffer. You can accept an additional 1 burn to apply the effects of either the Empowered Spell or Intensified Spell metamagic feats, or 2 burn to apply both effects.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Spontaneous_Chirurgery
Spontaneous Talent	General	other	Entropist 5th.	A number of times per day equal to your Constitution modifier, you can temporarily fill a wild talent slot that’s been left open, gaining access to a utility wild talent or infusion you know up to the level of the chosen slot for 1 minute. You can only spontaneously gain one wild talent at a time. This cannot be used to fill slots to which you don’t have access (such as by having too low a Constitution score or having used the bend fate class feature). This is a free action, but can only be performed once per minute.			Ultimate Kineticist Compendium	https://metzo.miraheze.org/wiki/Spontaneous_Talent
