veil	veil_list
Ionizing Scarf	Volur
Ionizing Scarf (Retold)	Huay
Ionizing Scarf (Retold)	Nexus
Ionizing Scarf (Retold)	Stormbound
Ionizing Scarf (Retold)	Vizier
Ionizing Scarf (Retold)	Volur
Ira's Shadowed Bindings	Daevic
Ira's Shadowed Bindings	Eclipse
Ira's Shadowed Bindings	Nexus
Ira's Shadowed Bindings	Promethean
Ira's Shadowed Bindings	Vizier
Ira's Shadowed Bindings (Akasha Retold)	Daevic
Ira's Shadowed Bindings (Akasha Retold)	Eclipse
Ira's Shadowed Bindings (Akasha Retold)	Guru
Ira's Shadowed Bindings (Akasha Retold)	Nexus
Ira's Shadowed Bindings (Akasha Retold)	Promethean
Ira's Shadowed Bindings (Akasha Retold)	Vizier
Ira's Shadowform	Eclipse
Ira's Shadowform	Nexus
Ira's Shadowform	Promethean
Ira's Shadowform	Vizier
Ira's Shadowform	Volur
Iron Crown	Guru
Iron Crown	Helmsman
Iron Crown	Nexus
Iron Crown	Vizier
Iron Crown (Retold)	Eclipse
Iron Crown (Retold)	Guru
Iron Crown (Retold)	Helmsman
Iron Crown (Retold)	Nexus
Iron Crown (Retold)	Vizier
Iron Crown (Retold)	Volur
Iron Tempest Fan	Daevic
Iron Tempest Fan	Eclipse
Iron Tempest Fan	Guru
Iron Tempest Fan	Kheshig
Iron Tempest Fan	Nexus
Iron Tempest Fan	Soulforge
Iron Tempest Fan	Stormbound
Iron Tempest Fan	Vizier
Ironclad Bastion	Helmsman
Izanami's Koma-Geta	Eclipse
Izanami's Koma-Geta	Guru
Izanami's Koma-Geta	Stormbound
Izanami's Koma-Geta	Vizier
Izanami's Koma-Geta	Volur
Izanami's Nodachi	Daevic
Izanami's Nodachi	Eclipse
Izanami's Nodachi	Helmsman
Izanami's Nodachi	Nexus
Izanami's Nodachi	Vizier
Izanami's Nodachi (Enhanced)	Daevic
Izanami's Nodachi (Enhanced)	Eclipse
Izanami's Nodachi (Enhanced)	Helmsman
Izanami's Nodachi (Enhanced)	Nexus
Izanami's Nodachi (Enhanced)	Soulforge
Izanami's Nodachi (Enhanced)	Vizier
Izanami's Nodachi (Retold)	Daevic
Izanami's Nodachi (Retold)	Eclipse
Izanami's Nodachi (Retold)	Helmsman
Izanami's Nodachi (Retold)	Nexus
Izanami's Nodachi (Retold)	Soulforge
Izanami's Nodachi (Retold)	Vizier
Jack's Lantern	Daevic
Jack's Lantern	Eclipse
Jack's Lantern	Guru
Jack's Lantern	Helmsman
Jack's Lantern	Huay
Jack's Lantern	Kheshig
Jack's Lantern	Lunar
Jack's Lantern	Nexus
Jack's Lantern	Promethean
Jack's Lantern	Radiant
Jack's Lantern	Rajah
Jack's Lantern	Soulforge
Jack's Lantern	Stormbound
Jack's Lantern	Vizier
Jack's Lantern	Volur
Jack's Lantern (Enhanced)	Daevic
Jack's Lantern (Enhanced)	Eclipse
Jack's Lantern (Enhanced)	Guru
Jack's Lantern (Enhanced)	Helmsman
Jack's Lantern (Enhanced)	Huay
Jack's Lantern (Enhanced)	Kheshig
Jack's Lantern (Enhanced)	Lunar
Jack's Lantern (Enhanced)	Nexus
Jack's Lantern (Enhanced)	Promethean
Jack's Lantern (Enhanced)	Radiant
Jack's Lantern (Enhanced)	Rajah
Jack's Lantern (Enhanced)	Soulforge
Jack's Lantern (Enhanced)	Stormbound
Jack's Lantern (Enhanced)	Vizier
Jack's Lantern (Enhanced)	Volur
Janni's Enchanted Blade	Daevic
Janni's Enchanted Blade	Helmsman
Janni's Enchanted Blade	Huay
Janni's Enchanted Blade	Nexus
Janni's Enchanted Blade	Soulforge
Janni's Enchanted Blade	Stormbound
Janni's Enchanted Blade	Vizier
Jewel of Thoughtsight	Guru
Jewel of Thoughtsight	Promethean
Jewel of Thoughtsight	Radiant
Jewel of Thoughtsight	Vizier
Juggernaut Blade	Daevic
Juggernaut Blade	Helmsman
Juggernaut Blade	Kheshig
Juggernaut Plating	Daevic
Juggernaut Plating	Kheshig
Kaiju's Gullet	Daevic
Kaiju's Gullet	Helmsman
Kaiju's Gullet	Nexus
Kaiju's Gullet	Promethean
Kaiju's Gullet	Stormbound
Kaiju's Gullet	Vizier
Karna-Kavacha	Daevic
Karna-Kavacha	Kheshig
Kazekatta	Daevic
Kazekatta	Guru
Kazekatta	Nexus
Kazekatta	Soulforge
Kazekatta	Stormbound
Kesariya Robe	Daevic
Kesariya Robe	Eclipse
Kesariya Robe	Guru
Kesariya Robe	Kheshig
Killer's Baleful Sight	Eclipse
Killer's Baleful Sight	Guru
Killer's Baleful Sight	Nexus
Killer's Baleful Sight	Promethean
Killer's Baleful Sight	Vizier
King of All Weapons	Daevic
King of All Weapons	Guru
King of All Weapons	Kheshig
King's Keys	Eclipse
King's Keys	Helmsman
King's Keys	Vizier
King's Keys (Enhanced)	Eclipse
King's Keys (Enhanced)	Helmsman
King's Keys (Enhanced)	Soulforge
King's Keys (Enhanced)	Vizier
Kusanagi's Woe	Eclipse
Kusanagi's Woe	Guru
Kusanagi's Woe	Nexus
Kusanagi's Woe	Soulforge
Kusanagi's Woe	Stormbound
Lance Cannons	Daevic
Lance Cannons	Eclipse
Lance Cannons	Huay
Lance Cannons	Promethean
Lash of the Trickster	Daevic
Lash of the Trickster	Eclipse
Lash of the Trickster	Helmsman
Lash of the Trickster	Kheshig
Lash of the Trickster	Nexus
Lashing Blood	Daevic
Lashing Blood (Retold)	Daevic
Lashing Blood (Retold)	Promethean
Lashing Blood (Retold)	Radiant
Lashing Blood (Retold)	Vizier
Lashing Blood (Retold)	Volur
Lashing Spinnerets	Eclipse
Lashing Spinnerets	Guru
Lashing Spinnerets	Huay
Lashing Spinnerets	Promethean
Lashing Spinnerets	Vizier
Lashing Spinnerets (Akasha Retold)	Eclipse
Lashing Spinnerets (Akasha Retold)	Guru
Lashing Spinnerets (Akasha Retold)	Huay
Lashing Spinnerets (Akasha Retold)	Promethean
Lashing Spinnerets (Akasha Retold)	Vizier
Laundress's Sheet	Lunar
Laundress's Sheet	Stormbound
Laundress's Sheet	Vizier
Lavawalker's Boots	Guru
Lavawalker's Boots	Helmsman
Lavawalker's Boots	Nexus
Lavawalker's Boots	Stormbound
Lavawalker's Boots	Vizier
Lavawalker's Boots	Volur
Lavawalker's Boots (Retold)	Daevic
Lavawalker's Boots (Retold)	Guru
Lavawalker's Boots (Retold)	Helmsman
Lavawalker's Boots (Retold)	Nexus
Lavawalker's Boots (Retold)	Stormbound
Lavawalker's Boots (Retold)	Vizier
Lavawalker's Boots (Retold)	Volur
Leaping Gait	Daevic
Leaping Gait	Eclipse
Leaping Gait	Huay
Leaping Gait	Promethean
Leaping Gait	Vizier
Lenses of the Seer	Daevic
Lenses of the Seer	Eclipse
Lenses of the Seer	Guru
Lenses of the Seer	Helmsman
Lenses of the Seer	Huay
Lenses of the Seer	Kheshig
Lenses of the Seer	Lunar
Lenses of the Seer	Nexus
Lenses of the Seer	Promethean
Lenses of the Seer	Radiant
Lenses of the Seer	Stormbound
Lenses of the Seer	Vizier
Lenses of the Seer	Volur
Liar Liar	Daevic
Liar Liar	Eclipse
Liar Liar	Guru
Liar Liar	Helmsman
Liar Liar	Huay
Liar Liar	Kheshig
Liar Liar	Lunar
Liar Liar	Nexus
Liar Liar	Promethean
Liar Liar	Radiant
Liar Liar	Soulforge
Liar Liar	Stormbound
Liar Liar	Vizier
Liar Liar	Volur
Liar's Horns	Nexus
Liar's Horns	Stormbound
Liar's Horns	Vizier
Liar's Horns	Volur
Life Drinker	Daevic
Life Drinker	Eclipse
Life Drinker	Kheshig
Life Drinker	Soulforge
Lifechannel Ring	Vizier
Lifechannel Ring (Retold)	Vizier
Lifetaker's Runed Blade	Daevic
Lifetaker's Runed Blade	Helmsman
Lifetaker's Runed Blade	Kheshig
Lifetaker's Runed Blade	Nexus
Lifetaker's Runed Blade	Soulforge
Lifetaker's Runed Blade	Vizier
Light Step	Eclipse
Light Step	Guru
Light Whip	Vizier
Light Whip (Retold)	Vizier
Light Within Flesh	Promethean
Light Within Flesh	Radiant
Light Within Flesh	Vizier
Lightdash Bindings	Daevic
Lightdash Bindings	Guru
Lightdash Bindings	Helmsman
Lightdash Bindings	Stormbound
Lightdash Bindings (Akasha Retold)	Daevic
Lightdash Bindings (Akasha Retold)	Guru
Lightdash Bindings (Akasha Retold)	Helmsman
Lightdash Bindings (Akasha Retold)	Kheshig
Lightdash Bindings (Akasha Retold)	Stormbound
Lightning Rail	Daevic
Lightning Rail	Helmsman
Lightning Rail	Nexus
Lightning Rail	Soulforge
Lightning Rail	Stormbound
Lightning Rail	Vizier
Lightning Rod	Huay
Lightning Rod	Nexus
Lightning Rod	Stormbound
Lightning Rod	Vizier
Lightning Rod	Volur
Limbforge Accelerator	Daevic
Limbforge Accelerator	Helmsman
Limbforge Accelerator	Kheshig
Limbforge Accelerator	Promethean
Liminal Repartee	Guru
Liminal Repartee	Radiant
Liminal Repartee	Vizier
Liminal Repartee (Retold)	Guru
Liminal Repartee (Retold)	Radiant
Liminal Repartee (Retold)	Vizier
Line in the Sand	Guru
Line in the Sand	Huay
Line in the Sand	Kheshig
Line in the Sand	Nexus
Line in the Sand	Vizier
Line in the Sand	Volur
Lion's Heart	Daevic
Lion's Heart	Guru
Lion's Heart	Helmsman
Lion's Heart	Huay
Lion's Heart	Kheshig
Lion's Heart	Lunar
Lion's Heart	Promethean
Lion's Heart	Radiant
Loreseeker's Gloves	Guru
Loreseeker's Gloves	Promethean
Loreseeker's Gloves	Vizier
Loreseeker's Gloves	Volur
Lover's Tread	Daevic
Lover's Tread (Retold)	Daevic
Lover's Tread (Retold)	Eclipse
Lover's Tread (Retold)	Guru
Lover's Tread (Retold)	Nexus
Loyal Paladin's Spear of Light	Daevic
Loyal Paladin's Spear of Light	Guru
Loyal Paladin's Spear of Light	Helmsman
Loyal Paladin's Spear of Light	Nexus
Loyal Paladin's Spear of Light	Radiant
Loyal Paladin's Spear of Light	Vizier
Loyal Paladin's Spear of Light (Enhanced)	Daevic
Loyal Paladin's Spear of Light (Enhanced)	Guru
Loyal Paladin's Spear of Light (Enhanced)	Helmsman
Loyal Paladin's Spear of Light (Enhanced)	Nexus
Loyal Paladin's Spear of Light (Enhanced)	Radiant
Loyal Paladin's Spear of Light (Enhanced)	Soulforge
Loyal Paladin's Spear of Light (Enhanced)	Vizier
Loyal Paladin's Spear of Light (Retold)	Daevic
Loyal Paladin's Spear of Light (Retold)	Guru
Loyal Paladin's Spear of Light (Retold)	Helmsman
Loyal Paladin's Spear of Light (Retold)	Nexus
Loyal Paladin's Spear of Light (Retold)	Radiant
Loyal Paladin's Spear of Light (Retold)	Soulforge
Loyal Paladin's Spear of Light (Retold)	Vizier
Loyal Paladin's Spear of Light (Spheres of Akasha)	Daevic
Loyal Paladin's Spear of Light (Spheres of Akasha)	Guru
Loyal Paladin's Spear of Light (Spheres of Akasha)	Helmsman
Loyal Paladin's Spear of Light (Spheres of Akasha)	Nexus
Loyal Paladin's Spear of Light (Spheres of Akasha)	Radiant
Loyal Paladin's Spear of Light (Spheres of Akasha)	Vizier
Luminosity of the Lurker in Light	Guru
Luminosity of the Lurker in Light	Helmsman
Luminosity of the Lurker in Light	Radiant
Luminosity of the Lurker in Light	Vizier
Luminosity of the Lurker in Light (Retold)	Guru
Luminosity of the Lurker in Light (Retold)	Huay
Luminosity of the Lurker in Light (Retold)	Radiant
Luminosity of the Lurker in Light (Retold)	Vizier
Lyricist's Lament	Daevic
Lyricist's Lament	Nexus
Lyricist's Lament	Soulforge
Lyricist's Lament	Stormbound
Lyricist's Lament	Vizier
MacAlister's Mystical Plough	Daevic
MacAlister's Mystical Plough	Eclipse
MacAlister's Mystical Plough	Guru
MacAlister's Mystical Plough	Helmsman
MacAlister's Mystical Plough	Huay
MacAlister's Mystical Plough	Kheshig
MacAlister's Mystical Plough	Lunar
MacAlister's Mystical Plough	Nexus
MacAlister's Mystical Plough	Promethean
MacAlister's Mystical Plough	Radiant
MacAlister's Mystical Plough	Soulforge
MacAlister's Mystical Plough	Stormbound
MacAlister's Mystical Plough	Vizier
MacAlister's Mystical Plough	Volur
Machinist's Pile Bunker	Daevic
Machinist's Pile Bunker	Eclipse
Machinist's Pile Bunker	Helmsman
Machinist's Pile Bunker	Soulforge
Machinist's Powered Armor	Daevic
Machinist's Powered Armor	Eclipse
Machinist's Powered Armor	Helmsman
Machinist's Powered Armor	Soulforge
Mage's Final Trick	Guru
Mage's Final Trick	Radiant
Mage's Final Trick	Vizier
Mage's Final Trick	Volur
Mageblight	Guru
Mageblight	Huay
Mageblight	Nexus
Mageblight	Promethean
Mageblight	Stormbound
Mageblight	Vizier
Mageblight	Volur
Magecraft Repeater	Daevic
Magecraft Repeater	Helmsman
Magecraft Repeater	Kheshig
Magecraft Repeater	Nexus
Magecraft Repeater	Soulforge
Magecraft Repeater	Stormbound
Magecraft Repeater	Vizier
Mageslayer's Greatblade	Daevic
Mageslayer's Greatblade	Eclipse
Mageslayer's Greatblade	Helmsman
Mageslayer's Greatblade	Kheshig
Mageslayer's Greatblade	Soulforge
Mageslayer's Greatblade	Stormbound
Mai'yr's Band	Guru
Mai'yr's Band	Huay
Mai'yr's Band	Nexus
Mai'yr's Band	Stormbound
Mai'yr's Band	Vizier
Mai'yr's Band	Volur
Mai'yr's Band (Retold)	Guru
Mai'yr's Band (Retold)	Huay
Mai'yr's Band (Retold)	Nexus
Mai'yr's Band (Retold)	Stormbound
Mai'yr's Band (Retold)	Vizier
Mai'yr's Band (Retold)	Volur
Mai'yr's Earring of Shrouded Auras	Daevic
Mai'yr's Earring of Shrouded Auras	Eclipse
Mai'yr's Earring of Shrouded Auras	Guru
Mai'yr's Earring of Shrouded Auras	Helmsman
Mai'yr's Earring of Shrouded Auras	Huay
Mai'yr's Earring of Shrouded Auras	Kheshig
Mai'yr's Earring of Shrouded Auras	Lunar
Mai'yr's Earring of Shrouded Auras	Nexus
Mai'yr's Earring of Shrouded Auras	Promethean
Mai'yr's Earring of Shrouded Auras	Radiant
Mai'yr's Earring of Shrouded Auras	Rajah
Mai'yr's Earring of Shrouded Auras	Soulforge
Mai'yr's Earring of Shrouded Auras	Stormbound
Mai'yr's Earring of Shrouded Auras	Vizier
Mai'yr's Earring of Shrouded Auras	Volur
Mai'yr's Earthen Binding	Daevic
Mai'yr's Earthen Binding	Guru
Mai'yr's Earthen Binding	Huay
Mai'yr's Earthen Binding	Kheshig
Mai'yr's Earthen Binding	Nexus
Mai'yr's Earthen Binding	Stormbound
Mai'yr's Earthen Binding	Vizier
Mai'yr's Earthen Binding	Volur
Mai'yr's Icy Glare	Eclipse
Mai'yr's Icy Glare	Guru
Mai'yr's Icy Glare	Helmsman
Mai'yr's Icy Glare	Nexus
Mai'yr's Icy Glare	Radiant
Mai'yr's Icy Glare	Stormbound
Mai'yr's Icy Glare	Vizier
Mai'yr's Icy Glare	Volur
Maiden's Voice	Daevic
Maiden's Voice	Eclipse
Maiden's Voice	Guru
Maiden's Voice	Helmsman
Maiden's Voice	Huay
Maiden's Voice	Kheshig
Maiden's Voice	Lunar
Maiden's Voice	Nexus
Maiden's Voice	Promethean
Maiden's Voice	Radiant
Maiden's Voice	Rajah
Maiden's Voice	Soulforge
Maiden's Voice	Stormbound
Maiden's Voice	Vizier
Maiden's Voice	Volur
Mantle of Corrupted Power	Daevic
Mantle of Corrupted Power	Eclipse
Mantle of Corrupted Power	Huay
Mantle of Corrupted Power	Kheshig
Mantle of Corrupted Power	Nexus
Mantle of Corrupted Power	Promethean
Mantle of Corrupted Power	Vizier
Mantle of Infernal Dukedom	Guru
Mantle of Infernal Dukedom	Nexus
Mantle of Infernal Dukedom	Vizier
Mantle of Murderous Intent	Eclipse
Mantle of Murderous Intent	Promethean
Mantle of Murderous Intent	Vizier
Mantle of Murderous Intent	Volur
Mantle of Murderous Intent (Akasha Retold)	Eclipse
Mantle of Murderous Intent (Akasha Retold)	Nexus
Mantle of Murderous Intent (Akasha Retold)	Promethean
Mantle of Murderous Intent (Akasha Retold)	Vizier
Mantle of Murderous Intent (Akasha Retold)	Volur
Mantle of Nature	Guru
Mantle of Nature	Huay
Mantle of Nature	Nexus
Mantle of Nature	Stormbound
Mantle of Nature	Vizier
Mantle of Temporal Manipulation	Nexus
Mantle of Temporal Manipulation	Promethean
Mantle of Temporal Manipulation	Radiant
Mantle of Temporal Manipulation	Vizier
Mantle of Temporal Manipulation	Volur
Mantle of the Horned Judge	Daevic
Mantle of the Horned Judge	Eclipse
Mantle of the Horned Judge	Guru
Mantle of the Horned Judge	Helmsman
Mantle of the Horned Judge	Huay
Mantle of the Horned Judge	Kheshig
Mantle of the Horned Judge	Lunar
Mantle of the Horned Judge	Nexus
Mantle of the Horned Judge	Promethean
Mantle of the Horned Judge	Radiant
Mantle of the Horned Judge	Soulforge
Mantle of the Horned Judge	Stormbound
Mantle of the Horned Judge	Vizier
Mantle of the Horned Judge	Volur
Mantle of the Jolly Saint	Daevic
Mantle of the Jolly Saint	Eclipse
Mantle of the Jolly Saint	Guru
Mantle of the Jolly Saint	Helmsman
Mantle of the Jolly Saint	Huay
Mantle of the Jolly Saint	Kheshig
Mantle of the Jolly Saint	Lunar
Mantle of the Jolly Saint	Nexus
Mantle of the Jolly Saint	Promethean
Mantle of the Jolly Saint	Radiant
Mantle of the Jolly Saint	Soulforge
Mantle of the Jolly Saint	Stormbound
Mantle of the Jolly Saint	Vizier
Mantle of the Jolly Saint	Volur
Mantra of Reprisal	Nexus
Mantra of Reprisal	Promethean
Mantra of Reprisal	Radiant
Mantra of Reprisal	Vizier
Mantra of Reprisal	Volur
Manyfold Aspect	Eclipse
Manyfold Aspect	Guru
Manyfold Aspect	Huay
Manyfold Aspect	Promethean
Manyfold Aspect	Vizier
Manyfold Aspect	Volur
Marid's Sanadils	Guru
Marid's Sanadils	Helmsman
Marid's Sanadils	Huay
Marid's Sanadils	Nexus
Marid's Sanadils	Stormbound
Marilith's Aspect	Daevic
Marilith's Aspect	Huay
Marilith's Aspect	Promethean
Marilith's Aspect	Stormbound
Mark of the Gate Guardian	Daevic
Mark of the Gate Guardian	Helmsman
Mark of the Gate Guardian	Kheshig
Mark of the Gate Guardian	Radiant
Mark of the Wounded Beast	Eclipse
Mark of the Wounded Beast	Guru
Mark of the Wounded Beast	Helmsman
Mark of the Wounded Beast	Huay
Mark of the Wounded Beast	Kheshig
Mark of the Wounded Beast	Lunar
Mark of the Wounded Beast	Nexus
Martial Artist's Striking Wraps	Daevic
Martial Artist's Striking Wraps	Eclipse
Martial Artist's Striking Wraps	Guru
Martial Artist's Striking Wraps	Helmsman
Martial Artist's Striking Wraps	Huay
Martial Artist's Striking Wraps	Kheshig
Martial Artist's Striking Wraps	Nexus
Martial Artist's Striking Wraps	Soulforge
Martial Artist's Striking Wraps	Stormbound
Martyr's Bulwark	Daevic
Martyr's Bulwark	Kheshig
Martyr's Bulwark	Soulforge
Martyr's Bulwark	Stormbound
Martyr's Bulwark	Vizier
Martyr's Toga	Guru
Martyr's Toga	Helmsman
Martyr's Toga	Huay
Martyr's Toga	Lunar
Martyr's Toga	Nexus
Martyr's Toga	Promethean
Martyr's Toga	Radiant
Martyr's Toga	Volur
Martyr's Toga (Retold)	Guru
Martyr's Toga (Retold)	Helmsman
Martyr's Toga (Retold)	Huay
Martyr's Toga (Retold)	Lunar
Martyr's Toga (Retold)	Nexus
Martyr's Toga (Retold)	Promethean
Martyr's Toga (Retold)	Radiant
Martyr's Toga (Retold)	Volur
Mask of Elemental Adaptation	Guru
Mask of Elemental Adaptation	Helmsman
Mask of Elemental Adaptation	Huay
Mask of Elemental Adaptation	Lunar
Mask of Elemental Adaptation	Nexus
Mask of Elemental Adaptation	Radiant
Mask of Elemental Adaptation	Stormbound
Mask of Elemental Adaptation	Volur
Mask of Elemental Adaptation (Akasha Retold)	Daevic
Mask of Elemental Adaptation (Akasha Retold)	Eclipse
Mask of Elemental Adaptation (Akasha Retold)	Guru
Mask of Elemental Adaptation (Akasha Retold)	Helmsman
Mask of Elemental Adaptation (Akasha Retold)	Huay
Mask of Elemental Adaptation (Akasha Retold)	Lunar
Mask of Elemental Adaptation (Akasha Retold)	Nexus
Mask of Elemental Adaptation (Akasha Retold)	Radiant
Mask of Elemental Adaptation (Akasha Retold)	Stormbound
Mask of Elemental Adaptation (Akasha Retold)	Vizier
Mask of Elemental Adaptation (Akasha Retold)	Volur
Mask of Stone	Helmsman
Mask of Stone	Huay
Mask of Stone	Vizier
Mask of Stone	Volur
Mask of the Hunter	Daevic
Mask of the Hunter	Eclipse
Mask of the Hunter	Guru
Mask of the Hunter	Huay
Mask of the Hunter	Kheshig
Mask of the Hunter	Promethean
Mask of the Hunter	Volur
Mask of the Hunter (Retold)	Daevic
Mask of the Hunter (Retold)	Eclipse
Mask of the Hunter (Retold)	Guru
Mask of the Hunter (Retold)	Huay
Mask of the Hunter (Retold)	Kheshig
Mask of the Hunter (Retold)	Promethean
Mask of the Hunter (Retold)	Stormbound
Mask of the Hunter (Retold)	Volur
Mask of the Nosoi	Eclipse
Mask of the Nosoi	Guru
Mask of the Nosoi	Nexus
Mask of the Nosoi	Vizier
Mask of the Succubus	Guru
Mask of the Succubus	Huay
Mask of the Succubus	Nexus
Mask of the Succubus	Vizier
Master's Edge	Daevic
Master's Edge	Kheshig
Master's Edge	Soulforge
Master's Edge	Stormbound
Master's Sash	Daevic
Master's Sash	Guru
Maw of the Starving Beast	Daevic
Maw of the Starving Beast	Huay
Maw of the Starving Beast	Promethean
Maw of the Starving Beast	Stormbound
Maw of the Starving Beast (Akasha Retold)	Daevic
Maw of the Starving Beast (Akasha Retold)	Huay
Maw of the Starving Beast (Akasha Retold)	Promethean
Maw of the Starving Beast (Akasha Retold)	Stormbound
Maws of Devouring	Daevic
Maws of Devouring	Eclipse
Maws of Devouring	Huay
Maws of Devouring	Promethean
Meditant's Book of Sutras	Eclipse
Meditant's Book of Sutras	Guru
Meditant's Book of Sutras	Huay
Meditant's Book of Sutras	Nexus
Meditant's Book of Sutras	Soulforge
Meditant's Book of Sutras	Vizier
Merchant's Mantle	Daevic
Merchant's Mantle	Lunar
Merchant's Mantle	Vizier
Merchant's Mantle	Volur
Mermaid's Tail	Daevic
Mermaid's Tail	Eclipse
Mermaid's Tail	Guru
Mermaid's Tail	Helmsman
Mermaid's Tail	Huay
Mermaid's Tail	Kheshig
Mermaid's Tail	Lunar
Mermaid's Tail	Nexus
Mermaid's Tail	Promethean
Mermaid's Tail	Radiant
Mermaid's Tail	Rajah
Mermaid's Tail	Soulforge
Mermaid's Tail	Stormbound
Mermaid's Tail	Vizier
Mermaid's Tail	Volur
Messenger of Great Moths	Eclipse
Messenger of Great Moths	Radiant
Metabolist's Scarf	Guru
Metabolist's Scarf	Helmsman
Metabolist's Scarf	Huay
Metabolist's Scarf	Radiant
Metabolist's Scarf (Retold)	Daevic
Metabolist's Scarf (Retold)	Guru
Metabolist's Scarf (Retold)	Helmsman
Metabolist's Scarf (Retold)	Huay
Metabolist's Scarf (Retold)	Radiant
Mindspan Nexus	Eclipse
Mindspan Nexus	Promethean
Mindspan Nexus	Radiant
Mindspan Nexus	Vizier
Mindspawn Parasite	Promethean
Mindspawn Parasite	Vizier
Mjolnir	Daevic
Mjolnir	Nexus
Mjolnir	Stormbound
Mjolnir	Vizier
Mjolnir (Enhanced)	Daevic
Mjolnir (Enhanced)	Nexus
Mjolnir (Enhanced)	Soulforge
Mjolnir (Enhanced)	Stormbound
Mjolnir (Enhanced)	Vizier
Mobius Ribbon	Radiant
Molten Scales	Daevic
Molten Scales	Helmsman
Molten Scales	Stormbound
Molten Scales (Enhanced)	Daevic
Molten Scales (Enhanced)	Helmsman
Molten Scales (Enhanced)	Huay
Molten Scales (Enhanced)	Soulforge
Molten Scales (Enhanced)	Stormbound
Monster Hunter's Cloak	Daevic
Monster Hunter's Cloak	Eclipse
Monster Hunter's Cloak	Huay
Monster Hunter's Cloak	Kheshig
Monster Hunter's Cloak	Lunar
Monster Hunter's Cloak	Nexus
Monster Hunter's Cloak	Promethean
Monster Hunter's Cloak	Radiant
Monster Hunter's Cloak	Vizier
Monster Hunter's Cloak	Volur
Monster Hunter's Cloak (Akasha Retold)	Daevic
Monster Hunter's Cloak (Akasha Retold)	Eclipse
Monster Hunter's Cloak (Akasha Retold)	Huay
Monster Hunter's Cloak (Akasha Retold)	Kheshig
Monster Hunter's Cloak (Akasha Retold)	Lunar
Monster Hunter's Cloak (Akasha Retold)	Nexus
Monster Hunter's Cloak (Akasha Retold)	Promethean
Monster Hunter's Cloak (Akasha Retold)	Stormbound
Monster Hunter's Cloak (Akasha Retold)	Vizier
Monster Hunter's Cloak (Akasha Retold)	Volur
Mother of All Weapons	Daevic
Mother of All Weapons	Guru
Mother of All Weapons	Kheshig
Mummy's Wrappings	Helmsman
Mummy's Wrappings	Lunar
Mummy's Wrappings	Promethean
Mummy's Wrappings	Radiant
Mummy's Wrappings	Vizier
Murder's Mask	Daevic
Murder's Mask	Eclipse
Murder's Mask	Huay
Murder's Mask	Nexus
Murder's Mask	Promethean
Murder's Mask	Stormbound
Murder's Mask	Vizier
Murder's Mask	Volur
Mutagenic Adaptation	Helmsman
Mutagenic Adaptation	Kheshig
Mutagenic Adaptation	Promethean
Mutagenic Adaptation	Radiant
Nano-Material Extruder	Eclipse
Nano-Material Extruder	Helmsman
Nano-Material Extruder	Soulforge
Nano-Material Extruder	Vizier
Nature's Wrath	Daevic
Nature's Wrath	Huay
Nature's Wrath	Kheshig
Nature's Wrath	Stormbound
Nature's Wrath	Volur
Navigator's Boon	Helmsman
Network Interfacer	Daevic
Network Interfacer	Eclipse
Network Interfacer	Guru
Network Interfacer	Helmsman
Network Interfacer	Huay
Network Interfacer	Lunar
Network Interfacer	Nexus
Network Interfacer	Promethean
Network Interfacer	Radiant
Network Interfacer	Vizier
Network Interfacer	Volur
Neurospore Mycorrhiza	Huay
Neurospore Mycorrhiza	Nexus
Neurospore Mycorrhiza	Promethean
Neurospore Mycorrhiza	Radiant
Neurospore Mycorrhiza	Stormbound
Neurospore Mycorrhiza	Vizier
Neurospore Mycorrhiza	Volur
Nightmare's Eye	Guru
Nightmare's Eye	Huay
Nightmare's Eye	Lunar
Nightmare's Eye	Nexus
Nightmare's Eye	Promethean
Nightmare's Eye	Vizier
No Mind	Daevic
No Mind	Eclipse
No Mind	Guru
No Mind	Lunar
No Mind	Vizier
Nothingness Shroud	Eclipse
Nothingness Shroud	Helmsman
Nothingness Shroud	Lunar
Nothingness Shroud	Promethean
Nothingness Shroud	Vizier
Nothingness Shroud (Akasha Retold)	Eclipse
Nothingness Shroud (Akasha Retold)	Helmsman
Nothingness Shroud (Akasha Retold)	Lunar
Nothingness Shroud (Akasha Retold)	Promethean
Nothingness Shroud (Akasha Retold)	Vizier
Nymph's Visage	Huay
Nymph's Visage	Radiant
Nymph's Visage	Vizier
Nymph's Visage	Volur
Nymph's Visage (Retold)	Huay
Nymph's Visage (Retold)	Radiant
Nymph's Visage (Retold)	Vizier
Nymph's Visage (Retold)	Volur
Obelisk of the Unknown	Nexus
Obelisk of the Unknown	Promethean
Obelisk of the Unknown	Vizier
Obelisk of the Unknown	Volur
Odin's Noose	Guru
Odin's Noose	Lunar
Odin's Noose	Nexus
Odin's Noose	Vizier
Odin's Noose	Volur
Ominous Leap	Eclipse
Ominous Leap	Guru
Ominous Leap	Nexus
Ominous Leap	Promethean
Ominous Leap	Vizier
Ominous Leap	Volur
Orb of Recorded Time	Guru
Orb of Recorded Time	Nexus
Orb of Recorded Time	Promethean
Orb of Recorded Time	Radiant
Orb of Recorded Time	Soulforge
Orb of Recorded Time	Vizier
Orbital Force	Eclipse
Orbital Force	Guru
Orbital Force	Helmsman
