name	type	system	prerequisites	benefit	normal	special	source	url
All Together Now (Squadron)	Squadron	spheres	Communication sphere, Posse Commander.	Whenever a squadron member assumes an approach, other squadron members may assume that approach for as long as the first member maintains it. This does not allow characters to exceed the number of approaches they could normally assume at a time.			Spheres of Power/Might (Drop Dead Studios) [LotS]	
Battlefield Tactics (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	You may give your actions to members of your squadron. The type of action required to do this is equal to the type of action given: swift, move, standard, full-round, or attack of opportunity. If you give an attack of opportunity action to another squadron member, they must use it to attack the target that provoked the attack of opportunity from you. A character can not receive more than one extra action per round this way, regardless of how many squadrons they might be a member of.			Spheres of Power/Might (Drop Dead Studios)	
Close Formation (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	When members of your squadron use the aid another action on other squadron members, they grant their ally an additional +2 bonus.			Spheres of Power/Might (Drop Dead Studios)	
Collective Intensity (Combat, Squadron)	Combat, Squadron	spheres	tension pool, Communication Sphere, Posse Commander; War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	As an immediate action, you may allow an ally in your squadron to use your tension pool and any abilities which involve spending tension as if they also had them until the end of the current turn. The tension cost of any ability used in this way increases by 1. A character cannot use both another squadron member’s tension and their own during the same turn.			Baron’s Glorious Arena [3PP]	
Coordinated Plot (Squadron)	Squadron	spheres	Communication sphere, Posse Commander.	Whenever a squadron member reveals a plan, they may choose another member of the squadron to gain its benefits in place of them.			Spheres of Power/Might (Drop Dead Studios) [LotS]	
Distributed Strain (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Hive Mind, Troop Commander: caster level 5th or 5 ranks in Diplomacy.	Whenever a member of your squadron would take strain damage. Any willing member of your squadron may choose to take any amount of that strain damage in place of the original target. Strain damage gained from redistribution effects within 1 minute of each other is cumulative for the purpose of determining if a character gains a severance.			Baron’s Secluded Library [SM—]	
Focused Fire Tactics (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	As a swift action, you may spend a spell point or expend your martial focus and designate a target. Until the beginning of your next turn, whenever a member of your squadron hits that target, all members of your squadron receive an additional +1 circumstance bonus to attack rolls and damage against that target. Members with iterative attacks can benefit from bonuses generated earlier in the same turn. This bonus stacks with itself, up to a maximum equal to your War caster level or your ranks in Diplomacy, whichever is higher.			Spheres of Power/Might (Drop Dead Studios)	
Hive Mind (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander; caster level 5th or 5 ranks in Diplomacy.	You gain the ability to communicate telepathically with all members of your squadron regardless of range, allowing you to send messages and for them to send their own. In addition, you do not need to touch members of your squadron in order to renew your bond with them; they need only be in telepathic contact with you when you take a minute to renew your bond. So long as at least one member of your squadron is aware of a threat, all members are aware of the threat and cannot be flanked by threats that others are aware of. Such awareness can spread along a “chain” of creatures under appropriate circumstances, potentially alerting distant creatures.			Spheres of Power/Might (Drop Dead Studios) [Alienist HB]	
Infantry Formation (Squadron)	Squadron	spheres	Squadron Commander or Troop Commander.	As a move action, you may expend your martial focus or spend 1 spell point to give all other squad members within close range (25 feet + 5 feet per 2 ranks in Diplomacy) a free move action that can only be spent to move toward you to create one of three formations.<br><br>Cone: Additional allies who choose to use this free movement must end their turn standing adjacent to either yourself or other allies, forming a single cone.<br><br>Line: Additional allies who choose to use this free movement must end their turn standing adjacent to either yourself or other allies, forming a single line.<br><br>Square: Additional allies who choose to use this free movement must form up into a tight square formation.<br><br>The first ally to move must move adjacent to at least one other squad member, the second ally to move must be adjacent to at least two other squad members, and any additional allies must either move adjacent to at least three other squad members, or move to be adjacent to an ally already adjacent to at least three other squad members.			Spheres of Power/Might (Drop Dead Studios) [High. HB]	
Instructive Command (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	Choose a skill you are trained in. All members of your squadron are treated as having at least as many ranks in that skill as you. If you possess the skill unlock for that skill, members of your squadron may use the skill unlock powers made available by your number of ranks in the skill. Whenever you rest for 8 hours, you may change the skill you have chosen to share.			Spheres of Power/Might (Drop Dead Studios)	
Lightning Tactics (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander; character level 10th.	After you roll initiative, you may spend a spell point or expend your martial focus. If you do, squadron members may use your natural d20 roll in place of their own roll. They keep their own modifiers.			Spheres of Power/Might (Drop Dead Studios)	
Mass Command (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander, casting class feature.	When using a sphere ability on a single creature in your squadron other than yourself, you may spend an additional spell point to target any number of creatures in your squadron. All squadron members must be within the range of the sphere ability. You must have line of sight and line of effect to affect them, and you may include yourself as a target. This cannot be used with sphere effects that do not have the option of being augmented by a (mass) talent. If the sphere ability has a duration greater than 1 hour, it is reduced to 1 hour.			Spheres of Power/Might (Drop Dead Studios)	
Middle Man (Squadron)	Squadron	spheres	Communication sphere, Faction sphere, Posse Commander.	When you would gain the benefits of your requisition from the Faction sphere, you may have a member of your squadron gain the benefits in place of you. Members of your squadron may requisition using your talents and resource budgets.			Spheres of Power/Might (Drop Dead Studios) [LotS]	
Mixed Formation (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	Members of your squadron do not provide cover to enemies, and members do not take penalties for shooting into melee against enemies in melee exclusively with other squadron members.			Spheres of Power/Might (Drop Dead Studios)	
Mobile Tactics (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	Squadron members may use a swift action to move a squadron member who is in a square adjacent to them to another square that is also adjacent to them. This movement does not provoke attacks of opportunity.			Spheres of Power/Might (Drop Dead Studios)	
Perpetual Connection (Squadron)	Squadron	spheres	Communication sphere, Posse Commander; or War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	Choose a creature when you gain this feat. That creature does not count towards the maximum number of creatures in your squadron and you never need to renew your bond to keep that creature in your squadron. Whenever you use a Squadron feat that normally requires spending a spell point, plan, or martial focus, you do not need to spend the resource if it only affects creatures you have selected with this feat.		You may select this feat multiple times, each time selecting a different creature. If you have the Bonded Casting drawback, you may select this feat as a drawback feat.	Baron’s Secluded Library [SM—]	
Phalanx Formation (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	While a member of your squadron is adjacent to another member of your squadron, they receive a +2 circumstance bonus to AC and melee attack rolls. This bonus increases by +1 for every additional member adjacent after the first.			Spheres of Power/Might (Drop Dead Studios)	
Pincer Formation (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	When two or more members of your squadron flank an enemy, their flanking bonus applies to damage rolls as well as attack rolls.			Spheres of Power/Might (Drop Dead Studios)	
Platoon Commander (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	The number of members of your squadron increases. Your squadron includes yourself and 4 allies plus an additional ally for every 2 caster levels or ranks in Diplomacy (whichever is higher) you possess. You may add troop or crew creatures to your squadron, with each counting as 4 creatures.			Spheres of Power/Might (Drop Dead Studios)	
Posse Commander (Squadron)	Squadron	spheres	Communication sphere.	You have a squadron of allies who experience greater benefits from your abilities.<br><br>Your squadron includes yourself and up to 3 additional allies, plus an additional ally for every 5 ranks in your Communication associated skill. You can change membership any time you get a full night’s rest, but you must communicate in person to the ally to add it to your squadron. You must spend 1 minute every day renewing the links between you and your squad members. You must have access to each member you wish to include.<br><br>Squadron member allies must be specific individuals. Allies can include summoned companions that are effectively the same creature being summoned each time (such as the companion summoned with the Conjuration sphere), but not spontaneously created creatures. Alternatively, instead of adding any additional allies, you may include one crew or troop. For example, if you have 5 ranks in the associated skill your squad may be made up either yourself and four additional allies, or yourself and one crew or troop.<br><br>You are always considered to have a rapport with your squadron members and they do not count towards the number of creatures you may form rapports with at a time. Whenever a squadron member attempts a skill check, up to one other squadron member capable of communicating with the rolling member may spend 1 use of skill leverage to grant the rolling member one use of skill leverage usable for that skill check.<br><br>Members of your squadron gain increased bonuses from your rapport. If a rapport grants a bonus to any d20 roll or any number that is the target of a d20 roll (such as AC, attack rolls, saving throws, CMB, CMD, ability checks, skill checks, concentration checks, or spell penetration checks), that bonus increases by +1, and an additional +1 for every 10 ranks in a skill associated with the Communication sphere you possess.<br><br>For the purpose of determining how many additional allies you may have in a squadron, this feat does not stack with Squadron Commander or Troop Commander, but this feat counts as Squadron Commander for the purpose of feats and other elements with Squadron Commander as a prerequisite. Similarly, these feats and their respective spheres may be used in place of the Communication sphere and this feat for the purpose of meeting prerequisites for other squadron feats. You may reveal a plan as a free action in place of spending martial focus or a spell point when using a squadron feat.<br><br>Addendum: For the purpose of determining how many additional allies you may have in a squadron, this feat does not stack with Squadron Commander or Troop Commander, but this feat counts as either Squadron Commander or Troop Commander and either the War or Warleader sphere for the purpose of feats and other elements with Squadron Commander as a prerequisite. Similarly, these feats and their respective spheres may be used in place of the Communication sphere and this feat for the purpose of meeting prerequisites for other squadron feats. You may reveal a plan as a free action in place of spending martial focus or a spell point when using a squadron feat.			Spheres of Power/Might (Drop Dead Studios) [LotS]	
Ranged Command (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander; casting class feature.	You may choose to have your sphere talents or abilities which target a willing creature have a range of close rather than touch when targeting members of your squadron.			Spheres of Power/Might (Drop Dead Studios)	
Rehearsed Performance (Squadron)	Squadron	spheres	Communication sphere; one of Performance sphere ((dance) package), bardic performance, psionics, or raging song; Posse Commander.	Whenever you start a dance, bardic performance, psionics, or raging song, you may reveal a plan to allow all allies in your posse to benefit from the effects regardless of range or line of sight.			Spheres of Power/Might (Drop Dead Studios) [LotS]	
Requested Command (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	Any member of your squadron may expend a standard action requesting assistance. You may immediately respond by using a sphere ability that targets them (and only them, not an area around them) as a free action. You must be in range, and you must be able to use the sphere ability. Using the sphere ability draws attacks of opportunity normally.			Spheres of Power/Might (Drop Dead Studios)	
Scouting Tactics (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	As a swift action, you may spend a spell point or expend your martial focus to mentally communicate with the rest of your squadron the location of an enemy you have successfully damaged that turn. Until the beginning of your next turn, the target does not benefit from concealment or any form of stealth.			Spheres of Power/Might (Drop Dead Studios)	
Shielded Formation (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	Whenever a member of your squadron leaves a square adjacent to another member of your squadron, they do not provoke attacks of opportunity from adjacent enemies.			Spheres of Power/Might (Drop Dead Studios)	
Squad Triangulation (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	You always know the position of members of your squad relative to yourself even if you cannot see or hear them. Members of your squad are always aware of your position and each others’ positions in a similar manner. In addition, you are treated as having line of sight on all members of your squadron at all times but increase the action necessary to affect creatures you cannot directly see with your Squadron feat abilities by one step.<br><br>Author's Note: The ability to ignore line of sight and targeting restrictions only extends to other squadron feat abilities, and not to other abilities.			Spheres of Power/Might (Drop Dead Studios) [Alienist HB]	
Squadron Commander (Squadron)	Squadron	spheres	War sphere.	You have a squadron of allies who experience greater benefits from your totems. Your squadron can include yourself and up to 3 additional allies, plus an additional ally for every 5 caster levels you possess or for every 5 ranks in Diplomacy you possess, whichever is higher. You can change the membership any time you rest and regain spell points, but you must touch a creature to add it to your squadron. You must spend 1 minute every day renewing the links between you and your squad members. You must have access to each member you wish to include. Your caster level at the time you renew this connection is used for this ability through the day, even if your caster level changes.<br><br>Squadron members must be specific individuals. Squadrons can include summoned companions that are effectively the same creature being summoned each time (such as the companion summoned with the Conjuration sphere), but not spontaneously created creatures.<br><br>Alternatively, instead of allies, your squadron may consist of yourself and one crew or troop.<br><br>Members of your squadron gain increased bonuses from your totems. If a totem grants a bonus to any d20 roll or any number that is the target of a d20 roll (such as AC, attack rolls, saving throws, CMB, CMD, ability checks, skill checks, concentration checks, or spell penetration checks), that bonus increases by +1, and an additional +1 for every 10 War caster levels you possess.			Spheres of Power/Might (Drop Dead Studios)	
Squadron Network (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander; character level 10th.	If a creature is a member of the squadron of one of your squadron members, you may treat that creature as a member of your squadron.			Spheres of Power/Might (Drop Dead Studios) [Alienist HB]	
Troop Commander (Squadron)	Squadron	spheres	Warleader sphere.	You have a squadron of allies who experience greater benefits from your tactics. Your squadron includes yourself and up to 3 additional allies, plus an additional ally for every 5 ranks in Diplomacy. You can change membership any time you get a full-night’s rest, but you must touch the ally to add it to your squadron. You must spend 1 minute every day renewing the links between you and your squad members. You must have access to each member you wish to include.<br><br>Squad member allies must be specific individuals. Allies can include summoned companions that are effectively the same creature being summoned each time (such as the companion summoned with the Conjuration sphere), but not spontaneously created creatures. Alternatively, instead of adding any additional allies, you may include one crew or troop. For example, if you have 5 ranks in Diplomacy your squad may be made up either yourself and four additional allies, or yourself and one crew or troop.<br><br>Members of your squadron gain increased bonuses from your tactics. If a tactic grants a bonus to any d20 roll or any number that is the target of a d20 roll (such as AC, attack rolls, saving throws, CMB, CMD, ability checks, skill checks, concentration checks, or spell penetration checks), that bonus increases by +1, and an additional +1 for every 10 ranks in Diplomacy you possess.<br><br>For the purpose of determining how many additional allies you may have in a squadron, this feat doesn’t stack with Squadron Commander, but this feat counts as Squadron Commander for the purpose of feats and other elements with Squadron Commander as a prerequisite.			Spheres of Power/Might (Drop Dead Studios) [High. HB]	
Vigilant Command (Squadron)	Squadron	spheres	War sphere, Squadron Commander; or Warleader sphere, Troop Commander.	You may rally any ally in your squadron within long range or that you can see, even if they are not within range of a totem, and you can always rally yourself.<br><br>Based around the use of the Squadron Commander or Troop Commander feats, Squadron feats offer various ways for allies to help each other. Unlike Teamwork feats, however, only one person in the party needs to know the feat being used.<br><br>Battlefield Tactics (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: You may give your actions to members of your squadron. The type of action required to do this is equal to the type of action given: swift, move, standard, fullround, or attack of opportunity. If you give an attack of opportunity action to another squadron member, they must use it to attack the target that provoked the attack of opportunity from you. A character can not receive more than one extra action per round this way, regardless of how many squadrons they might be a member of.<br><br>Close Formation (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: When members of your squadron use the aid another action on other squadron members, they grant their ally an additional +2 bonus.<br><br>Focused Fire Tactics (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: As a swift action, you may spend a spell point and designate a target. Until the beginning of your next turn, whenever a member of your squadron hits that target, all members of your squadron receive an additional +1 circumstance bonus to attack rolls and damage against that target. Members with iterative attacks can benefit from bonuses generated earlier in the same turn. This bonus stacks with itself, up to a maximum equal to your War sphere caster level.<br><br>Infantry Formation (Squadron) [High. HB]<br><br>Prerequisite: Squadron Commander or Troop Commander.<br><br>Benefit: As a move action, you may expend your martial focus or spend 1 spell point to give all other squad members within close range (25 feet + 5 feet per 2 ranks in Diplomacy) a free move action that can only be spent to move toward you to create one of three formations.<br><br>Cone: Additional allies who choose to use this free movement must end their turn standing adjacent to either yourself or other allies, forming a single cone.<br><br>Line: Additional allies who choose to use this free movement must end their turn standing adjacent to either yourself or other allies, forming a single line.<br><br>Square: Additional allies who choose to use this free movement must form up into a tight square formation.<br><br>The first ally to move must move adjacent to at least one other squad member, the second ally to move must be adjacent to at least two other squad members, and any additional allies must either move adjacent to at least three other squad members, or move to be adjacent to an ally already adjacent to at least three other squad members.<br><br>Instructive Command (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: Choose a skill you are trained in. All members of your squadron are treated as having at least as many ranks in that skill as you. If you possess the skill unlock for that skill, members of your squadron may use the skill unlock powers made available by your number of ranks in the skill.<br><br>Lightning Tactics (Squadron)<br><br>Prerequisites: Squadron Commander, 10th caster level or higher.<br><br>Benefit: After you roll initiative, you may spend a spell point. If you do, squadron members may use your natural d20 roll in place of their own roll. They keep their own modifiers.<br><br>Mass Command (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: You may spend an additional spell point when using a sphere ability that targets a willing creature to affect any number of targets in your squadron. All targets must be within range.<br><br>Mixed Formation (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: Members of your squadron do not provide cover to enemies, and members do not take penalties for shooting into melee against enemies in melee exclusively with other squadron members.<br><br>Mobile Tactics (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: Squadron members may use a swift action to move a squadron member who is in a square adjacent to them to another square that is also adjacent to them. This does not provoke attacks of opportunity.<br><br>Phalanx Formation (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: While a member of your squadron is adjacent to another member of your squadron, they receive a +2 circumstance bonus to AC and melee attack rolls. This bonus increases by +1 for every additional member adjacent after the first.<br><br>Pincer Formation (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: When two or more members of your squadron flank an enemy, their flanking bonus applies to damage rolls as well as attack rolls.<br><br>Platoon Commander (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: The number of members of your squadron increases. Your squadron includes 5 allies plus an additional ally for every 2 caster levels you possess. You must include yourself in your squadron.<br><br>Ranged Command (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: You may choose to have your sphere talents or abilities which target a willing creature have a range of close rather than touch when targeting members of your squadron.<br><br>Requested Command (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: Any member of your squadron may expend a standard action requesting assistance. You may immediately respond by using a sphere ability that targets them (and only them, not an area around them) as a free action. You must be in range, and you must be able to use the sphere ability. Using the sphere ability draws attacks of opportunity normally.<br><br>Scouting Tactics (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: As a swift action, you may spend a spell point to mentally communicate with the rest of your squadron the location of an enemy you have successfully damaged that turn. Until the beginning of your next turn, the target does not benefit from concealment or any form of stealth.<br><br>Shielded Formation (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: Whenever a member of your squadron leaves a square adjacent to another member of your squadron, they do not provoke attacks of opportunity from adjacent enemies.<br><br>Squadron Commander (Squadron)<br><br>Prerequisites: War sphere.<br><br>Benefit: You have a squadron of allies who experience greater benefits from your totems. Your squadron can include up to 4 total allies, plus an additional ally for ever 5 caster levels you possess. One of these allies must always be yourself. You can change the membership any time you rest and regain spell points, but you must touch a creature to add it to your squadron. You must spend 1 minute every day renewing the links between you and your squad members. You must have access to each member you wish to include. Your caster level at the time you renew this connection is used for this ability through the day, even if your caster level changes.<br><br>Squadron members must be specific individuals. Squadrons can include summoned companions that are effectively the same creature being summoned each time (such as the companion summoned with the Conjuration sphere), but not spontaneously created creatures.<br><br>Members of your squadron gain increased bonuses from your totems. If a totem grants a bonus to any d20 roll or any number that is the target of a d20 roll (such as AC, attack rolls, saving throws, CMB, CMD, ability checks, skill checks, concentration checks, or spell penetration checks), that bonus increases by +1, and an additional +1 for every 10 War caster levels you possess.<br><br>Troop Commander (Squadron) [High. HB]<br><br>Prerequisite: Warleader sphere.<br><br>Benefit: You have a squadron of allies who experience greater benefits from your tactics. Your squadron includes yourself and up to 3 additional allies, plus an additional ally for every 5 ranks in Diplomacy. You can change membership any time you get a full-night’s rest, but you must touch the ally to add it to your squadron. You must spend 1 minute every day renewing the links between you and your squad members. You must have access to each member you wish to include.<br><br>Squad member allies must be specific individuals. Allies can include summoned companions that are effectively the same creature being summoned each time (such as the companion summoned with the Conjuration sphere), but not spontaneously created creatures. Alternatively, instead of adding any additional allies, you may include one crew or troop. For example, if you have 5 ranks in Diplomacy your squad may be made up either yourself and four additional allies, or yourself and one crew or troop.<br><br>Members of your squadron gain increased bonuses from your tactics. If a tactic grants a bonus to any d20 roll or any number that is the target of a d20 roll (such as AC, attack rolls, saving throws, CMB, CMD, ability checks, skill checks, concentration checks, or spell penetration checks), that bonus increases by +1, and an additional +1 for every 10 ranks in Diplomacy you possess.<br><br>For the purpose of determining how many additional allies you may have in a squadron, this feat doesn’t stack with Squadron Commander, but this feat counts as Squadron Commander for the purpose of feats and other elements with Squadron Commander as a prerequisite.<br><br>Vigilant Command (Squadron)<br><br>Prerequisites: Squadron Commander.<br><br>Benefit: You may rally any ally in your squadron within long range or that you can see, even if they are not within range of a totem, and you can always rally yourself.<br><br>//<br><br>Spheres of Power by Drop Dead Studios<br><br>Using Spheres of Power<br><br>Classes<br><br>Armorist<br>Elementalist<br>Eliciter<br>Fey Adept<br><br>Hedgewitch<br>Incanter<br>Mageknight<br>Shifter<br><br>Soul Weaver<br>Symbiat<br>Thaumaturge<br>Wraith<br><br>Prestige Classes<br><br>Bokor<br>Forest Lord<br>Magemage<br>Realmwalker<br><br>Tempestarii<br>Waking Sleeper<br><br>Spheres<br><br>Alteration<br>Blood<br>Conjuration<br>Creation<br><br>Dark<br>Death<br>Destruction<br>Divination<br><br>Enhancement<br>Fallen Fey<br>Fate<br>Illusion<br><br>Life<br>Light<br>Mana<br>Mind<br><br>Nature<br>Protection<br>Telekinesis<br>Time<br><br>War<br>Warp<br>Weather<br><br>Other Spheres<br><br>Bear<br>Technomancy<br><br>Rules<br><br>About Advanced Magic<br>Advanced Talents<br>Alternate Racial Traits<br>Casting Traditions<br><br>Incantations<br>Magical Items<br>Mythic Spheres<br>Rituals<br><br>Spellcrafting<br>Traits<br>Wild Magic<br>Sphere Bestiary<br><br>Equipment<br><br>Weapons<br>Armor<br>Equipment<br>Special Materials<br><br>Alchemical Items<br>Apparatuses (Metamagic)<br>Charms<br>Compounds<br><br>Fabled Items<br>Implements<br>Marvelous Items<br>Schematics<br><br>Scrolls<br>Spell Engines<br>Spellzones<br>Talent Crystals<br><br>Feats<br><br>Admixture<br>Anathema<br>Aristeia<br>Champion<br><br>Chance<br>Channeling<br>Combat<br>Companion<br><br>Counterspell<br>Damnation<br>Drawback<br>Extra<br><br>General<br>Item Creation<br>Metamagic<br>Necrosis<br><br>Plague<br>Protokinesis<br>Proxy<br>Purring<br><br>Racial<br>Ritual<br>Squadron<br>Surreal<br><br>Teamwork<br>Theurge<br>Wild Magic<br><br>Get Ultimate Spheres of Power<br>Get the Original RulebookU<br><br>Get Expanded OptionsU<br>Get Expanded Options 2<br><br>Alteration HandbookU<br>Conjuration HandbookU<br>Creation HandbookU<br>Dark HandbookU<br><br>Death HandbookU<br>Destruction HandbookU<br>Divination HandbookU<br>Enhancement HandbookU<br><br>Fate HandbookU<br>Illusion HandbookU<br>Life HandbookU<br>Light HandbookU<br><br>Mind HandbookU<br>Nature HandbookU<br>Protection HandbookU<br>Telekinesis HandbookU<br><br>Time HandbookU<br>War HandbookU<br>Warp HandbookU<br>Weather HandbookU<br><br>Spheres Apocrypha<br><br>Apex Shifter<br>Casting Traditions<br>Casting Traditions 2<br>Cognition Talents<br><br>Cohorts and Companions<br>Dark ApocryphaU<br>Debilitating Talents 2<br>Destruction ApocryphaU<br><br>Light ApocryphaU<br>Nature (Air) PackageU<br>Nature (Earth) ApocryphaU<br>Nature (Fire) ApocryphaU<br><br>Nature (M/P/W) ApocryphaU<br>Nature (Spirit) ApocryphaU<br>Protokinesis ApocryphaU<br>Sidhe Court<br><br>Other Spheres Products<br><br>Archetypes of PowerU<br>Archetypes of Power 2<br>The Bear Sphere<br>The Blood SphereU<br><br>Blood and Portents<br>Compounds of Power<br>The Conqueror's Handbook<br>The Fallen Fey SphereU<br><br>Initiate's Handbook<br>Items of PowerU<br>The Jester's Handbook<br>Mythic Spheres of Power<br><br>The Technomancy Sphere<br>Treasures of the Spheres<br>Treasures: Weapons and Tools<br>The Wraith ClassU<br><br>Wild Magic<br>Woodfaring Adventures<br>Worlds of Power<br>The Youxia's Handbook<br><br>Bestiary: Fey and Feyfolk<br>The High Magic Handbook<br>Realmwalker's Handbook<br>Bestiary: Fiends of the Cosmos<br><br>Adventures<br><br>Wreckage to Deliverance<br>Wreckage to Deliverance Player's Guide<br><br>U: Part of Ultimate Spheres of Power and does not need to be bought separately from that book			Spheres of Power/Might (Drop Dead Studios)	
Emulation Expert (Surreal)	Surreal	spheres	Illusion sphere (Manipulate Aura (sensory, magic)); Illusion sphere (Shadow Infusion) or shadow pool; Shadow Magic or create reality class feature.	When using the Shadow Magic feat or create reality class feature to duplicate effects from another sphere, you may spend a shadow point to treat the effect as both from the Illusion sphere and the sphere it is mimicking. This allows you to apply bonuses from items, class features, talents or feats that benefit that sphere as well as the Illusion sphere.<br><br>This feat does not allow you to apply the caster level bonus from staves for two different spheres. For example, when using create reality or Shadow Magic to produce a destructive blast, you may apply Destruction talents you possess and apply the caster level bonus from either a staff of Destruction or Illusion, apply bonus damage from elementalist energy specialization class feature and treat both your fey adept and elementalist levels as full caster levels for calculating the caster level.			Spheres of Power/Might (Drop Dead Studios)	
Entranced in Unreality (Surreal)	Surreal	spheres		For every minor severance you possess, you gain one additional shadow point. For every greater severance you possess, you instead gain three additional shadow points.			Baron’s Secluded Library [SM—]	
Gather Shadowstuff (Surreal)	Surreal	spheres	Shadowmark class feature.	In place of spending a shadow point you may use shadowmark as a full-round action.			Spheres of Power/Might (Drop Dead Studios)	
Greater Shadowmark (Surreal)	Surreal	spheres	Shadowmark 1d6.	Your shadowmark deals d8s for damage instead of d6s.			Spheres of Power/Might (Drop Dead Studios)	
Gulf in Reality (Surreal)	Surreal	spheres	Illusion Sphere (Selective Illusions, Suppression)	When you create a glamer over a creature, you may spend a shadow point to make a creature or object that is also affected by your glamer become unreal to the glamered creature. The effects of unreality depend on what senses you suppress, as detailed below.<br><br>Sight: The glamered creature and unreal target cannot see each other and are immune to any visual-based effects the other creates.<br><br>Sound: The glamered creature and unreal target cannot hear each other and are immune to any sonic or language-dependent effects the other creates.<br><br>Touch: The glamered creature and the unreal target can move freely through each other unimpeded. Nonmagical attacks made by either creature cannot harm the other and magical attacks deal half damage to the other.<br><br>Odor: The glamered and unreal creature cannot smell or taste each other and are immune to any scent-based effects the other creates.<br><br>Magical Auras: Any effects created by the glamered creature and unreal target which would not be affected by the other suppressions have a 5% chance per caster level not to affect the other (maximum 100%).<br><br>The glamered creature and the unreal creature can affect each other normally through intermediaries. For instance, while the unreal creature would be immune to the direct effects of a geomancy effect, if the spell caused a room’s ceiling to collapse, the unreal creature would not be immune to the effects of the collapse.			Baron’s Secluded Library [SM—]	
Shadow Magic (Surreal)	Surreal	spheres	Illusion sphere (Shadow Infusion) or shadow pool.	You may mimic other spheres of magic by shaping shadowstuff. As a free action, you may spend 1 shadow point to grant yourself a temporary magic sphere or talent you do not possess from the following list: Alteration, Conjuration, Creation, Dark, Death, Destruction, Enhancement, Light, Nature, Protection or Weather sphere for 1 minute. For every 5 surreal feats you possess, you may grant yourself an additional temporary talent from the chosen sphere. You must still meet any prerequisites that the talents possess. When gaining multiple talents with this feat, you may use a talent gained this way as a prerequisite for other gained talents.<br><br>Any sphere talents or abilities gained from this feat are treated as if they were from the Illusion sphere and possess the shadow descriptor. Shadow magic, by its nature, has a very real effect even if disbelieved, although usually a reduced one. Unless stated otherwise, objects created as shadow illusions are made of shadowstuff (stable), and creatures have 1/5th their normal hit points.<br><br>The effective caster level of effects created using this feat is equal to your caster level in the Illusion sphere -2 (minimum 1). You may not have more than one sphere effect active at a time from the spheres granted from this feat. A second use of this feat immediately ends the duration of the previous use.			Spheres of Power/Might (Drop Dead Studios)	
Shadow Shield (Surreal)	Surreal	spheres		You may, as a swift action, spend a shadow point to create a protective layer of shadowstuff around a creature or object within 25 feet + 5 feet per 2 character level. This grants 1d4 temporary hit points for every character level you possess. Any creature that has at least 1 temporary hit point granted by your shadow shield also gains damage reduction 1/-. This damage reduction improves by an additional 1 per 5 character levels you possess. These temporary hit points last 1 minute.			Spheres of Power/Might (Drop Dead Studios)	
